FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,585/15 YG E-A,530/30 Blue B-A,Time
9.908872656250000000e+04,5.935600000000000000e+04,1.094055937500000000e+05,8.540664062500000000e+04,6.990900000000000000e+04,8.006421875000000000e+04,1.105099975585937500e+03,3.859679931640625000e+03,2.070000076293945224e-01
8.576711718750000000e+04,5.232000000000000000e+04,1.074318359375000000e+05,7.806603906250000000e+04,6.130800000000000000e+04,8.344973437500000000e+04,1.892000000000000000e+03,8.353799804687500000e+03,2.079999923706054854e-01
1.001572187500000000e+05,6.550400000000000000e+04,1.002061484375000000e+05,8.387800000000000000e+04,6.809200000000000000e+04,8.072943750000000000e+04,1.920380004882812500e+03,9.541759765625000000e+03,2.099999999999999922e-01
1.130522578125000000e+05,6.919100000000000000e+04,1.070802968750000000e+05,8.662452343750000000e+04,7.380300000000000000e+04,7.692132812500000000e+04,1.434479980468750000e+03,6.976120117187500000e+03,2.120000076293945268e-01
1.037078359375000000e+05,7.168900000000000000e+04,9.480668750000000000e+04,4.079048046875000000e+04,3.803600000000000000e+04,7.028196875000000000e+04,1.040599975585937500e+03,4.530160156250000000e+03,2.149999999999999967e-01
9.184883593750000000e+04,5.762000000000000000e+04,1.044672968750000000e+05,4.946251953125000000e+04,4.106400000000000000e+04,7.893959375000000000e+04,1.486940063476562500e+03,6.906080078125000000e+03,2.160000038146972778e-01
9.597706250000000000e+04,6.208800000000000000e+04,1.013070625000000000e+05,4.912251953125000000e+04,4.103200000000000000e+04,7.845811718750000000e+04,2.548179931640625000e+03,1.598952050781250000e+04,2.170000076293945312e-01
9.175738281250000000e+04,5.392400000000000000e+04,1.115164296875000000e+05,6.703575781250000000e+04,5.527200000000000000e+04,7.948428906250000000e+04,1.710540039062500000e+03,8.385759765625000000e+03,2.170000076293945312e-01
9.944508593750000000e+04,6.708700000000000000e+04,9.714599218750000000e+04,4.149700000000000000e+04,3.553800000000000000e+04,7.652505468750000000e+04,1.274520019531250000e+03,5.326439941406250000e+03,2.189999961853027477e-01
6.178892578125000000e+04,4.163700000000000000e+04,9.725482031250000000e+04,7.894120312500000000e+04,6.591300000000000000e+04,7.848969531250000000e+04,1.572080078125000000e+03,7.463680175781250000e+03,2.200000000000000011e-01
8.057629687500000000e+04,5.023900000000000000e+04,1.051105390625000000e+05,4.909532031250000000e+04,4.107400000000000000e+04,7.833449218750000000e+04,2.584300048828125000e+03,1.789827929687500000e+04,2.239999961853027521e-01
6.352883593750000000e+04,4.283600000000000000e+04,9.719455468750000000e+04,3.015596093750000000e+04,2.735600000000000000e+04,7.224378906250000000e+04,1.617660034179687500e+03,1.035300000000000000e+04,2.270000076293945401e-01
8.326315625000000000e+04,5.348800000000000000e+04,1.020179218750000000e+05,3.627460156250000000e+04,3.236400000000000000e+04,7.345483593750000000e+04,1.460280029296875000e+03,8.356520507812500000e+03,2.270000076293945401e-01
1.191021171875000000e+05,7.569100000000000000e+04,1.031229140625000000e+05,5.604900000000000000e+04,4.981400000000000000e+04,7.373885156250000000e+04,6.707999877929687500e+02,2.297719970703125000e+03,2.270000076293945401e-01
1.127336562500000000e+05,7.141700000000000000e+04,1.034503359375000000e+05,6.484140234375000000e+04,5.742800000000000000e+04,7.399607031250000000e+04,1.318380004882812500e+03,5.795640136718750000e+03,2.279999923706054754e-01
8.234098437500000000e+04,4.955800000000000000e+04,1.088885468750000000e+05,1.189945625000000000e+05,8.796600000000000000e+04,8.865275000000000000e+04,4.142620117187500000e+03,2.638264062500000000e+04,2.289999961853027288e-01
1.148116328125000000e+05,7.533300000000000000e+04,9.988046093750000000e+04,5.541048046875000000e+04,5.102900000000000000e+04,7.116309375000000000e+04,1.194540039062500000e+03,6.264160156250000000e+03,2.289999961853027288e-01
1.035697734375000000e+05,6.396100000000000000e+04,1.061201171875000000e+05,6.977752343750000000e+04,5.963600000000000000e+04,7.668085937500000000e+04,1.713119995117187500e+03,7.943760253906250000e+03,2.289999961853027288e-01
