FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,585/15 YG E-A,530/30 Blue B-A,Time
1.022434531250000000e+05,6.134000000000000000e+04,1.092374765625000000e+05,7.787835937500000000e+04,5.872800000000000000e+04,8.690634375000000000e+04,3.870000076293945312e+01,1.695104101562500000e+04,1.989999961853027299e-01
9.996959375000000000e+04,6.587300000000000000e+04,9.945816406250000000e+04,5.371728125000000000e+04,4.668100000000000000e+04,7.541432812500000000e+04,2.494000053405761719e+01,9.318040039062500000e+03,2.029999923706054810e-01
1.022782656250000000e+05,6.917300000000000000e+04,9.690064843750000000e+04,5.530916015625000000e+04,4.265300000000000000e+04,8.498210156250000000e+04,2.752000045776367188e+01,1.905632031250000000e+04,2.139999961853027433e-01
8.495881250000000000e+04,5.714400000000000000e+04,9.743562500000000000e+04,4.329628125000000000e+04,4.034800000000000000e+04,7.032479687500000000e+04,-8.600000143051147461e-01,6.324680175781250000e+03,2.149999999999999967e-01
8.937201562500000000e+04,5.922600000000000000e+04,9.889380468750000000e+04,8.620700000000000000e+04,7.365100000000000000e+04,7.670856250000000000e+04,3.956000137329101562e+01,7.177399902343750000e+03,2.210000038146972823e-01
8.053263281250000000e+04,5.178600000000000000e+04,1.019153203125000000e+05,4.191451953125000000e+04,3.699500000000000000e+04,7.425083593750000000e+04,3.870000076293945312e+01,9.022919921875000000e+03,2.289999961853027288e-01
1.056571953125000000e+05,7.374100000000000000e+04,9.390096093750000000e+04,4.259724218750000000e+04,3.817600000000000000e+04,7.312585937500000000e+04,1.805999946594238281e+01,1.229032031250000000e+04,2.420000076293945257e-01
1.128386718750000000e+05,7.726700000000000000e+04,9.570703125000000000e+04,4.252244140625000000e+04,3.558300000000000000e+04,7.831691406250000000e+04,3.181999969482421875e+01,9.869520507812500000e+03,2.470000076293945301e-01
1.062188750000000000e+05,7.457900000000000000e+04,9.333941406250000000e+04,3.737144140625000000e+04,3.327900000000000000e+04,7.359519531250000000e+04,4.127999877929687500e+01,7.163800292968750000e+03,2.539999961853027233e-01
8.592228906250000000e+04,5.477300000000000000e+04,1.028061875000000000e+05,4.914767968750000000e+04,4.277300000000000000e+04,7.530316406250000000e+04,6.880000114440917969e+00,1.068279980468750000e+04,2.539999961853027233e-01
7.218650000000000000e+04,4.618000000000000000e+04,1.024429218750000000e+05,8.311028125000000000e+04,6.639600000000000000e+04,8.203378906250000000e+04,2.494000053405761719e+01,1.217948046875000000e+04,2.550000000000000044e-01
9.484544531250000000e+04,6.069900000000000000e+04,1.024035156250000000e+05,5.289040234375000000e+04,4.626400000000000000e+04,7.492273437500000000e+04,5.074000167846679688e+01,9.056240234375000000e+03,2.679999923706054554e-01
7.340071875000000000e+04,5.408300000000000000e+04,8.894457031250000000e+04,3.815548046875000000e+04,3.644700000000000000e+04,6.860805468750000000e+04,-8.600000143051147461e-01,6.842839843750000000e+03,2.679999923706054554e-01
1.171686875000000000e+05,8.417300000000000000e+04,9.122601562500000000e+04,6.247160156250000000e+04,5.532100000000000000e+04,7.400695312500000000e+04,2.580000114440917969e+01,8.016520019531250000e+03,2.789999961853027455e-01
8.190733593750000000e+04,6.039600000000000000e+04,8.887806250000000000e+04,3.141464062500000000e+04,2.998500000000000000e+04,6.866065625000000000e+04,9.460000038146972656e+00,6.311760253906250000e+03,2.810000038146972523e-01
1.077363515625000000e+05,7.837000000000000000e+04,9.009326562500000000e+04,4.602308203125000000e+04,4.102200000000000000e+04,7.352564843750000000e+04,-9.460000038146972656e+00,7.749959960937500000e+03,2.860000038146972567e-01
9.257276562500000000e+04,6.433300000000000000e+04,9.430384375000000000e+04,9.238207812500000000e+04,7.139200000000000000e+04,8.480434375000000000e+04,6.880000114440917969e+00,9.697480468750000000e+03,2.870000076293945379e-01
