FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,585/15 YG E-A,530/30 Blue B-A,Time
1.273780468750000000e+05,8.275700000000000000e+04,1.008717968750000000e+05,8.542907812500000000e+04,6.743300000000000000e+04,8.302582031250000000e+04,2.407999992370605469e+01,2.615891992187500000e+04,2.099999999999999922e-01
9.128184375000000000e+04,5.993800000000000000e+04,9.980725000000000000e+04,1.162378437500000000e+05,6.942200000000000000e+04,1.097312656250000000e+05,6.880000114440917969e+00,2.117112109375000000e+04,2.110000038146972734e-01
1.026175156250000000e+05,7.265700000000000000e+04,9.256013281250000000e+04,5.392535937500000000e+04,4.914100000000000000e+04,7.191656250000000000e+04,3.440000057220458984e+00,1.082832031250000000e+04,2.120000076293945268e-01
6.611598437500000000e+04,4.159600000000000000e+04,1.041681250000000000e+05,9.657835937500000000e+04,8.060900000000000000e+04,7.851926562500000000e+04,5.934000015258789062e+01,4.569600097656250000e+03,2.129999923706054621e-01
9.659361718750000000e+04,6.533800000000000000e+04,9.688633593750000000e+04,5.732196093750000000e+04,5.363900000000000000e+04,7.003583593750000000e+04,2.063999938964843750e+01,5.246879882812500000e+03,2.129999923706054621e-01
1.035874765625000000e+05,6.290400000000000000e+04,1.079217421875000000e+05,9.019724218750000000e+04,7.739300000000000000e+04,7.637857031250000000e+04,1.290000057220458984e+01,1.347012011718750000e+04,2.139999961853027433e-01
8.210970312500000000e+04,5.566400000000000000e+04,9.667184375000000000e+04,3.032935937500000000e+04,2.974000000000000000e+04,6.683473437500000000e+04,1.376000022888183594e+01,1.616359985351562500e+03,2.149999999999999967e-01
9.307485937500000000e+04,6.250100000000000000e+04,9.759450781250000000e+04,4.596255859375000000e+04,4.091700000000000000e+04,7.361738281250000000e+04,-7.740000247955322266e+00,7.673120117187500000e+03,2.160000038146972778e-01
1.224403359375000000e+05,7.532800000000000000e+04,1.065241250000000000e+05,6.268308203125000000e+04,5.445600000000000000e+04,7.543702343750000000e+04,0.000000000000000000e+00,1.374960058593750000e+04,2.179999923706054665e-01
7.499784375000000000e+04,5.916800000000000000e+04,8.306954687500000000e+04,1.085293593750000000e+05,9.898000000000000000e+04,7.185876562500000000e+04,4.127999877929687500e+01,4.109919921875000000e+03,2.200000000000000011e-01
1.222922421875000000e+05,7.927800000000000000e+04,1.010941875000000000e+05,7.445728125000000000e+04,6.035500000000000000e+04,8.084885156250000000e+04,1.720000076293945312e+01,1.288940039062500000e+04,2.220000076293945357e-01
9.128656250000000000e+04,6.291900000000000000e+04,9.508346875000000000e+04,5.100544140625000000e+04,4.331100000000000000e+04,7.717883593750000000e+04,5.159999847412109375e+00,1.033124023437500000e+04,2.220000076293945357e-01
1.101388359375000000e+05,6.363900000000000000e+04,1.134219375000000000e+05,6.807003906250000000e+04,5.541900000000000000e+04,8.049654687500000000e+04,3.526000213623046875e+01,6.424640136718750000e+03,2.229999923706054710e-01
1.784950468750000000e+05,1.111840000000000000e+05,1.052116406250000000e+05,8.879439843750000000e+04,6.930800000000000000e+04,8.396187500000000000e+04,3.611999893188476562e+01,9.003200195312500000e+03,2.239999961853027521e-01
1.119943828125000000e+05,7.080300000000000000e+04,1.036631718750000000e+05,4.934216015625000000e+04,4.346700000000000000e+04,7.439408593750000000e+04,-2.579999923706054688e+00,1.015240039062500000e+04,2.239999961853027521e-01
9.092076562500000000e+04,6.043200000000000000e+04,9.859980468750000000e+04,6.819856250000000000e+04,5.404800000000000000e+04,8.269428906250000000e+04,3.354000091552734375e+01,9.031759765625000000e+03,2.239999961853027521e-01
9.652930468750000000e+04,6.136200000000000000e+04,1.030954765625000000e+05,4.104819921875000000e+04,3.802600000000000000e+04,7.074461718750000000e+04,3.096000099182128906e+01,6.290680175781250000e+03,2.250000000000000056e-01
9.132904687500000000e+04,5.923700000000000000e+04,1.010405781250000000e+05,5.213832031250000000e+04,4.935300000000000000e+04,6.923463281250000000e+04,3.440000057220458984e+00,5.138080078125000000e+03,2.270000076293945401e-01
8.288319531250000000e+04,5.107200000000000000e+04,1.063563828125000000e+05,5.944083984375000000e+04,5.142800000000000000e+04,7.574696875000000000e+04,3.526000213623046875e+01,1.347964062500000000e+04,2.279999923706054754e-01
1.111955234375000000e+05,7.086400000000000000e+04,1.028351484375000000e+05,4.927551953125000000e+04,4.500400000000000000e+04,7.175629687500000000e+04,3.268000030517578125e+01,4.334319824218750000e+03,2.289999961853027288e-01
9.685793750000000000e+04,7.443600000000000000e+04,8.527704687500000000e+04,8.674080468750000000e+04,5.624000000000000000e+04,1.010783359375000000e+05,3.181999969482421875e+01,2.194359960937500000e+04,2.289999961853027288e-01
1.128203828125000000e+05,7.094800000000000000e+04,1.042143046875000000e+05,1.188184375000000000e+05,8.538000000000000000e+04,9.120267968750000000e+04,1.290000057220458984e+01,2.161991992187500000e+04,2.289999961853027288e-01
9.372385937500000000e+04,6.344800000000000000e+04,9.680820312500000000e+04,5.373632031250000000e+04,4.856100000000000000e+04,7.252040625000000000e+04,-3.440000057220458984e+00,1.443775976562500000e+04,2.300000000000000100e-01
1.084242968750000000e+05,6.982800000000000000e+04,1.017599687500000000e+05,5.118903906250000000e+04,4.624800000000000000e+04,7.253772656250000000e+04,5.159999847412109375e+00,7.490200195312500000e+03,2.320000076293945446e-01
1.294713671875000000e+05,8.464000000000000000e+04,1.002485234375000000e+05,6.121019921875000000e+04,5.366000000000000000e+04,7.475720312500000000e+04,3.354000091552734375e+01,9.024959960937500000e+03,2.329999923706054799e-01
9.958727343750000000e+04,7.130500000000000000e+04,9.153007031250000000e+04,7.463475781250000000e+04,7.058900000000000000e+04,6.929214843750000000e+04,2.494000053405761719e+01,1.026391992187500000e+04,2.339999961853027333e-01
1.187221562500000000e+05,7.892900000000000000e+04,9.857689062500000000e+04,6.077908203125000000e+04,5.702900000000000000e+04,6.984548437500000000e+04,1.376000022888183594e+01,5.573959960937500000e+03,2.360000038146972678e-01
