FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,585/15 YG E-A,530/30 Blue B-A,Time
1.367206875000000000e+05,8.742000000000000000e+04,1.024951640625000000e+05,1.648615468750000000e+05,1.038800000000000000e+05,1.040081484375000000e+05,4.476100097656250000e+03,1.431991015625000000e+04,2.439999961853027421e-01
1.576249843750000000e+05,1.016780000000000000e+05,1.015963203125000000e+05,7.111380468750000000e+04,6.100200000000000000e+04,7.639936718750000000e+04,6.169300292968750000e+03,1.575103027343750000e+04,2.600000000000000089e-01
1.538448593750000000e+05,8.946100000000000000e+04,1.127013671875000000e+05,1.485370000000000000e+05,1.000170000000000000e+05,9.732867187500000000e+04,8.459200195312500000e+03,2.519669140625000000e+04,2.670000076293945201e-01
2.085644062500000000e+05,1.325930000000000000e+05,1.030859609375000000e+05,7.418374218750000000e+04,6.643300000000000000e+04,7.318209375000000000e+04,5.253000000000000000e+03,1.092502050781250000e+04,3.340000152587890847e-01
8.937909375000000000e+04,6.046100000000000000e+04,9.688144531250000000e+04,6.637020312500000000e+04,5.543700000000000000e+04,7.846091406250000000e+04,1.679600097656250000e+03,1.146704980468750000e+04,3.609999847412109220e-01
1.022782656250000000e+05,7.357500000000000000e+04,9.110305468750000000e+04,1.094887265625000000e+05,8.113100000000000000e+04,8.844281250000000000e+04,2.159850097656250000e+03,1.046137988281250000e+04,3.990000152587890869e-01
1.641049531250000000e+05,1.026220000000000000e+05,1.047999687500000000e+05,6.212776171875000000e+04,5.143100000000000000e+04,7.916636718750000000e+04,2.685150146484375000e+03,1.192600000000000000e+04,4.009999847412109575e-01
6.974566406250000000e+04,4.268600000000000000e+04,1.070808281250000000e+05,9.138464843750000000e+04,7.376300000000000000e+04,8.119225781250000000e+04,9.724000244140625000e+02,8.297950195312500000e+03,4.050000000000000266e-01
1.475194687500000000e+05,9.795400000000000000e+04,9.869771875000000000e+04,6.950848437500000000e+04,6.014200000000000000e+04,7.574254687500000000e+04,2.213400146484375000e+03,1.423816992187500000e+04,4.079999923706054688e-01
1.061486640625000000e+05,6.397000000000000000e+04,1.087472031250000000e+05,1.529831093750000000e+05,1.200540000000000000e+05,8.351160937500000000e+04,2.385949951171875000e+03,2.183664062500000000e+04,4.220000076293945468e-01
1.011136093750000000e+05,6.250300000000000000e+04,1.060202187500000000e+05,9.776171093750000000e+04,7.735500000000000000e+04,8.282479687500000000e+04,4.315450195312500000e+03,1.147040039062500000e+04,4.540000152587890803e-01
8.720494531250000000e+04,6.072100000000000000e+04,9.412003906250000000e+04,9.909903125000000000e+04,8.091300000000000000e+04,8.026589062500000000e+04,3.183250000000000000e+03,9.908629882812500000e+03,4.559999847412109508e-01
1.174701718750000000e+05,7.478700000000000000e+04,1.029393437500000000e+05,6.492702343750000000e+04,5.767900000000000000e+04,7.377135156250000000e+04,3.491800048828125000e+03,7.808180175781250000e+03,4.629999923706054621e-01
8.089961718750000000e+04,5.693900000000000000e+04,9.311433593750000000e+04,5.208044140625000000e+04,4.291800000000000000e+04,7.952710156250000000e+04,2.392750000000000000e+03,4.976090332031250000e+03,4.740000152587890980e-01
1.276606562500000000e+05,8.719100000000000000e+04,9.595450781250000000e+04,5.880121093750000000e+04,5.397900000000000000e+04,7.139065625000000000e+04,1.858100097656250000e+03,6.443390136718750000e+03,5.120000076293945712e-01
1.281108281250000000e+05,8.368000000000000000e+04,1.003330703125000000e+05,5.028551171875000000e+04,4.342400000000000000e+04,7.589146875000000000e+04,2.898500000000000000e+03,7.908680175781250000e+03,5.300000000000000266e-01
1.782106718750000000e+05,1.138710000000000000e+05,1.025653046875000000e+05,8.702696875000000000e+04,7.371400000000000000e+04,7.737199218750000000e+04,4.817800292968750000e+03,1.178530078125000000e+04,5.320000076293945890e-01
1.270458750000000000e+05,8.037600000000000000e+04,1.035891171875000000e+05,7.964557812500000000e+04,6.564400000000000000e+04,7.951454687500000000e+04,3.853050048828125000e+03,8.282540039062500000e+03,5.329999923706054688e-01
2.048102343750000000e+05,1.165560000000000000e+05,1.151587656250000000e+05,1.421987968750000000e+05,1.115480000000000000e+05,8.354376562500000000e+04,4.894300292968750000e+03,1.631249023437500000e+04,5.470000076293944913e-01
1.398476875000000000e+05,8.245900000000000000e+04,1.111468437500000000e+05,8.818205468750000000e+04,7.615000000000000000e+04,7.589100000000000000e+04,2.083350097656250000e+03,5.276250000000000000e+03,5.479999923706054821e-01
1.410288750000000000e+05,8.426600000000000000e+04,1.096820546875000000e+05,9.225900000000000000e+04,7.658300000000000000e+04,7.895075781250000000e+04,4.177750000000000000e+03,8.402469726562500000e+03,5.629999923706054954e-01
1.126445625000000000e+05,7.718900000000000000e+04,9.563893750000000000e+04,7.767109375000000000e+04,6.536100000000000000e+04,7.787905468750000000e+04,2.706400146484375000e+03,1.270655078125000000e+04,5.670000076293945090e-01
1.049368046875000000e+05,6.996000000000000000e+04,9.830100781250000000e+04,6.323594140625000000e+04,5.311200000000000000e+04,7.802814062500000000e+04,2.414850097656250000e+03,5.125500000000000000e+03,5.949999999999999734e-01
2.074947343750000000e+05,1.251030000000000000e+05,1.086974375000000000e+05,8.723534375000000000e+04,7.325000000000000000e+04,7.804854687500000000e+04,4.836500000000000000e+03,1.040845019531250000e+04,6.079999923706055354e-01
1.121796484375000000e+05,7.421400000000000000e+04,9.906225781250000000e+04,1.163642656250000000e+05,8.665000000000000000e+04,8.800978906250000000e+04,5.264900390625000000e+03,1.356951074218750000e+04,6.140000152587891113e-01
1.099612421875000000e+05,6.944700000000000000e+04,1.037686328125000000e+05,6.482652343750000000e+04,5.755100000000000000e+04,7.382097656250000000e+04,2.848350097656250000e+03,7.233320312500000000e+03,6.600000000000000311e-01
1.449553281250000000e+05,9.391000000000000000e+04,1.011584765625000000e+05,5.707529296875000000e+04,5.057000000000000000e+04,7.396652343750000000e+04,2.557650146484375000e+03,5.590479980468750000e+03,6.880000305175781872e-01
8.900444531250000000e+04,5.173100000000000000e+04,1.127562812500000000e+05,1.026493593750000000e+05,8.733500000000000000e+04,7.702785937500000000e+04,7.386500244140625000e+02,3.446479980468750000e+03,7.000000000000000666e-01
1.698745625000000000e+05,1.222820000000000000e+05,9.104283593750000000e+04,1.185933515625000000e+05,1.017470000000000000e+05,7.638686718750000000e+04,4.071500000000000000e+03,1.011164062500000000e+04,8.059999847412109286e-01
1.387780312500000000e+05,9.817000000000000000e+04,9.264497656250000000e+04,6.793934375000000000e+04,5.912300000000000000e+04,7.530864843750000000e+04,1.545300048828125000e+03,3.715820068359375000e+03,8.109999847412109331e-01
1.643964062500000000e+05,1.004220000000000000e+05,1.072860859375000000e+05,6.452100000000000000e+04,5.396200000000000000e+04,7.835974218750000000e+04,4.374100097656250000e+03,1.683040039062500000e+04,8.169999694824219283e-01
1.957437031250000000e+05,1.128620000000000000e+05,1.136632343750000000e+05,1.005824140625000000e+05,8.136700000000000000e+04,8.101281250000000000e+04,5.943200195312500000e+03,1.831847070312500000e+04,8.219999694824219327e-01
