FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,585/15 YG E-A,530/30 Blue B-A,Time
1.254221953125000000e+05,8.672900000000000000e+04,9.477417968750000000e+04,5.955026953125000000e+04,5.205200000000000000e+04,7.497667968750000000e+04,-1.020000076293945312e+01,2.042025976562500000e+04,1.889999961853027488e-01
1.505320000000000000e+05,1.080860000000000000e+05,9.127236718750000000e+04,6.279910156250000000e+04,5.712600000000000000e+04,7.204428125000000000e+04,6.800000190734863281e+00,2.990880126953125000e+03,1.900000000000000022e-01
7.632416406250000000e+04,4.649700000000000000e+04,1.075764140625000000e+05,7.958059375000000000e+04,7.456100000000000000e+04,6.994801562500000000e+04,7.650000095367431641e+00,5.506729980468750000e+03,1.989999961853027299e-01
1.331659375000000000e+05,7.734200000000000000e+04,1.128386015625000000e+05,1.499882187500000000e+05,1.008620000000000000e+05,9.745620312500000000e+04,1.614999961853027344e+01,5.045770019531250000e+03,2.020000076293945457e-01
9.433922656250000000e+04,6.360700000000000000e+04,9.720024218750000000e+04,6.170298046875000000e+04,5.464700000000000000e+04,7.399796093750000000e+04,1.445000076293945312e+01,1.073340039062500000e+04,2.039999961853027344e-01
2.096912968750000000e+05,1.315030000000000000e+05,1.045020234375000000e+05,1.329333593750000000e+05,9.465800000000000000e+04,9.203575000000000000e+04,1.870000076293945312e+01,4.179728125000000000e+04,2.229999923706054710e-01
2.013888281250000000e+05,1.210670000000000000e+05,1.090158203125000000e+05,1.005067031250000000e+05,8.147800000000000000e+04,8.084153906250000000e+04,3.654999923706054688e+01,2.377696093750000000e+04,2.370000076293945490e-01
1.849472968750000000e+05,1.253450000000000000e+05,9.669875781250000000e+04,7.871428125000000000e+04,6.808500000000000000e+04,7.576733593750000000e+04,5.950000286102294922e+00,9.395410156250000000e+03,2.370000076293945490e-01
1.143685468750000000e+05,7.584200000000000000e+04,9.882725781250000000e+04,7.107159375000000000e+04,6.518200000000000000e+04,7.145757812500000000e+04,1.445000076293945312e+01,1.050024023437500000e+04,2.470000076293945301e-01
2.103361718750000000e+05,1.289510000000000000e+05,1.068979062500000000e+05,1.438503437500000000e+05,9.192300000000000000e+04,1.025573281250000000e+05,2.380000114440917969e+01,2.781706054687500000e+04,2.479999923706054654e-01
1.785115781250000000e+05,1.090380000000000000e+05,1.072922812500000000e+05,8.546653906250000000e+04,6.699900000000000000e+04,8.360027343750000000e+04,4.080000305175781250e+01,2.374547070312500000e+04,2.750000000000000222e-01
1.832775937500000000e+05,1.060580000000000000e+05,1.132520000000000000e+05,9.344088281250000000e+04,7.790700000000000000e+04,7.860322656250000000e+04,3.740000152587890625e+01,8.610839843750000000e+03,2.820000076293945335e-01
1.126215546875000000e+05,7.776500000000000000e+04,9.491117187500000000e+04,4.405585156250000000e+04,4.115300000000000000e+04,7.015878125000000000e+04,2.720000076293945312e+01,1.097995996093750000e+04,3.099999999999999978e-01
1.027307968750000000e+05,6.595600000000000000e+04,1.020766250000000000e+05,6.295387109375000000e+04,5.638800000000000000e+04,7.316707812500000000e+04,4.505000305175781250e+01,1.027512011718750000e+04,3.179999923706054998e-01
9.608385937500000000e+04,5.894400000000000000e+04,1.068293906250000000e+05,8.479721093750000000e+04,7.070400000000000000e+04,7.859908593750000000e+04,1.275000000000000000e+01,6.141220214843750000e+03,3.250000000000000111e-01
1.880335781250000000e+05,1.190710000000000000e+05,1.034925937500000000e+05,1.208693437500000000e+05,9.501000000000000000e+04,8.337326562500000000e+04,4.930000305175781250e+01,1.316818066406250000e+04,3.359999847412109553e-01
1.189717265625000000e+05,7.900100000000000000e+04,9.869408593750000000e+04,5.917908984375000000e+04,5.223300000000000000e+04,7.425116406250000000e+04,1.870000076293945312e+01,7.824260253906250000e+03,3.409999847412109597e-01
1.318036406250000000e+05,9.209100000000000000e+04,9.379726562500000000e+04,6.942339062500000000e+04,6.426200000000000000e+04,7.079971875000000000e+04,-4.250000000000000000e+00,6.140550292968750000e+03,3.429999923706054665e-01
