FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,585/15 YG E-A,530/30 Blue B-A,Time
8.627746875000000000e+04,5.654300000000000000e+04,9.999964843750000000e+04,8.063852343750000000e+04,6.749000000000000000e+04,7.830384375000000000e+04,1.189405078125000000e+04,1.133573046875000000e+04,2.050000000000000155e-01
1.223099453125000000e+05,7.833000000000000000e+04,1.023325000000000000e+05,7.281426562500000000e+04,6.251900000000000000e+04,7.632809375000000000e+04,1.673990039062500000e+04,1.663811132812500000e+04,2.360000038146972678e-01
1.535191718750000000e+05,9.877000000000000000e+04,1.018632500000000000e+05,7.951962500000000000e+04,6.938200000000000000e+04,7.511167968750000000e+04,1.512915039062500000e+04,1.643041015625000000e+04,2.460000038146972767e-01
1.605885468750000000e+05,9.644100000000000000e+04,1.091271484375000000e+05,1.009850859375000000e+05,8.854100000000000000e+04,7.474682812500000000e+04,1.112480078125000000e+04,1.447535058593750000e+04,2.529999923706054976e-01
1.180312656250000000e+05,7.057100000000000000e+04,1.096101484375000000e+05,1.268785703125000000e+05,1.028950000000000000e+05,8.081164062500000000e+04,2.460580078125000000e+04,2.598997070312500000e+04,2.570000076293945113e-01
1.166087734375000000e+05,7.051400000000000000e+04,1.083766718750000000e+05,1.199775703125000000e+05,9.828200000000000000e+04,8.000295312500000000e+04,9.786900390625000000e+03,8.862759765625000000e+03,2.570000076293945113e-01
1.281615625000000000e+05,9.020300000000000000e+04,9.311437500000000000e+04,1.165156796875000000e+05,8.447000000000000000e+04,9.039862500000000000e+04,2.163335156250000000e+04,3.032018164062500000e+04,2.750000000000000222e-01
9.206713281250000000e+04,5.594300000000000000e+04,1.078546328125000000e+05,9.040310156250000000e+04,6.898700000000000000e+04,8.588078125000000000e+04,9.462200195312500000e+03,7.681550292968750000e+03,2.779999923706054643e-01
1.345099687500000000e+05,8.222500000000000000e+04,1.072088281250000000e+05,1.973565468750000000e+05,1.432330000000000000e+05,9.030012500000000000e+04,2.124575000000000000e+04,2.143397070312500000e+04,2.789999961853027455e-01
1.307339609375000000e+05,7.825800000000000000e+04,1.094812265625000000e+05,9.457653125000000000e+04,7.730200000000000000e+04,8.018120312500000000e+04,1.958570117187500000e+04,1.855230078125000000e+04,2.800000000000000266e-01
1.193162812500000000e+05,7.493800000000000000e+04,1.043464218750000000e+05,7.997857031250000000e+04,6.659500000000000000e+04,7.870675000000000000e+04,2.575330078125000000e+04,2.157199023437500000e+04,2.829999923706054688e-01
1.374558281250000000e+05,9.380800000000000000e+04,9.602917968750000000e+04,9.254910937500000000e+04,7.542800000000000000e+04,8.041176562500000000e+04,2.433465039062500000e+04,1.324925000000000000e+04,2.870000076293945379e-01
7.590408593750000000e+04,4.944200000000000000e+04,1.006118359375000000e+05,1.002052031250000000e+05,7.494200000000000000e+04,8.762841406250000000e+04,3.347215234375000000e+04,4.066230078125000000e+04,2.960000038146972656e-01
1.373083281250000000e+05,9.387600000000000000e+04,9.585664843750000000e+04,5.727092968750000000e+04,5.386000000000000000e+04,6.968635937500000000e+04,8.114100097656250000e+03,8.029950195312500000e+03,2.960000038146972656e-01
1.539298125000000000e+05,9.321400000000000000e+04,1.082234843750000000e+05,1.313434531250000000e+05,1.024940000000000000e+05,8.398271093750000000e+04,1.700000000000000000e+04,2.011608007812500000e+04,2.970000076293945468e-01
9.990056250000000000e+04,6.501400000000000000e+04,1.007026718750000000e+05,1.177746093750000000e+05,9.129000000000000000e+04,8.454897656250000000e+04,1.411595019531250000e+04,1.409412011718750000e+04,2.989999961853027632e-01
1.019921171875000000e+05,7.119400000000000000e+04,9.388650000000000000e+04,7.957523437500000000e+04,6.398700000000000000e+04,8.150160156250000000e+04,1.340960058593750000e+04,1.782333984375000000e+04,3.340000152587890847e-01
