FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,585/15 YG E-A,530/30 Blue B-A,Time
1.525952343750000000e+05,9.697900000000000000e+04,1.031200625000000000e+05,8.132795312500000000e+04,7.135500000000000000e+04,7.469565625000000000e+04,1.614999961853027344e+01,1.476612988281250000e+04,2.070000076293945224e-01
1.670443281250000000e+05,1.087230000000000000e+05,1.006908984375000000e+05,1.309106328125000000e+05,1.158190000000000000e+05,7.407557812500000000e+04,5.015000152587890625e+01,8.750200195312500000e+03,3.010000038146972701e-01
1.432431406250000000e+05,9.039800000000000000e+04,1.038472343750000000e+05,5.978879296875000000e+04,5.057000000000000000e+04,7.748307031250000000e+04,2.465000152587890625e+01,1.381941992187500000e+04,3.179999923706054998e-01
1.175663437500000000e+05,7.547600000000000000e+04,1.020831562500000000e+05,7.561888281250000000e+04,6.624400000000000000e+04,7.481068750000000000e+04,6.120000076293945312e+01,1.551787011718750000e+04,3.859999847412109442e-01
1.874890156250000000e+05,1.097740000000000000e+05,1.119325234375000000e+05,2.002991875000000000e+05,1.092900000000000000e+05,1.201098671875000000e+05,1.606500091552734375e+02,6.219007031250000000e+04,4.199999999999999845e-01
1.478770000000000000e+05,1.039580000000000000e+05,9.322290625000000000e+04,5.113708203125000000e+04,4.726600000000000000e+04,7.090339843750000000e+04,5.100000381469726562e+00,1.311994042968750000e+04,4.199999999999999845e-01
1.795995312500000000e+05,1.097230000000000000e+05,1.072722578125000000e+05,9.496110937500000000e+04,7.803800000000000000e+04,7.974796093750000000e+04,-2.550000000000000000e+01,2.722880126953125000e+03,4.199999999999999845e-01
1.242067968750000000e+05,7.836700000000000000e+04,1.038704687500000000e+05,1.837957500000000000e+05,1.589300000000000000e+05,7.578959375000000000e+04,9.775000000000000000e+01,2.540707031250000000e+04,4.390000152587890669e-01
1.058766718750000000e+05,7.351500000000000000e+04,9.438528125000000000e+04,1.268350234375000000e+05,1.061180000000000000e+05,7.833035937500000000e+04,6.120000076293945312e+01,2.348283007812500000e+04,4.400000000000000022e-01
8.550633593750000000e+04,5.173700000000000000e+04,1.083120937500000000e+05,9.893823437500000000e+04,8.647700000000000000e+04,7.497966406250000000e+04,4.675000000000000000e+01,9.599759765625000000e+03,4.429999923706054998e-01
1.702781250000000000e+05,1.067380000000000000e+05,1.045489687500000000e+05,1.832316093750000000e+05,1.297340000000000000e+05,9.256067968750000000e+04,5.950000000000000000e+01,2.848907031250000000e+04,4.440000152587890714e-01
1.027101484375000000e+05,6.369900000000000000e+04,1.056721796875000000e+05,9.074614062500000000e+04,7.556300000000000000e+04,7.870438281250000000e+04,7.225000000000000000e+01,2.481680078125000000e+04,4.690000152587890936e-01
9.632811718750000000e+04,6.842800000000000000e+04,9.225696093750000000e+04,1.315725937500000000e+05,8.076000000000000000e+04,1.067699531250000000e+05,1.385500030517578125e+02,3.948644921875000000e+04,4.840000152587890514e-01
1.560349375000000000e+05,9.129500000000000000e+04,1.120094765625000000e+05,1.558929218750000000e+05,1.084340000000000000e+05,9.421950781250000000e+04,6.205000305175781250e+01,2.551628125000000000e+04,4.929999923706054887e-01
1.255909375000000000e+05,8.872700000000000000e+04,9.276464062500000000e+04,5.583244140625000000e+04,5.489500000000000000e+04,6.665516406250000000e+04,3.825000000000000000e+01,9.714330078125000000e+03,4.929999923706054887e-01
8.636006250000000000e+04,5.313900000000000000e+04,1.065073359375000000e+05,1.050560000000000000e+05,8.318300000000000000e+04,8.276871875000000000e+04,6.290000152587890625e+01,1.215045019531250000e+04,4.990000152587890647e-01
1.492204375000000000e+05,8.888600000000000000e+04,1.100208203125000000e+05,1.477463906250000000e+05,1.152780000000000000e+05,8.399440625000000000e+04,1.241000061035156250e+02,3.673610156250000000e+04,4.990000152587890647e-01
1.107801640625000000e+05,6.786300000000000000e+04,1.069815390625000000e+05,1.030064687500000000e+05,8.907900000000000000e+04,7.578252343750000000e+04,9.180000305175781250e+01,2.637321093750000000e+04,5.040000152587891247e-01
1.000150234375000000e+05,6.091600000000000000e+04,1.076003750000000000e+05,9.952113281250000000e+04,7.712000000000000000e+04,8.457231250000000000e+04,8.500000000000000000e+01,3.727344140625000000e+04,5.140000152587890225e-01
8.422485937500000000e+04,5.897500000000000000e+04,9.359492187500000000e+04,1.029736406250000000e+05,8.224200000000000000e+04,8.205637500000000000e+04,3.825000000000000000e+01,1.917339062500000000e+04,5.440000152587890492e-01
1.565205000000000000e+05,1.146200000000000000e+05,8.949335156250000000e+04,6.187249218750000000e+04,5.609200000000000000e+04,7.228973437500000000e+04,9.605000305175781250e+01,2.680335156250000000e+04,5.559999847412109286e-01
9.671751562500000000e+04,6.277700000000000000e+04,1.009681796875000000e+05,1.068522734375000000e+05,9.007700000000000000e+04,7.774094531250000000e+04,1.011500015258789062e+02,2.651658984375000000e+04,5.679999923706054998e-01
1.244445625000000000e+05,7.732300000000000000e+04,1.054744140625000000e+05,8.819678906250000000e+04,7.795800000000000000e+04,7.414332031250000000e+04,2.380000114440917969e+01,1.559090039062500000e+04,5.859999847412109553e-01
1.512677343750000000e+05,1.035900000000000000e+05,9.569921875000000000e+04,7.404571875000000000e+04,6.936600000000000000e+04,6.995733593750000000e+04,4.250000000000000000e+01,7.585070312500000000e+03,6.379999923706054510e-01
1.335907500000000000e+05,8.384000000000000000e+04,1.044251328125000000e+05,1.364669375000000000e+05,1.084200000000000000e+05,8.248936718750000000e+04,9.180000305175781250e+01,3.426514062500000000e+04,6.530000305175781561e-01
