Params:	92
Performance_R2:	0.36399560371174644
Alpha:	0.05
Alpha_Bonf:	0.0005434782608695652
Term	Coefficient	StdErr	p_value	CI_lower	CI_upper
Intercept	1.69793745761719	0.005527675476199875	0.0	1.6788093374672064	1.7170655777671735
1	0.006264298219504419	0.005500282661011576	0.25479322427851053	-0.012769031079890334	0.025297627518899173
2	0.012180619165501462	0.0055073219240139625	0.027028035473213478	-0.006877068993065965	0.03123830732406889
3	-0.2716728534494566	0.005527682734527903	0.0	-0.290800998716358	-0.25254470818255514
4	0.03698959944092904	0.005522698209038499	2.3309454325982092e-11	0.01787870276303444	0.056100496118823645
5	-0.009676737210621943	0.005510746147877175	0.07914902754263134	-0.028746274647562887	0.009392800226319003
6	0.013952063556579386	0.005502110081487902	0.011248034837317738	-0.005087589398859614	0.03299171651201838
7	-0.030983470928434228	0.005506456322957575	1.928454756303673e-08	-0.050038163737314456	-0.011928778119553996
8	-4.912252259211495e-06	0.005498429872003567	0.9992872094472403	-0.01903183010964541	0.019022005605126985
9	-0.025001133756442893	0.005504177529412877	5.687484667348854e-06	-0.04404794096550677	-0.005954326547379013
10	-0.0038018981803740826	0.0055025449801748005	0.4896363024602749	-0.02284305607118273	0.015239259710434567
11	0.015705686528540135	0.0055040054908826455	0.004340433180963351	-0.003340525353665129	0.0347518984107454
12	-0.009272530898223235	0.005507197310530052	0.09229506315023472	-0.028329787840865844	0.009784726044419377
13	0.009032833902445622	0.005501833331737247	0.10069236231238507	-0.010005861380549548	0.028071529185440793
1,2	0.0038242909180621707	0.005453334989937336	0.48316113906154745	-0.015046579369956731	0.022695161206081074
1,3	9.761947501692224e-05	0.005473063493060058	0.985770063167881	-0.018841519867459966	0.01903675881749381
1,4	-0.00435504050803116	0.005460416521166892	0.42515755874631056	-0.023250415921357803	0.014540334905295483
1,5	0.00019956882550645249	0.005446008139496462	0.9707694337074927	-0.018645947427863088	0.019045085078875992
1,6	0.0058973289872323986	0.00544167098794924	0.2785305626212025	-0.0129331788677134	0.0247278368421782
1,7	0.006938496911518604	0.005444710101747186	0.2025920681793124	-0.01190252757634584	0.025779521399383047
1,8	0.011901875462213074	0.005441431961122393	0.02876549119847476	-0.006927805257731278	0.030731556182157428
1,9	0.003424407828135407	0.005451533928356859	0.5299289382850588	-0.015440230016886937	0.022289045673157752
1,10	-0.00014083720561408283	0.005448939839722022	0.9793805514360029	-0.018996498395024042	0.018714823983795877
1,11	-0.005719094582850276	0.0054513422019345885	0.2941711681207319	-0.024583068972491257	0.013144879806790705
1,12	-0.0009358900690647014	0.005445888820008846	0.8635598421302286	-0.01978099342599971	0.01790921328787031
1,13	0.0069014213451069175	0.00544260152571031	0.20483914343887302	-0.011932306568283792	0.025735149258497625
2,3	-0.024740022597403807	0.005475872203462641	6.375114426912496e-06	-0.04368888127855722	-0.0057911639162503935
2,4	0.03326061284625275	0.005472013991840276	1.2974776184178902e-09	0.014325105226643094	0.0521961204658624
2,5	0.007063046865944098	0.005454185771523035	0.19538323325751883	-0.011810767490058303	0.025936861221946498
2,6	-0.004042313480634222	0.005449100903750156	0.45822172319395404	-0.0228985320204341	0.014813905059165657
2,7	-0.011240361763321655	0.005453709330831572	0.039345987459187784	-0.03011252743086	0.007631803904216692
2,8	0.0054073732888854555	0.005448678038109024	0.3210373426976652	-0.013447381955027081	0.024262128532797994
2,9	0.007884349995579916	0.005458218958193869	0.14865864097662837	-0.011003420910433277	0.02677212090159311
2,10	0.002533719751182947	0.005455872523791333	0.6423782020036019	-0.016345931488730273	0.021413370991096164
2,11	0.008098246190818701	0.0054599417184902025	0.13807649641981698	-0.010795486202275231	0.026991978583912633
2,12	-0.007561419039967547	0.00545435192747203	0.16570950964362718	-0.026435808366582766	0.011312970286647673
2,13	0.007552910426732568	0.005447559019459629	0.16565861819527494	-0.011297972534288565	0.026403793387753702
3,4	0.10743289109282991	0.005497806068911128	3.147459608385606e-82	0.08840813186081047	0.12645765032484935
3,5	-0.011049168822795254	0.005475344114604384	0.043641894374792406	-0.029996200090748652	0.007897862445158145
3,6	-0.009081730235696497	0.0054668381090614004	0.0967231086421961	-0.027999327088275267	0.009835866616882273
3,7	-0.037811815617366476	0.005471293069100015	5.36867321062841e-12	-0.05674482853611065	-0.0188788026986223
3,8	-0.0009449113313866343	0.005466825270332382	0.8627800201839374	-0.019862463756474626	0.01797264109370136
3,9	-0.026685410978908974	0.005479360068890056	1.1467262459860922e-06	-0.04564633916545391	-0.00772448279236404
3,10	-0.0021684746924459197	0.005474054652143542	0.69201968408989	-0.021111043869058016	0.016774094484166176
3,11	0.01785067608913013	0.005477864390224554	0.0011261734335184094	-0.0011050764098508928	0.03680642858811115
3,12	-0.023776427464665177	0.005477882544441138	1.44785767928785e-05	-0.04273224278499625	-0.004820612144334106
3,13	-0.0033069430803836907	0.0054654125363103835	0.545159539182186	-0.022219606841831947	0.015605720681064564
4,5	0.017915431954400114	0.005465752784942788	0.001052934834448382	-0.0009984092127676945	0.03682927312156792
4,6	-0.0020492423377178625	0.005454475823672065	0.70715522268851	-0.02092406039814906	0.016825575722713332
4,7	0.014802288009619816	0.005461977422115348	0.006748277169029384	-0.0040984887882513504	0.03370306480749098
4,8	0.009672088435661032	0.005453373848103688	0.07618596540817488	-0.009198916318224759	0.02854309318954682
4,9	-0.0007683840648536214	0.0054683882953963005	0.8882592666560208	-0.019691345224833668	0.018154577095126422
4,10	-0.004058406125322157	0.0054596183512170705	0.4573021692613257	-0.02295101952941616	0.014834207278771848
4,11	-0.00281825679839837	0.0054674790190338204	0.60625391484308	-0.021738071473461573	0.016101557876664833
4,12	-0.0074209868258968345	0.00546099202893237	0.17423224686720298	-0.026318353742113384	0.011476380090319715
4,13	-0.002443396979875412	0.005455475065082901	0.6542578681185873	-0.021321672842749537	0.01643487888299871
5,6	-0.0006648356433352498	0.005440588788671945	0.9027457853864583	-0.019491598626156872	0.018161927339486374
5,7	0.009338575516101955	0.005447511722228712	0.08653399715503533	-0.009512143776281318	0.028189294808485227
5,8	-0.001965040023130531	0.005439558339479459	0.7179267117174303	-0.020788237211243836	0.016858157164982776
5,9	0.007855297135676164	0.005453074493747902	0.14977634228462738	-0.011014671724168897	0.026725265995521226
5,10	-0.004526640970646657	0.005442573499216795	0.4056094989176664	-0.023360271900388876	0.01430698995909556
5,11	-0.002412656941909826	0.005448799528930041	0.6579375709891064	-0.021267832595998674	0.01644251871217902
5,12	-0.0010141000085904222	0.005445736555330526	0.8522799396804732	-0.019858676464647472	0.017830476447466624
5,13	-0.002480897432310933	0.005440833784104782	0.6484244799682675	-0.02130850820406222	0.016346713339440353
6,7	-0.003585646409881838	0.005441718450333195	0.5099764075765107	-0.022416318504965616	0.01524502568520194
6,8	-0.006370885175351756	0.005439300505921384	0.24154209321169182	-0.02519319014913396	0.012451419798430445
6,9	0.005299857374987869	0.005448536886327809	0.330739868450169	-0.013554409423421294	0.024154124173397032
6,10	0.0035532991343934076	0.005442372318795494	0.5138515015704332	-0.015279635625089353	0.02238623389387617
6,11	-0.0034140539308749897	0.00544666986330953	0.5308069727522855	-0.022261860031515226	0.015433752169765247
6,12	-0.0007749481294024882	0.005443990904648124	0.8868094241114586	-0.019613483887857688	0.018063587629052708
6,13	0.0013539635702302746	0.0054389308356689306	0.8034171800236685	-0.01746706218644968	0.020174989326910232
7,8	0.015235515190345664	0.005440077186878938	0.005118744599085839	-0.003589477431569694	0.034060507812261026
7,9	0.0028993585962374716	0.005449833968762063	0.5947418454894278	-0.015959396661878428	0.02175811385435337
7,10	0.0031102185945257764	0.005446665601724395	0.5680018538975096	-0.015737572759208125	0.02195800994825968
7,11	0.008827199526722616	0.005448667301821501	0.10527634071673057	-0.01002751856504548	0.02768191761849071
7,12	0.005174004778181043	0.005447983260854306	0.34230193160923017	-0.013678346239422812	0.0240263557957849
7,13	0.0023848299371918335	0.00544064233700293	0.6611601372702068	-0.016442118345746142	0.021211778220129807
8,9	0.008224518487511965	0.005445613272202003	0.13102479653593974	-0.010619631356218618	0.027068668331242548
8,10	0.008379511251820317	0.005443263529261114	0.12375828633587098	-0.010456507476853238	0.027215529980493872
8,11	-0.0028250538130524254	0.00544565067539827	0.60394058438186	-0.021669333087831425	0.016019225461726575
8,12	0.004895293848866276	0.005442167691039701	0.3684201095710059	-0.013936932811105996	0.02372752050883855
8,13	0.007139749808785701	0.005436783724111646	0.1891609268278708	-0.011673846024046522	0.02595334564161792
9,10	0.002540009266268739	0.005451530475999012	0.6412872680230086	-0.016324616632119624	0.021404635164657102
9,11	0.001748328374890992	0.005455060521608524	0.7486042637472398	-0.01712851299035037	0.020625169740132357
9,12	0.003529020506817974	0.005451969422720796	0.5174698895733789	-0.015337124334871215	0.022395165348507162
9,13	-0.0011443622944866058	0.005445793635678827	0.8335687132652562	-0.01998913627294981	0.0177004116839766
10,11	0.008353158418892958	0.005449755146831995	0.1253937597522811	-0.010505324081649656	0.02721164091943557
10,12	0.003799939354833251	0.005450086551348299	0.4856915943817899	-0.015059689947006474	0.022659568656672978
10,13	-0.010048242226020394	0.005443363445290367	0.06495223598047278	-0.028884606706867835	0.008788122254827049
11,12	-0.0023567592985840723	0.0054509455613990145	0.6654985287933473	-0.021219361142413802	0.01650584254524566
11,13	0.009757782182497426	0.005443824291098715	0.07311670196843564	-0.009080177021851904	0.028595741386846757
12,13	0.002692874700257133	0.005442261539429973	0.6207557007150454	-0.016139676715264326	0.021525426115778595
