"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue C-A","586_15 YG D-A","Time"
119403,82337,95038.8,81275.7,66519,80074.6,12630.4,9278.5,0.23
142271,90949,102518,114928,90103,83592.7,35560.8,22711.9,0.232
112017,78529,93483.6,69422.1,59287,76739.4,18531.5,11692.5,0.232
147887,101697,95301.7,88348.3,76595,75592.3,9541.62,7510.58,0.234
160296,92372,113727,128811,97798,86318.2,23480.2,15372.3,0.235
156300,103422,99043.3,95138.3,74328,83884.8,16680.8,12201.4,0.239
103802,67705,100477,112656,92943,79436.1,22156.2,14510.6,0.242
105956,74136,93665.1,67325.9,57550,76668.5,11023.3,6851.46,0.243
126710,88650,93672.4,71033.8,59208,78625.7,28164.2,16685.1,0.247
126586,86584,95813.8,99134,82830,78435.9,17099.3,11654.7,0.26
117504,77314,99603.7,71487.2,60144,77896.2,12555.8,9260.02,0.262
107446,74703,94261,63833.9,55065,75972.4,13688.4,8816.5,0.262
151753,96849,102688,115127,95411,79078.6,27131.3,17355.8,0.263
100675,69289,95222,67780,56555,78543.6,20462,13535.8,0.266
135368,85089,104261,116891,88343,86714.1,18329.5,12571.8,0.282
86728,60552,93866.5,70031.3,59978,76520.9,25433.8,14114.1,0.286
155204,97359,104474,114519,90793,82662,19109.6,13689.8,0.295
158659,106940,97230.7,89237.3,73722,79328.5,17051.8,12571.8,0.304
123444,83951,96366.4,82635.3,69801,77586.1,20345.8,14805.6,0.311
107014,75278,93165,67252.7,56392,78157.8,28261.2,17378.9,0.337
99045.7,67707,95869.8,64350.7,54484,77404.1,17575.8,10257.9,0.341
141950,90500,102794,91683.9,74342,80823.7,22406.3,13196.3,0.356
134715,87970,100360,86207.2,68516,82457.8,17364.6,11066.4,0.36
171351,107996,103982,107410,84186,83615.4,32042.3,21735.6,0.365
117864,84125,91819.9,81882.9,71503,75049.7,15167.5,9611.91,0.366
122569,82598,97250.4,105247,84608,81522.6,22721.2,14956.5,0.371
162929,102065,104617,87322.6,72227,79233.2,14636.2,9769.76,0.376
161860,106320,99771.3,105626,83766,82638.4,55034.1,33442.6,0.38
118934,81736,95361,80256,70698,74396.1,24497.2,15283.7,0.382
126177,88976,92936.5,64663.5,55030,77008.7,25850.9,16136.9,0.386
108000,73007,96948.5,84649,70653,78518.3,30903.2,18887.3,0.39
98824.3,65176,99370.1,83167.3,66698,81718.3,11946,9106.79,0.391
133836,95553,91792.7,76237.9,62583,79835.2,18441.1,11991.2,0.392
102917,72250,93353,58214.6,50428,75655.5,13276.6,8570.1,0.4
107946,72492,97588.2,70935.5,59322,78366,15644.6,9120.65,0.411
123696,82477,98288.8,97394.2,81099,78704.2,16529.7,11469.1,0.416
109597,71469,100499,85948.5,69867,80620.6,14398.6,8705.62,0.432
129230,83477,101455,121344,98983,80341.3,22704.7,14944.2,0.44
135000,91136,97078.9,96829.3,79622,79699.1,28632.1,17660.7,0.445
