"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue C-A","586_15 YG D-A","Time"
109556,72151,99511.6,91610.6,74117,81004.3,20547.8,-17.71,0.21
87451.4,60988,93972.9,54677,47994,74661.7,19171,-7.7,0.212
120238,76729,102698,72972.2,58783,81355.3,23220.1,4.62,0.214
104480,67036,102142,87475.7,71754,79895.3,23115.2,13.09,0.217
163840,106945,100401,111699,89753,81560.6,24193,0,0.218
144092,97572,96781.8,83152.1,70998,76755,17816,8.47,0.219
116337,79160,96314.9,61250.6,52986,75758.2,15206.4,0,0.221
139788,92071,99501.1,103038,78625,85884.8,22423.5,-15.4,0.222
144114,92294,102333,103026,83092,81258.3,25324.9,34.65,0.223
88612.9,64244,90395,59676.5,50337,77695.6,18569.1,-3.08,0.225
155624,98739,103293,100983,78161,84671.4,31226.6,-3.08,0.226
117400,75448,101977,79949.1,64090,81752.9,16227.4,-36.96,0.227
158696,100529,103456,106722,82743,84528.4,25592.2,3.08,0.227
96228.1,64041,98474.5,92305,76843,78722.8,40285.1,8.47,0.228
95862.1,64376,97589.5,88823.5,75722,76875.1,17164,5.39,0.228
142725,97209,96221.6,93560.9,77839,78773,20992,0.77,0.229
113712,77285,96425.2,116671,95076,80421.4,19668.7,-26.18,0.23
151188,99184,99897.7,95224.8,73986,84349.1,30130.3,34.65,0.233
102636,68370,98381.8,67570.1,57776,76645.6,10009.6,-21.56,0.236
104171,75438,90497.4,57467.5,50408,74714.2,9915.84,-53.13,0.237
129931,83378,102127,95568,78544,79740.6,35216.9,-10.78,0.237
111323,74869,97445.9,90274.8,72471,81636.1,28201.8,-23.1,0.238
139782,91133,100521,111331,93967,77646.6,19422.5,-20.79,0.238
92613.2,66292,91557.1,55394.5,47810,75932.5,12254.9,-27.72,0.238
113529,73976,100576,96402.9,75557,83617.2,21069.8,5.39,0.239
93949.8,65590,93872.4,59623.7,51232,76270.7,17973.8,2.31,0.239
124917,81201,100818,88956.8,72115,80841.3,26203.3,-46.97,0.241
163687,105445,101734,115796,90557,83801.7,33572.2,15.4,0.242
137689,92911,97120.9,88057.2,69326,83243.2,32419.9,-14.63,0.243
146127,102024,93865.8,61463.2,52721,76403.1,20547.1,-7.7,0.244
109548,72245,99374.9,86691,70707,80351.1,29478.9,-37.73,0.245
147553,93648,103259,127389,99938,83537.2,30734.2,-15.4,0.245
110019,73721,97804,63737.5,54799,76225.9,15893.5,-33.11,0.246
134345,90941,96814.5,106028,84235,82491,28335.1,22.33,0.248
111982,77733,94411,70558,58535,78996.9,18371.8,-50.05,0.249
128318,83183,101096,110441,89961,80455.6,25617.9,1.54,0.254
161856,104897,101122,105673,82979,83459.7,42740.9,12.32,0.255
105010,67662,101711,86625,72216,78612.2,21909.4,27.72,0.257
99089,66140,98184.1,71044.4,59770,77898,17684,-8.47,0.258
146573,97148,98877.8,100755,78458,84160.6,19276,3.85,0.259
140705,86784,106255,93532.6,73622,83259.8,32150.6,4.62,0.26
148664,100539,96906.3,81349,66378,80317.1,19677.2,12.32,0.262
145647,88653,107669,114243,83791,89353.9,25746.6,-16.94,0.262
135482,89617,99076.8,118037,91159,84859.2,24342.1,18.48,0.262
126896,80212,103678,127002,98786,84254.8,9890.1,1.54,0.263
156776,99661,103094,100096,78955,83083.6,27023.7,-23.1,0.266
168938,105639,104805,100181,77189,85057.3,39564.4,-21.56,0.266
119284,78501,99583.6,65722.1,54423,79142.4,29616.2,-7.7,0.27
118419,74822,103722,121308,88736,89592.1,62919.1,18.48,0.271
122234,84441,94867.9,88762.7,72619,80105.1,21339.1,116.27,0.271
118525,80220,96829.8,56833.9,47166,78969.3,37249.7,-10.01,0.274
93064,64171,95043.6,75715.2,63709,77886.5,11400.2,-26.18,0.274
134116,85345,102987,107981,88359,80089.9,40827.6,21.56,0.276
123303,83500,96775.8,80913.4,64234,82553.4,19270.7,-9.24,0.284
107753,72174,97843.1,78649.6,67448,76420,13869.2,-28.49,0.285
140303,94156,97656,72532.7,59946,79296.4,29277.6,-40.04,0.287
91681.2,63321,94888.2,97210.1,82715,77020.6,14852.6,-17.71,0.288
118721,81209,95808,75840.6,64616,76920.4,9516.54,-7.7,0.289
107395,73425,95856.5,78557.8,59799,86094.5,10604.9,-10.78,0.291
176182,121506,95026.3,78689.2,64004,80572.7,25075.4,-20.02,0.294
115969,80308,94637.4,52623.8,46770,73738.6,12802.7,2.31,0.295
120842,83137,95258.1,67094.3,56803,77409.5,15378,0,0.297
94833.6,59532,104398,74861.2,54718,89661.6,23236,29.26,0.297
141357,97993,94537.2,64579,55099,76811.8,28179.4,-24.64,0.299
153571,103500,97240.6,108113,85018,83339,34285,-25.41,0.3
175410,110897,103661,105866,83219,83370.8,11340.1,-64.68,0.301
111759,69949,104708,117829,89439,86338.8,13359.7,-20.79,0.301
104996,71444,96313.7,70769.2,62098,74687.2,11704.4,-7.7,0.302
101972,68667,97322.9,69056.5,55897,80964.7,23065,-3.85,0.302
103401,68595,98789.9,87951.6,71853,80219.3,29961.4,5.39,0.304
161186,108251,97583.1,95647.9,80436,77930,31709,23.87,0.304
86290.6,59133,95634.3,62804.9,53023,77626.4,18918.9,4.62,0.308
94425.6,65695,94197,99010.6,77097,84163.5,37884.7,-6.16,0.31
160363,105846,99290.9,89720.4,69200,84969.9,33826.3,-56.98,0.312
107437,75864,92811.1,88479.6,67694,85659,37790.3,-10.01,0.313
92998.8,62212,97967.7,81581.3,67762,78901.3,16909.2,-50.82,0.314
121719,78933,101060,88362.8,70467,82179.5,26265.4,6.93,0.315
138791,88691,102556,113754,86317,86367.7,20982.7,-15.4,0.316
88542.7,63870,90852.3,45965,42348,71133.6,8110.08,0.77,0.316
147931,101825,95210.6,109519,87283,82231.9,34787.3,34.65,0.317
86243.6,57398,98471.4,62441.3,53336,76724,1940.4,12.32,0.318
132312,88605,97863.6,92041,74895,80539.4,5489.88,1.54,0.319
89633.4,64872,90550.8,97360.6,80986,78786.7,15419.6,9.24,0.319
108817,70021,101847,94248.7,77443,79757.8,14895.5,15.4,0.32
92560.2,63817,95053.4,59338,49067,79254.3,9594.42,-21.56,0.32
144171,89869,105135,106678,84827,82417.6,33215.2,70.84,0.321
100489,66202,99478,78889.1,64812,79770.4,17170.6,-23.1,0.322
108478,67206,105783,96152.8,75848,83080.2,31652.3,-38.5,0.322
136797,90804,98730.4,85348.6,70022,79880.7,16993,-6.16,0.323
107194,71240,98611.3,103612,79706,85192.1,33745.8,3.85,0.323
97234.6,66933,95205.2,63187.1,50563,81898.4,30047.2,-44.66,0.326
133294,85300,102410,92677.2,77554,78315.7,24242.5,-28.49,0.327
109294,75268,95162.8,61374.7,52390,76775.2,14359,-40.04,0.327
82702.6,54188,100022,60887,51866,76934.6,32035.7,-40.81,0.328
94424.3,62961,98286.1,66515.5,54307,80268.8,13751.1,-24.64,0.329
103413,69341,97738.1,67101.5,55631,79048.8,16467,-5.39,0.329
