"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue C-A","586_15 YG D-A","Time"
128959,93167,90712.9,82551.5,70381,76868.7,37409.5,26.95,0.219
102052,74131,90219.6,72571,61933,76792.8,34996.5,23.87,0.246
118025,87555,88343.4,79572.9,64965,80272.3,25974.3,27.72,0.247
115743,82638,91789.6,61129.2,50908,78694.2,7723.32,30.03,0.253
97751.9,68829,93075.1,103233,82219,82285.7,27031,60.83,0.255
103878,71537,95163.6,72130.7,60391,78275.9,15148.3,3.08,0.268
117578,84491,91199.8,70446.4,58537,78869.4,31799.5,71.61,0.269
89281.4,57641,101510,105129,83935,82084.5,27766.9,24.64,0.27
158666,100888,103068,116179,88154,86370.6,56237.3,37.73,0.271
136317,98492,90704.3,92938.6,77950,78137.5,2650.56,12.32,0.273
171495,111760,100565,113164,89282,83066.4,24389,39.27,0.274
145595,93089,102501,92596.7,74759,81173.1,29073.7,35.42,0.275
112728,77129,95784.2,76313.2,65003,76938.9,10637.2,6.93,0.278
112013,72227,101636,86805.8,64325,88440.1,32265.4,11.55,0.283
124286,86750,93892.6,107494,84748,83125.7,37220.7,51.59,0.286
97262.1,64758,98430.6,88436.7,71248,81346.7,32561.8,63.91,0.292
76231.1,54173,92220.9,54101.5,47327,74917,12318.9,15.4,0.305
122825,78020,103172,117417,89826,85666.3,41976.7,70.84,0.313
95072.8,64921,95973.4,87741.1,71531,80387.5,47226.3,64.68,0.342
126433,80873,102456,92308.3,74523,81176.5,16683.5,61.6,0.348
116314,73000,104421,114476,89982,83375.3,44550,36.96,0.349
132612,92708,93744.1,99553.7,81542,80012.2,44189.6,57.75,0.352
129624,86650,98038.4,84203.5,68748,80269.4,23475.5,33.88,0.353
123944,82676,98248.6,123016,101634,79323.7,25250.9,15.4,0.356
137530,85044,105982,95660.4,73158,85694,22071.7,57.75,0.365
112134,75864,96868.1,93407.8,74058,82659.2,25337.4,47.74,0.379
129337,91599,92536.3,73217.8,62457,76827.3,19349.2,37.73,0.435
150115,94753,103827,101882,77667,85969,40460.6,81.62,0.475
152301,108451,92033.9,89358.1,72197,81113.8,34968.8,25.41,0.481
83545.6,54013,101369,70576.4,59307,77989.1,13409.2,6.93,0.487
131209,90408,95112.4,83072.9,66522,81841.6,19677.2,-12.32,0.493
136270,92039,97030.8,76028,63397,78593.2,27762.9,26.95,0.514
101431,67241,98858.9,111530,87039,83976.6,43259,79.31,0.526
140568,91711,100449,96146.2,75385,83584.7,28456.6,60.83,0.529
95097.8,64693,96337,77725.6,63475,80249.3,36772.6,39.27,0.537
137926,95485,94665.2,106595,88091,79302.4,32769.7,12.32,0.54
110891,80883,89850.4,75484.2,67009,73824.9,28902.1,20.79,0.545
