"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue C-A","586_15 YG D-A","Time"
112358,73201,100593,64147.4,52835,79567.8,10285.4,7579.11,0.223
127188,84768,98331.9,103192,81810,82664.3,39289.8,26130.7,0.224
138676,96721,93963.5,83297.3,69287,78787.8,18810.7,15299.1,0.225
120673,82852,95452.2,94855.2,78306,79386.4,44536.8,31801,0.226
128295,87028,96612.1,78898.4,64962,79595.5,17617.4,13461.9,0.23
119752,81053,96826.5,75111.3,64763,76007.8,26050.2,17405.8,0.231
172362,117236,96351.7,111076,87782,82926.8,38070.8,20346.5,0.233
108234,71613,99049.5,66049.5,56815,76188,13432.3,10563.6,0.238
102864,69706,96710.7,75334.4,67336,73320.6,13083.8,8131.97,0.239
98498.5,63822,101144,71901.1,55512,84884.5,33104.3,25780.4,0.24
143999,95828,98479.8,87784.6,69842,82372.4,20660.6,15308.4,0.245
80559.6,59856,88204.3,37966.5,34850,71396.6,7642.14,5614.07,0.246
130175,79043,107931,105043,79813,86252.8,27423,18138.1,0.252
74165,55737,87203.8,40013.8,34591,75810.1,14095,9701.23,0.253
83831.7,55447,99085.5,80296.9,63841,82428.8,17804.8,12121.3,0.256
111646,78613,93074.5,61244,51315,78216.7,19168.4,13120.8,0.264
116344,82712,92184,75628.1,63274,78331.7,5474.04,3853.08,0.266
162678,105437,101115,124207,98943,82269.7,22122.5,15901.3,0.266
97295,66684,95620,74141.1,64650,75157.2,28537.1,17961,0.277
125501,87940,93527.6,68263.1,58690,76225.8,19266.1,12904.4,0.282
80642,60049,88010.7,52127.5,48055,71089.9,7623.66,5648.72,0.284
142974,91500,102404,117665,93918,82106.5,34982,24864.1,0.286
123504,83881,96493.1,104396,84187,81267.5,29977.9,21303.6,0.299
121836,79108,100933,81234.1,65302,81525.2,24491.3,15918.2,0.302
107541,67737,104046,83921,65007,84603.9,11983,9956.87,0.306
83481.6,58248,93926.8,73220.4,64094,74867.7,11324.9,7665.35,0.307
136063,91680,97262.4,82205.6,69922,77049.1,31105.1,23366.4,0.336
158585,102791,101108,101922,81813,81644.6,19015.9,13422.6,0.336
110573,74032,97883.9,63981.7,56162,74660.9,20183.5,12992.2,0.338
106718,75769,92304.9,44579,39083,74752,11478.7,8336.79,0.345
104084,70285,97051.5,66935.2,58075,75534.5,19039,13214,0.351
125275,86006,95458.8,70558.6,60432,76517.9,26795.3,20435,0.352
113111,81749,90678.1,67968.8,60007,74231.4,15068.5,11071.1,0.354
118468,82438,94179,75806.9,59968,82845.6,37793.6,25691.8,0.354
123834,79896,101577,95174.6,73854,84455.4,38212,23824.6,0.357
82595.2,58765,92112,49502,43263,74987,18623.9,12859,0.357
89487,58401,100420,90967.1,77015,77408.6,20398,12842.8,0.368
101289,68929,96303.4,71098.5,61465,75807.6,14742.4,10257.2,0.369
119423,79514,98429.1,85111.6,67996,82032.4,20338.6,13568.2,0.376
85368.9,60755,92086.8,72433,62661,75756.4,11308.4,8640.94,0.377
110040,75740,95214.7,69871.6,58298,78546.5,26836.3,16993.9,0.378
107769,79702,88614.7,48482.3,44400,71561.6,9135.72,6668.2,0.378
153844,100845,99978.3,102027,81979,81562.7,30569.2,20642.2,0.378
158125,109332,94783.5,72006,59974,78683.8,22846.6,17053.2,0.381
106479,76322,91431.3,53685.7,46624,75462.2,23595.7,15085.1,0.382
135224,88260,100408,81532.4,65574,81485.2,22224.8,15868.9,0.385
95863.3,68935,91136.6,90635.2,76405,77741.9,21043.4,15469.3,0.388
99230.5,72421,89796.8,57690.6,50403,75011.6,20767.6,13761.4,0.388
103483,74442,91103,95625.4,81736,76672.5,25685.2,18055.7,0.391
149193,100000,97774.9,115871,91398,83084.1,28676.3,21184.2,0.392
92341.8,61316,98697.1,71926.8,63122,74677.5,12503,9553.39,0.393
111160,74544,97727.5,86203.3,71250,79290.1,37324.3,24872.5,0.395
87876.6,60268,95557.9,74081.7,62698,77435,22280.9,14844.8,0.398
172582,113283,99841.3,102182,82261,81406.6,29646.5,20384.2,0.399
123005,87827,91785.4,82795,72625,74713.3,25392.2,15242.9,0.399
120712,87357,90559.4,66314.2,55951,77674.5,17062.3,13505,0.4
116466,83333,91593,55802.3,47603,76824.2,29551.5,20782.3,0.4
113272,77604,95656.9,61276.4,53377,75234.8,16797.7,11493.8,0.4
126235,81829,101100,81785.9,66899,80119.6,25907,17708.5,0.403
146171,97582,98168.1,100924,81404,81250.9,24040.5,15786.5,0.403
125745,88003,93642.9,72776.9,62849,75888.3,16116.5,10739.2,0.404
126498,90196,91913,65138,57222,74602.2,21600.5,15501.6,0.405
134087,92067,95446.8,71344.7,59033,79203.9,31250.3,20232.5,0.406
138922,97433,93442.6,72368.3,60107,78904.8,19351.9,14342,0.407
70944.2,51824,89715.2,42013,37494,73434.7,15307.4,9094.47,0.409
101047,67893,97539.1,76789,60711,82891.8,43501.3,27361.9,0.409
123570,83808,96629.1,70513.7,60130,76853.3,16182.5,12075.9,0.41
128491,81010,103948,83821.3,66660,82408,41071.1,30829.3,0.412
134133,86207,101970,114707,87920,85503.4,28146.4,18812.6,0.413
94126.7,64753,95264.8,65700.4,55303,77857.2,19776.9,13166.2,0.416
145167,91993,103417,113391,86587,85823.6,68764.7,40349.5,0.418
127874,92221,90872.3,87622.9,77499,74097.2,4540.14,3922.38,0.42
174107,107623,106021,95475.6,74209,84317.1,45549.2,35761.1,0.424
149793,97869,100306,79874.5,65007,80524.5,21527.2,14742.4,0.427
124953,87653,93424.3,76985,66807,75520.4,14857.3,9809.03,0.428
100055,69792,93953.2,60550.4,52294,75883.1,18289.3,12491.7,0.428
95479.6,69096,90560.3,62585.8,50026,81989.9,26778.8,16328.6,0.43
115917,79709,95305.9,76144.2,63563,78507.7,28688.2,18983.6,0.431
125869,91801,89857,56953.4,49839,74891.1,31131.5,22136,0.432
134067,89421,98256.7,113812,92479,80654.1,46341.9,32330.8,0.433
115854,80324,94524.5,61578,52582,76748.2,20453.4,12737.3,0.445
82905.1,57949,93759.5,81547,61387,87058.5,37686,26997,0.447
119868,84288,93200.4,91909.6,74610,80731.7,32905,24219.6,0.448
110884,75405,96371.5,93115.4,70971,85984.6,38517.6,30325.7,0.45
99803.3,71343,91679.8,51178.4,45341,73973.4,8152.98,6176.17,0.451
110323,73866,97881.5,83944.7,71820,76599.9,22201.1,15038.1,0.452
145360,104399,91249,79505.6,67293,77429.7,17090.7,12370.8,0.457
156001,100269,101963,81769.4,64299,83342.5,20631.6,14506.8,0.458
149138,92719,105414,125582,94781,86833.4,31399.5,21621.6,0.462
92582.1,64526,94031.3,57563.2,49836,75697.6,14488.3,9747.43,0.463
78486.9,55392,92860.3,62057.8,55170,73718,8524.56,6164.62,0.463
141369,98654,93911.4,89812.1,76296,77146,39157.1,27714.6,0.464
96433.7,63337,99781.8,62751.5,51407,79998.5,14108.8,9688.14,0.464
157848,105505,98049.9,92671.9,76455,79436.9,44365.2,26409.5,0.466
130400,98199,87026.1,66939.2,59653,73540.7,20650.7,15839.7,0.467
151843,97677,101878,85660.7,68347,82137.7,19930,14405.2,0.468
157291,105298,97895.7,90695.9,72736,81718.1,15880.9,14132.6,0.468
120461,79696,99058.1,79024.4,63618,81406.9,26415.8,18292.1,0.468
161970,109289,97126.4,98522.2,78795,81943.6,29913.2,21353.6,0.474
