FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,530_30 Blue B-A,582_15 YG D-A,Time
119064,81771,95424.8,190537,123247,101317,31918,779.46,0.211
36442.4,28732,83123,110688,87096,83288.2,38166.6,3039.96,0.211
80186.4,57785,90942.2,96083.7,65028,96834.3,32725,2013,0.213
40432,31913,83030.5,95766.4,72621,86423.3,21570.8,739.2,0.214
60478.4,48063,82464.9,73326.3,60354,79622.1,32583.3,1409.1,0.216
94299.2,69240,89254.7,105357,74389,92818.3,42091.3,753.06,0.217
46811.2,38641,79392.8,83009.1,72501,75034.6,14137.2,1248.72,0.22
62758.4,47853,85949.4,162929,117856,90599.6,21315.1,971.52,0.227
61124,42222,94875.2,225228,156734,94175.8,13771.4,790.02,0.227
44204.8,32049,90393,106488,74449,93739.2,2303.84,728.64,0.227
107491,76536,92042.2,115056,79953,94309.7,8286.74,805.86,0.236
90544,59952,98977.4,121548,74708,106626,2081.31,903.54,0.238
44095.2,34182,84542.2,139349,99570,91718.3,15048.1,2344.98,0.239
43934.4,32084,89742.1,229214,164388,91379.8,28614.7,1081.74,0.244
62065.6,52353,77694.3,90645.9,79817,74427.4,15423.1,1735.14,0.245
64688,43485,97490.9,75218.2,53129,92783.6,3107.72,1251.36,0.245
77938.4,55848,91458.4,126241,93692,88303.3,5597.13,2051.28,0.252
48334.4,39637,79916.3,85860.4,72085,78059.9,17286.5,1758.9,0.26
81853.6,53004,101207,106737,73528,95135.1,4234.23,960.96,0.261
89725.6,59420,98960.9,209401,132353,103687,6586.58,1564.86,0.266
48987.2,36383,88239.7,99203.7,78699,82611.2,20949.4,2475,0.274
63127.2,43392,95342.5,177665,111076,104824,41623.9,1456.62,0.276
44152,34234,84522.6,119459,92458,84675.1,18419.9,1307.46,0.279
60909.6,43606,91541.8,217607,146958,97042.1,22815.1,1067.22,0.281
33871.2,26061,85176.4,99179.1,79849,81401.1,8600.13,2667.72,0.282
75278.4,55220,89341.6,176649,125176,92484.6,77992.5,1048.08,0.283
64026.4,49920,84055.2,110797,84556,85874.2,36772.1,1404.48,0.283
80176,55212,95168,156793,107745,95369.4,32739.6,1519.98,0.288
38950.4,31705,80512.6,82064.3,67017,80250.8,12644.2,1447.38,0.291
70128,55668,82559.3,109813,90380,79627,15215.2,2718.54,0.292
82365.6,63459,85061.4,134604,99571,88594,75075.8,2236.74,0.299
57037.6,45172,82750.7,202128,158780,83427.8,30015.4,1557.6,0.301
42807.2,31684,88543.5,100070,76528,85696.6,4437.51,2405.04,0.302
49648,38304,84944.9,74743.9,58996,83029.6,954.8,705.54,0.305
47643.2,37681,82862.6,93379.4,77605,78857.2,7477.47,1124.64,0.324
76810.4,56430,89205.1,170295,124890,89362.1,1391.39,2463.78,0.327
40802.4,31697,84362.1,93844.5,70177,87638.3,12950.6,2653.2,0.328
42681.6,32831,85199.4,71911.1,53679,87795.3,1203.51,1102.2,0.338
58830.4,43014,89633.8,77793.9,55394,92037,23405.7,1150.38,0.341
71388,56488,82822.6,82448.5,61900,87291.5,27073.2,1157.64,0.354
51860.8,38540,88187.6,101441,74449,89296.8,34759.3,1706.76,0.354
53620.8,40975,85761.9,113090,84495,87714.8,6454.14,1733.82,0.355
91414.4,70638,84811.8,110175,84890,85056,1694,2027.52,0.358
64072.8,50799,82660.6,110351,83931,86165.6,17462.8,1378.74,0.361
44436,34590,84190.7,125060,88862,92231.8,4543.77,1169.52,0.362
52744,38007,90947.2,89100.5,59235,98578.4,17216.4,2894.76,0.366
70912,46461,100026,184682,123533,97976.5,8047.27,859.98,0.367
72113.6,51717,91382.7,89127.5,62817,92985.4,22302.3,1083.72,0.369
56737.6,43327,85820.8,119780,89826,87389.8,14705.5,1556.28,0.372
61328,47808,84069.4,94998,74380,83702.4,21586.9,2245.32,0.375
58675.2,41016,93752.1,127889,81644,102657,11259.7,1098.24,0.376
65211.2,46149,92606.1,146134,96645,99094.8,38567.8,2004.42,0.377
100421,76253,86307.1,80233.2,57049,92169.3,17489.8,1304.82,0.377
59727.2,43436,90116.1,126343,90241,91754.6,21374.4,995.94,0.381
84897.6,58524,95069.5,171016,121772,92038.6,68273.6,2118.6,0.384
52462.4,41713,82424.6,130500,99061,86334.9,8296.75,3179.88,0.387
75831.2,50426,98553.8,88168.9,60718,95165.1,4047.89,1356.3,0.391
29522.4,24716,78280.5,89206.8,74257,78730.1,1613.15,848.76,0.392
57592.8,43361,87046,106546,80497,86743.3,21027.9,1479.06,0.405
46343.2,36005,84353.5,132731,109873,79170.2,17352.7,1024.32,0.405
52341.6,39194,87520,114392,74062,101223,55306.8,1263.24,0.412
71578.4,51572,90959.5,148082,105760,91761.4,46789.8,2884.86,0.413
72052,49328,95726.6,132937,90892,95852.1,9084.46,703.56,0.415
60708.8,47581,83617.7,147152,108496,88885.6,19789,3057.78,0.417
45194.4,34679,85407.9,97914,75967,84469.4,24336.6,1927.86,0.424
56285.6,43784,84248.4,68417.6,52188,85916.6,17068.6,1140.48,0.432
37534.4,30439,80812.6,113385,92563,80278.1,984.83,868.56,0.437
63874.4,46484,90054.1,185505,126436,96153.6,91662.3,874.5,0.443
60566.4,43206,91868.7,94355,66998,92296.1,6113.8,2573.34,0.448
75662.4,59692,83069.9,86242.3,74088,76287.3,21496.9,1009.14,0.449
49856,36310,89985.2,129203,93478,90582.2,37513.6,2185.26,0.451
37593.6,32571,75642,77763.8,67734,75240.4,20750.7,1733.16,0.455
51044.8,39737,84185.3,80878.5,65049,81484,3221.68,3070.98,0.455
48716,41676,76606.5,113361,96988,76599.4,4174.17,2314.62,0.456
71646.4,55556,84516.9,109123,83428,85720.3,11298.2,1734.48,0.457
121595,75760,105186,208427,126468,108008,79316.2,1975.38,0.46
67704.8,49761,89168.3,133721,100609,87105.1,20666.8,2026.2,0.468
53718.4,42357,83114.7,69794.3,55617,82241.8,1466.08,1009.8,0.471
49657.6,39805,81757.6,80541.2,63145,83590.9,37329.6,891.66,0.48
36913.6,27917,86655.8,79362.4,63401,82034.9,3152.38,1285.02,0.481
60075.2,42250,93185.5,113834,77038,96838,38727.9,1191.3,0.483
83440.8,57508,95089,121525,79552,100114,3863.09,790.68,0.484
61541.6,44954,89718.2,182059,129054,92452.8,22327.7,1139.16,0.493
69906.4,48159,95130.4,126887,79295,104870,59849,2554.86,0.494
32012.8,24792,84623.7,146054,109884,87107.9,2717.33,906.18,0.505
64554.4,45932,92106.5,88455.3,59601,97263.6,19687.4,2612.94,0.506
64110.4,42315,99292,175713,125999,91393.9,2234.54,844.8,0.516
38588,29563,85542.9,81079.5,65935,80588.8,6385.61,2406.36,0.516
98084.8,68836,93382.6,128029,88804,94483.2,30127,899.58,0.519
62068,42468,95782.4,147029,99448,96891.9,16900,896.94,0.521
64360.8,50106,84180.5,86266.9,67102,84253.7,2090.55,925.32,0.521
39397.6,29549,87379,119174,84777,92126,15893.6,1917.96,0.524
38445.6,31466,80072.8,89634.2,74503,78846,599.83,1431.54,0.531
66251.2,47613,91190.2,113332,77965,95264.6,21982.7,1007.16,0.532
45103.2,35852,82446.8,156564,118072,86901.1,29430.2,2204.4,0.533
98444,74568,86520,179409,132021,89059.8,48415.3,908.16,0.534
80703.2,63610,83146.8,87427.3,69050,82978.1,1545.39,1067.88,0.54
60450.4,46907,84458.1,83016.8,65894,82565.8,1382.15,712.8,0.541
96999.2,59717,106451,190714,117685,106204,32759.6,2256.54,0.544
42919.2,33060,85080.2,92657.9,77400,78455.2,1375.22,803.88,0.545
81916,60940,88094,105452,77244,89468.7,1916.53,1450.68,0.551
83389.6,55819,97906.1,207996,125867,108299,35172.8,1942.38,0.553
39219.2,32540,78988,76943,65596,76872.6,3317.93,1741.74,0.558
76730.4,57232,87863.5,89778.9,67604,87032.6,5658.73,1669.8,0.56
64924.8,47632,89328.9,172202,125204,90136.4,15143.6,1958.88,0.562
104346,65500,104403,177658,122373,95143.6,31300.5,929.94,0.568
86442.4,62119,91197.4,100976,71843,92111.7,10901.7,869.88,0.58
54853.6,40656,88422,91305.8,64420,92887.6,25171.3,2068.44,0.583
70468,50120,92142.7,137464,91548,98405.8,10582.1,764.94,0.586
44156,32636,88669.2,73916.9,57377,84427.9,8037.26,2616.9,0.587
39848.8,30575,85413.9,110028,81999,87937.3,48807.2,2159.52,0.589
36146.4,28467,83215.3,111755,84383,86794.2,19062.9,910.14,0.592
29049.6,24606,77371.2,92195.9,82510,73229.4,7242.62,1987.92,0.594
39967.2,33182,78937.1,119857,103719,75733.2,6941.55,2888.82,0.594
72063.2,56793,83157,85219.8,66797,83611,14351.3,1081.74,0.596
46256,33385,90802.2,135542,97933,90703.4,30707.6,1849.98,0.601
36956,28264,85690.2,111315,83736,87120.7,65877.4,2909.28,0.602
80796.8,59968,88298.8,165233,116016,93337.9,10448.9,2663.1,0.602
49991.2,38867,84293.2,93381,72279,84669.3,19595,1886.28,0.606
72876.8,52841,90385.4,118963,76109,102436,1124.2,848.76,0.615
62132,45005,90476.2,152150,109760,90846.2,37174.8,2065.8,0.616
102447,72775,92256.7,125803,81511,101148,52352.3,2392.5,0.621
66277.6,49196,88291.1,127882,89784,93345.1,35470.8,1877.04,0.623
79645.6,58461,89284.4,68822.6,49241,91597.6,11376.8,1570.14,0.627
41052.8,33529,80242.1,99606.4,81810,79792.3,3846.92,1783.32,0.634
48866.4,37464,85482.3,124673,100136,81594.7,7423.57,2329.14,0.635
63099.2,46888,88194.6,104574,77276,88686.6,19031.3,2282.94,0.641
35777.6,27524,85188.2,142464,101948,91581.1,1638.56,1990.56,0.647
27551.2,22696,79555.7,97732.2,79100,80973.2,11933.5,787.38,0.649
62171.2,45713,89131.1,79661.9,59877,87190.8,30981.7,1291.62,0.649
50711.2,35812,92801.6,115703,82880,91490.5,10674.5,1103.52,0.655
63258.4,44084,94041,111141,74752,97438.7,28337.5,3045.9,0.656
41740.8,31822,85963.3,89146.8,68167,85706,12479.4,1290.3,0.659
39213.6,29564,86926.8,74669.2,57797,84667.4,25589.4,1184.7,0.659
66699.2,54357,80416.5,127381,106717,78226,4790.17,1206.48,0.66
43992.8,32394,89001.4,116061,80990,93914.6,1898.05,770.88,0.66
44864,36001,81670.2,77488.9,62497,81257,3984.75,2550.9,0.66
66541.6,47543,91724.8,89598.7,66035,88921.7,26411,1862.52,0.667
76333.6,55568,90026.6,120620,90932,86932.9,32667.2,1927.2,0.688
38496.8,28895,87313.6,90082.3,66511,88761.8,18191.2,1938.42,0.69
43655.2,32681,87542.8,200769,146484,89822.8,26513.4,2501.4,0.69
46232,35801,84630.6,125289,94249,87119.7,9970.73,1100.88,0.692
37046.4,28253,85933.3,130977,97536,88005.5,29902.2,1045.44,0.693
81100,61733,86096.1,88033.3,64021,90116.6,36894.6,2719.86,0.701
42559.2,35192,79255.5,106013,85740,81031.7,15892.8,1321.32,0.701
34365.6,25809,87263.5,135692,110221,80680.6,3339.49,1576.74,0.702
45532,35590,83843.4,99969.1,80130,81761.8,645.26,1158.3,0.703
63690.4,47297,88251.1,115431,84185,89860.6,27355.8,1468.5,0.707
40864,30369,88184.1,94510.6,72097,85909.9,7395.08,1939.08,0.709
41480,35213,77199.7,146884,125792,76524.5,17750.8,1362.9,0.71
39843.2,34398,75910.3,116168,98951,76939.2,15962.1,1085.7,0.713
39952.8,31824,82275.9,107038,84532,82984.2,17308.8,3138.3,0.718
86012.8,65204,86450.8,84401.2,61804,89497.8,21967.3,1089.66,0.721
65960,49525,87284.3,74445.1,55429,88019.6,33150.8,2539.68,0.721
64050.4,48094,87279.2,73557.3,53662,89833.6,15639.5,1005.18,0.722
43457.6,35073,81203.1,130448,105093,81347.4,18590.1,1001.88,0.725
55730.4,45141,80909.8,74814.7,59641,82209.5,18632.5,1868.46,0.727
62082.4,46809,86919.9,97045.4,73273,86798.2,13549.7,1238.16,0.732
34737.6,26061,87355.2,131963,94601,91419.2,43693.6,2191.2,0.743
65007.2,45722,93178.6,173079,128682,88146.8,13161.6,2292.18,0.745
32898.4,25728,83800.9,77700.7,63128,80664.6,23329.5,1679.7,0.75
34612,26497,85607.1,78635.5,64737,79606,1088.78,809.82,0.755
49804.8,37605,86797.2,70831.5,54069,85853.5,3934.7,1366.2,0.756
81992,63088,85173.5,134402,95816,91927.9,34439.8,2829.42,0.756
55533.6,42755,85123.4,128141,95619,87826.2,38290.6,878.46,0.757
61193.6,45244,88639,89284.6,67676,86461.3,17087.1,3137.64,0.768
54933.6,38904,92538.8,76678.1,56600,88784.1,625.24,751.74,0.771
51721.6,38681,87630.3,108520,72068,98684.1,17017,917.4,0.776
63029.6,43316,95362.2,135036,100180,88338,7937.16,2612.94,0.778
86895.2,64772,87920.1,182793,131416,91157.1,3599.75,1795.2,0.78
51756,38737,87561.8,103153,80453,84027.2,24147.2,875.82,0.781
77910.4,55929,91293.2,133751,97469,89930.9,16561.2,1253.34,0.783
70392.8,50524,91308.4,106345,75976,91732.3,10716.9,1517.34,0.791
84101.6,61288,89930.9,80140.1,58876,89205.4,13450.4,2594.46,0.793
60802.4,49074,81198.7,165600,129298,83936.1,21062.6,881.76,0.796
61181.6,46236,86720.2,96385.5,76172,82927.1,15749.6,3053.16,0.798
37559.2,28309,86950.4,75163.5,61361,80277.7,5477.78,2678.28,0.8
58380,44045,86865.5,152753,112608,88899.9,47823.2,1572.12,0.803
34892,28076,81446.2,94988,78088,79719.4,26914.6,803.22,0.806
89099.2,67387,86651.8,158316,116587,88992.7,62330,1514.04,0.808
55728,42716,85499.4,119633,94568,82905.9,2264.57,1425.6,0.81
68480,51920,86438.9,74547.5,57336,85209.1,2209.9,1656.6,0.814
66601.6,50551,86344.5,142900,109684,85382.3,2313.08,1331.22,0.817
117894,84748,91167.6,129681,88924,95573.5,26429.5,850.08,0.819
44060.8,32842,87923,91349.7,66366,90207.3,20341.9,795.96,0.822
34980.8,29201,78507.6,85533.9,67869,82593.7,21944.2,1625.58,0.829
53630.4,38564,91140,152163,107660,92626.2,3035.34,1197.24,0.831
78286.4,55604,92269.9,171602,116820,96268.8,1942.71,871.86,0.839
66685.6,51016,85665.4,91123.3,71205,83868.5,1129.59,1194.6,0.84
29956,24062,81589.1,94046.3,78855,78161.4,2470.16,2425.5,0.841
36427.2,28480,83823.5,89313.8,70620,82884,25880.5,1997.16,0.844
84592,58809,94268.2,168434,113188,97523.3,10462,839.52,0.846
90533.6,56694,104653,203426,136498,97669.9,20542.1,1236.84,0.854
43420.8,33212,85680.6,91243.5,71813,83268.1,5405.4,1113.42,0.868
55826.4,45720,80022.7,97278.7,80136,79555.5,13792.2,931.26,0.869
78155.2,58045,88241.5,86844.4,68025,83666.9,36447.9,1306.8,0.871
62426.4,47269,86550.9,115282,84677,89222.9,37900.9,1309.44,0.876
44426.4,33149,87831.6,87739.2,64544,89087.7,1326.71,1238.16,0.878
50589.6,39947,82996,67741.5,54543,81394.6,24021.7,812.46,0.878
95161.6,64424,96804.1,142220,89804,103787,6164.62,953.7,0.878
50823.2,39671,83959.3,109004,83139,85924.8,3602.83,2434.08,0.903
56140,44765,82189,112281,89705,82029.7,10018.5,766.26,0.903
33967.2,26496,84015.5,107915,83256,84946.4,13794.5,1399.86,0.908
46698.4,37879,80794.8,76280,59191,84456.9,16163.1,875.82,0.917
72592,50796,93656.8,111269,75496,96589.4,6764.45,991.98,0.922
69914.4,57552,79613.4,116142,99632,76396.1,28533.9,1840.08,0.924
43342.4,33124,85753.2,98751,71516,90493.6,898.59,889.68,0.924
56376,42954,86014.3,76334.7,58446,85594.8,16644.3,1321.32,0.925
60113.6,42192,93373.3,161995,115612,91828.7,12746.6,2282.28,0.926
96047.2,68121,92402.5,201020,135945,96907.2,57402,2653.2,0.928
55719.2,42382,86159.5,116716,90042,84950.2,2227.61,1869.12,0.933
44549.6,33542,87043.2,133935,95186,92215.1,2935.24,1139.16,0.933
46761.6,36477,84013.7,103312,81760,82811.7,1645.49,807.18,0.933
44114.4,33416,86517.9,74486.7,53672,90951.7,11584.6,2834.04,0.934
68491.2,54012,83104.5,60466.6,47116,84106,20882.4,811.14,0.94
68235.2,46984,95178.4,115419,76865,98407.7,16883.8,1586.64,0.941
53787.2,42540,82863.1,94792.4,74328,83579.7,2383.92,879.12,0.941
36833.6,28709,84082.6,84616.8,62041,89383.6,11135.7,1782,0.941
47837.6,37197,84283.3,74077.9,59177,82038.1,4203.43,2059.86,0.943
74340.8,49613,98200,163988,108765,98810.7,73745.2,2234.1,0.943
53857.6,41384,85289.3,131351,107413,80141.5,11145,974.16,0.946
71970.4,50729,92977.4,124862,86525,94573,1346.73,720.06,0.948
