FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,530_30 Blue B-A,582_15 YG D-A,Time
79242.4,57019,91078.9,93094.5,67291,90666.6,12883.6,134.64,0.286
53984.8,42257,83724.5,64105.6,52389,80192.8,1708.63,271.92,0.294
65973.6,47434,91150.8,96581.9,73774,85797,25299.9,120.78,0.298
50659.2,39442,84174.3,57535.9,47126,80012.6,719.95,175.56,0.309
61744.8,48995,82590.2,47660.7,39095,79894.9,666.05,107.58,0.319
122341,80601,99474.3,103297,74505,90862,11886.5,122.1,0.32
71532,51733,90617.6,86175.3,60165,93868.3,609.84,119.46,0.37
61560.8,38212,105581,62510.1,40768,100487,5584.81,105.6,0.374
103414,77145,87851.6,113525,83289,89327.2,2158.31,165.66,0.383
121709,84536,94354,119234,84664,92296,40532.8,147.84,0.399
67339.2,50880,86736.3,94435.9,72332,85563.1,1384.46,143.88,0.4
60748,46828,85017.1,71219.6,53932,86543.2,17488.2,240.9,0.435
60308,46712,84610.9,52105.9,40673,83957.7,25990.6,328.02,0.473
134912,86985,101645,125178,82045,99989.9,820.05,139.92,0.491
53693.6,41837,84108.9,73941.6,57741,83923.6,8832.67,118.8,0.496
60685.6,46141,86194.3,78360.6,60473,84921.2,2617.23,328.68,0.496
103379,71692,94502.3,106832,75692,92497.9,4462.15,299.64,0.543
66075.2,54124,80007.1,66550.3,55804,78156.5,615.23,182.82,0.555
93905.6,70180,87691.6,108472,78848,90158.7,24264.2,225.06,0.581
63721.6,49488,84385.3,66195.4,52228,83062.3,746.13,128.7,0.588
61247.2,44152,90910.9,128578,85068,99055.7,29344.7,263.34,0.618
56345.6,42841,86194.7,72055.1,54413,86784.4,24622.3,184.8,0.653
77141.6,57979,87196.3,110825,81670,88931,22402.4,170.94,0.674
56696,46486,79930.1,78359,66950,76704.1,6545.77,236.28,0.686
59356,44213,87982.2,108909,77537,92052.1,891.66,106.26,0.695
69638.4,54688,83452,112886,85376,86653,8105.79,321.42,0.738
60165.6,40966,96250.9,105814,77970,88939.8,13585.1,127.38,0.75
73273.6,59136,81203.6,119364,99692,78468,1195.81,317.46,0.755
73560.8,52085,92558,107039,74245,94483.4,2418.57,101.64,0.758
64332.8,52061,80984.1,84684.6,69328,80052.6,7987.98,286.44,0.761
