FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,585/15 YG E-A,530/30 Blue B-A,Time
1.861414531250000000e+05,1.160860000000000000e+05,1.050856015625000000e+05,1.200859609375000000e+05,9.979800000000000000e+04,7.885883593750000000e+04,9.919500122070312500e+02,7.389560058593750000e+03,2.689999961853027366e-01
1.454574062500000000e+05,8.916400000000000000e+04,1.069119453125000000e+05,8.688835937500000000e+04,7.354100000000000000e+04,7.743049218750000000e+04,1.386350097656250000e+03,1.581408007812500000e+04,2.860000038146972567e-01
1.627202187500000000e+05,1.029630000000000000e+05,1.035715078125000000e+05,1.035361171875000000e+05,8.762300000000000000e+04,7.743791406250000000e+04,1.645600097656250000e+03,1.667088085937500000e+04,3.120000076293945601e-01
1.434065781250000000e+05,9.391800000000000000e+04,1.000691406250000000e+05,7.741324218750000000e+04,6.604200000000000000e+04,7.682011718750000000e+04,1.036150024414062500e+03,1.102348046875000000e+04,3.579999923706054799e-01
1.836103593750000000e+05,1.089510000000000000e+05,1.104449609375000000e+05,1.245209218750000000e+05,9.596700000000000000e+04,8.503552343750000000e+04,2.327300048828125000e+03,2.682600000000000000e+04,3.840000152587890736e-01
1.227730937500000000e+05,8.370200000000000000e+04,9.612742968750000000e+04,5.606803906250000000e+04,5.060600000000000000e+04,7.260946875000000000e+04,1.167050048828125000e+03,1.238144042968750000e+04,5.190000152587890270e-01
1.706203281250000000e+05,9.695200000000000000e+04,1.153330859375000000e+05,9.811788281250000000e+04,7.872500000000000000e+04,8.167994531250000000e+04,2.379150146484375000e+03,2.919851953125000000e+04,6.179999923706054332e-01
1.726351718750000000e+05,9.951800000000000000e+04,1.136861484375000000e+05,1.072074375000000000e+05,8.371500000000000000e+04,8.392696093750000000e+04,2.066350097656250000e+03,2.427191992187500000e+04,6.409999847412110041e-01
1.115117656250000000e+05,6.972100000000000000e+04,1.048182812500000000e+05,7.174271875000000000e+04,6.365200000000000000e+04,7.386619531250000000e+04,1.144099975585937500e+03,1.125536035156250000e+04,9.190000152587890492e-01
1.594073750000000000e+05,9.969900000000000000e+04,1.047846250000000000e+05,7.492784375000000000e+04,6.257900000000000000e+04,7.846835156250000000e+04,1.561450073242187500e+03,1.581952050781250000e+04,9.669999694824219505e-01
1.520276562500000000e+05,9.074000000000000000e+04,1.098003593750000000e+05,1.158284843750000000e+05,9.622000000000000000e+04,7.889145312500000000e+04,1.467100097656250000e+03,1.497767968750000000e+04,1.351999969482421848e+00
1.397450312500000000e+05,8.075300000000000000e+04,1.134116406250000000e+05,1.306878437500000000e+05,1.037690000000000000e+05,8.253677343750000000e+04,2.089300048828125000e+03,2.665464062500000000e+04,1.393000030517578258e+00
1.352875781250000000e+05,8.961800000000000000e+04,9.893332812500000000e+04,5.091160156250000000e+04,4.629800000000000000e+04,7.206667187500000000e+04,7.786000366210937500e+02,7.809800292968750000e+03,1.418999938964843777e+00
1.621384843750000000e+05,9.546300000000000000e+04,1.113091875000000000e+05,1.043936015625000000e+05,8.291900000000000000e+04,8.250871875000000000e+04,1.796900024414062500e+03,2.099091992187500000e+04,1.536000061035156294e+00
9.506374218750000000e+04,7.183000000000000000e+04,8.673392187500000000e+04,9.929360156250000000e+04,9.207400000000000000e+04,7.067473437500000000e+04,5.865000152587890625e+01,1.855040039062500000e+03,1.566999969482421928e+00
1.076708671875000000e+05,7.019500000000000000e+04,1.005245156250000000e+05,1.128902031250000000e+05,9.051500000000000000e+04,8.173642187500000000e+04,9.860000000000000000e+02,9.796759765625000000e+03,1.568999938964843688e+00
1.685211093750000000e+05,9.578200000000000000e+04,1.153055781250000000e+05,1.620902343750000000e+05,9.708200000000000000e+04,1.094203437500000000e+05,7.386500244140625000e+02,4.976919921875000000e+03,1.771999969482421999e+00
1.557310781250000000e+05,9.909000000000000000e+04,1.029971953125000000e+05,1.059100000000000000e+05,8.455400000000000000e+04,8.208858593750000000e+04,1.402500000000000000e+03,1.423036035156250000e+04,1.858000030517578116e+00
