FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,585/15 YG E-A,530/30 Blue B-A,Time
1.092101718750000000e+05,6.757000000000000000e+04,1.059227109375000000e+05,5.027308203125000000e+04,4.475400000000000000e+04,7.361792968750000000e+04,1.020000076293945312e+01,1.065900000000000000e+04,2.129999923706054621e-01
1.238746250000000000e+05,7.391000000000000000e+04,1.098396328125000000e+05,7.334071875000000000e+04,6.117000000000000000e+04,7.857539843750000000e+04,2.040000152587890625e+01,1.418140039062500000e+04,2.139999961853027433e-01
1.327110468750000000e+05,8.251900000000000000e+04,1.053981718750000000e+05,6.578116406250000000e+04,5.558300000000000000e+04,7.756030468750000000e+04,1.955000114440917969e+01,7.328359863281250000e+03,2.179999923706054665e-01
1.715212500000000000e+05,1.032000000000000000e+05,1.089226406250000000e+05,9.959348437500000000e+04,7.875000000000000000e+04,8.288201562500000000e+04,2.720000076293945312e+01,2.775420117187500000e+04,2.229999923706054710e-01
1.124321640625000000e+05,6.820700000000000000e+04,1.080292968750000000e+05,8.610703906250000000e+04,6.676700000000000000e+04,8.451946093750000000e+04,2.040000152587890625e+01,4.690571875000000000e+04,2.260000038146972590e-01
1.822220781250000000e+05,1.078140000000000000e+05,1.107658203125000000e+05,1.395557187500000000e+05,1.076860000000000000e+05,8.493140625000000000e+04,5.950000286102294922e+00,2.151248046875000000e+04,2.270000076293945401e-01
1.550053906250000000e+05,1.054710000000000000e+05,9.631493750000000000e+04,1.161392421875000000e+05,8.848200000000000000e+04,8.602089843750000000e+04,5.695000076293945312e+01,1.993827929687500000e+04,2.289999961853027288e-01
1.675930312500000000e+05,1.042890000000000000e+05,1.053167500000000000e+05,6.798232031250000000e+04,5.860100000000000000e+04,7.602753125000000000e+04,3.825000000000000000e+01,1.180683984375000000e+04,2.300000000000000100e-01
1.927264375000000000e+05,1.189990000000000000e+05,1.061397109375000000e+05,7.663803906250000000e+04,6.643900000000000000e+04,7.559642187500000000e+04,-6.800000190734863281e+00,1.522791992187500000e+04,2.300000000000000100e-01
1.647020312500000000e+05,1.000710000000000000e+05,1.078625390625000000e+05,1.722059218750000000e+05,1.356990000000000000e+05,8.316706250000000000e+04,4.675000000000000000e+01,1.722235937500000000e+04,2.329999923706054799e-01
1.766483593750000000e+05,1.100320000000000000e+05,1.052132656250000000e+05,7.059760156250000000e+04,5.796400000000000000e+04,7.981996093750000000e+04,2.125000000000000000e+01,9.330280273437500000e+03,2.339999961853027333e-01
