FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,585/15 YG E-A,530/30 Blue B-A,Time
1.229672031250000000e+05,7.404000000000000000e+04,1.088435781250000000e+05,6.693920312500000000e+04,5.641700000000000000e+04,7.775897656250000000e+04,6.307000000000000000e+03,1.370608007812500000e+04,2.020000076293945457e-01
1.780195156250000000e+05,1.196260000000000000e+05,9.752635156250000000e+04,8.188492187500000000e+04,7.194600000000000000e+04,7.458942187500000000e+04,6.090250000000000000e+03,1.176944042968750000e+04,2.020000076293945457e-01
1.162282265625000000e+05,7.530300000000000000e+04,1.011531093750000000e+05,5.466383984375000000e+04,4.949100000000000000e+04,7.238588281250000000e+04,1.230800048828125000e+03,9.936160156250000000e+03,2.029999923706054810e-01
1.655758281250000000e+05,1.029550000000000000e+05,1.053972890625000000e+05,7.043100000000000000e+04,6.014300000000000000e+04,7.674652343750000000e+04,5.243650390625000000e+03,1.253783984375000000e+04,2.029999923706054810e-01
1.355259375000000000e+05,8.267800000000000000e+04,1.074267421875000000e+05,1.112595625000000000e+05,7.877400000000000000e+04,9.256235156250000000e+04,2.208300048828125000e+03,9.275200195312500000e+03,2.050000000000000155e-01
1.346380000000000000e+05,9.137800000000000000e+04,9.656193750000000000e+04,4.483171875000000000e+04,4.323800000000000000e+04,6.795160937500000000e+04,9.970500488281250000e+02,9.513200195312500000e+03,2.060000038146972690e-01
2.174114531250000000e+05,1.312950000000000000e+05,1.085211015625000000e+05,1.391205156250000000e+05,1.071220000000000000e+05,8.511232031250000000e+04,2.472650146484375000e+03,6.413760253906250000e+03,2.060000038146972690e-01
8.162708593750000000e+04,5.002300000000000000e+04,1.069410625000000000e+05,5.311683984375000000e+04,4.603100000000000000e+04,7.562436718750000000e+04,2.951200195312500000e+03,5.949319824218750000e+03,2.070000076293945224e-01
1.654507500000000000e+05,1.150660000000000000e+05,9.423271093750000000e+04,9.200875781250000000e+04,7.972200000000000000e+04,7.563641406250000000e+04,3.384700195312500000e+03,9.343879882812500000e+03,2.079999923706054854e-01
1.096379218750000000e+05,7.158900000000000000e+04,1.003678046875000000e+05,4.646712109375000000e+04,4.508700000000000000e+04,6.754207812500000000e+04,1.227400024414062500e+03,1.246236035156250000e+04,2.089999961853027388e-01
1.123607734375000000e+05,7.615100000000000000e+04,9.669833593750000000e+04,5.147803906250000000e+04,4.894300000000000000e+04,6.893049218750000000e+04,5.015850097656250000e+03,1.018979980468750000e+04,2.099999999999999922e-01
1.860989687500000000e+05,1.158980000000000000e+05,1.052320390625000000e+05,8.752824218750000000e+04,7.398700000000000000e+04,7.753053125000000000e+04,7.895650390625000000e+03,1.897404101562500000e+04,2.099999999999999922e-01
1.076189453125000000e+05,7.215000000000000000e+04,9.775350000000000000e+04,4.918167968750000000e+04,4.658200000000000000e+04,6.919347656250000000e+04,3.589550048828125000e+03,9.894679687500000000e+03,2.110000038146972734e-01
1.051468437500000000e+05,6.627000000000000000e+04,1.039822578125000000e+05,8.900792187500000000e+04,7.299500000000000000e+04,7.991264062500000000e+04,8.589250000000000000e+03,3.018451953125000000e+04,2.139999961853027433e-01
1.575176093750000000e+05,9.322200000000000000e+04,1.107364531250000000e+05,1.346209687500000000e+05,7.965400000000000000e+04,1.107605390625000000e+05,8.388650390625000000e+03,2.136083984375000000e+04,2.149999999999999967e-01
1.236474765625000000e+05,7.747200000000000000e+04,1.045972890625000000e+05,1.143617187500000000e+05,6.812400000000000000e+04,1.100171718750000000e+05,2.337500000000000000e+03,7.255600097656250000e+03,2.160000038146972778e-01
1.780507812500000000e+05,1.160420000000000000e+05,1.005561484375000000e+05,6.062608203125000000e+04,5.567400000000000000e+04,7.136528906250000000e+04,1.805400024414062500e+03,1.535508007812500000e+04,2.160000038146972778e-01
7.377595312500000000e+04,4.852100000000000000e+04,9.964718750000000000e+04,5.723696093750000000e+04,5.018000000000000000e+04,7.475251562500000000e+04,3.702600097656250000e+03,9.296280273437500000e+03,2.170000076293945312e-01
1.461300156250000000e+05,8.671500000000000000e+04,1.104396796875000000e+05,9.534552343750000000e+04,7.334300000000000000e+04,8.519645312500000000e+04,6.618950195312500000e+03,2.497164062500000000e+04,2.179999923706054665e-01
8.847049218750000000e+04,5.569700000000000000e+04,1.040990000000000000e+05,9.781188281250000000e+04,8.623900000000000000e+04,7.433064062500000000e+04,5.101700195312500000e+03,1.284452050781250000e+04,2.189999961853027477e-01
1.824557187500000000e+05,1.142020000000000000e+05,1.047040937500000000e+05,1.078221640625000000e+05,8.849000000000000000e+04,7.985347656250000000e+04,3.475650146484375000e+03,9.389440429687500000e+03,2.200000000000000011e-01
1.608221875000000000e+05,1.003710000000000000e+05,1.050068593750000000e+05,8.675575781250000000e+04,7.115200000000000000e+04,7.990816406250000000e+04,6.953850097656250000e+03,1.613232031250000000e+04,2.200000000000000011e-01
1.143260625000000000e+05,7.243000000000000000e+04,1.034443281250000000e+05,4.552328125000000000e+04,4.123500000000000000e+04,7.235149218750000000e+04,2.051050048828125000e+03,7.690120117187500000e+03,2.210000038146972823e-01
1.772194687500000000e+05,1.096740000000000000e+05,1.058979843750000000e+05,7.923564062500000000e+04,6.889400000000000000e+04,7.537357812500000000e+04,4.462500000000000000e+03,1.572567968750000000e+04,2.210000038146972823e-01
1.213576875000000000e+05,7.159900000000000000e+04,1.110811250000000000e+05,1.015484843750000000e+05,8.819100000000000000e+04,7.546214062500000000e+04,1.154130078125000000e+04,2.693820117187500000e+04,2.210000038146972823e-01
1.539722968750000000e+05,1.061930000000000000e+05,9.502253125000000000e+04,8.165575781250000000e+04,7.332100000000000000e+04,7.298581250000000000e+04,1.893800048828125000e+03,1.430244042968750000e+04,2.220000076293945357e-01
1.228851953125000000e+05,8.535400000000000000e+04,9.435297656250000000e+04,4.964816015625000000e+04,4.184700000000000000e+04,7.775328125000000000e+04,1.609050048828125000e+03,1.395156054687500000e+04,2.220000076293945357e-01
1.640241250000000000e+05,1.029910000000000000e+05,1.043730546875000000e+05,7.974700000000000000e+04,6.497800000000000000e+04,8.043182812500000000e+04,9.678100585937500000e+03,2.421343945312500000e+04,2.229999923706054710e-01
1.640530312500000000e+05,1.056770000000000000e+05,1.017381250000000000e+05,8.277096093750000000e+04,7.014400000000000000e+04,7.733345312500000000e+04,5.583650390625000000e+03,2.443920117187500000e+04,2.250000000000000056e-01
1.524902187500000000e+05,1.189130000000000000e+05,8.404126562500000000e+04,9.987635937500000000e+04,9.049300000000000000e+04,7.233153125000000000e+04,3.111000000000000000e+03,1.289279980468750000e+04,2.250000000000000056e-01
1.124834921875000000e+05,7.426300000000000000e+04,9.926502343750000000e+04,6.910907812500000000e+04,6.301100000000000000e+04,7.187844531250000000e+04,4.817800292968750000e+03,1.212100000000000000e+04,2.250000000000000056e-01
1.397603750000000000e+05,8.592200000000000000e+04,1.066005859375000000e+05,4.582860156250000000e+04,4.223400000000000000e+04,7.111388281250000000e+04,2.372350097656250000e+03,6.995160156250000000e+03,2.250000000000000056e-01
1.253997734375000000e+05,8.622200000000000000e+04,9.531442187500000000e+04,4.971276171875000000e+04,4.445800000000000000e+04,7.328210156250000000e+04,6.536500244140625000e+02,5.725600097656250000e+03,2.260000038146972590e-01
1.039332187500000000e+05,6.773100000000000000e+04,1.005649843750000000e+05,9.355780468750000000e+04,8.104700000000000000e+04,7.565246093750000000e+04,3.194300048828125000e+03,6.576959960937500000e+03,2.279999923706054754e-01
1.147437812500000000e+05,8.464600000000000000e+04,8.883878906250000000e+04,3.932167968750000000e+04,4.019400000000000000e+04,6.411368750000000000e+04,8.636000366210937500e+02,4.790600097656250000e+03,2.279999923706054754e-01
1.516282187500000000e+05,9.975000000000000000e+04,9.962011718750000000e+04,5.231035937500000000e+04,4.801000000000000000e+04,7.140620312500000000e+04,2.917200195312500000e+03,1.442824023437500000e+04,2.289999961853027288e-01
1.521020000000000000e+05,9.816300000000000000e+04,1.015469843750000000e+05,6.741520312500000000e+04,5.759100000000000000e+04,7.671550781250000000e+04,2.867900146484375000e+03,7.318160156250000000e+03,2.300000000000000100e-01
1.564432187500000000e+05,1.021990000000000000e+05,1.003205781250000000e+05,5.585724218750000000e+04,5.107900000000000000e+04,7.166663281250000000e+04,3.460350097656250000e+03,1.075691992187500000e+04,2.300000000000000100e-01
1.474840625000000000e+05,9.144600000000000000e+04,1.056964296875000000e+05,9.116828125000000000e+04,7.790600000000000000e+04,7.669248437500000000e+04,2.011100097656250000e+03,1.892575976562500000e+04,2.329999923706054799e-01
1.157178750000000000e+05,7.578200000000000000e+04,1.000724062500000000e+05,4.413132031250000000e+04,4.280600000000000000e+04,6.756506250000000000e+04,4.240649902343750000e+03,1.216383984375000000e+04,2.329999923706054799e-01
1.296330234375000000e+05,8.260200000000000000e+04,1.028501718750000000e+05,6.948035937500000000e+04,5.946900000000000000e+04,7.656871875000000000e+04,3.996700195312500000e+03,1.406444042968750000e+04,2.339999961853027333e-01
1.151001484375000000e+05,8.492600000000000000e+04,8.882090625000000000e+04,3.659487890625000000e+04,3.873000000000000000e+04,6.192310937500000000e+04,1.372750000000000000e+03,1.668924023437500000e+04,2.339999961853027333e-01
1.454597812500000000e+05,8.748600000000000000e+04,1.089643203125000000e+05,7.527328125000000000e+04,6.153000000000000000e+04,8.017405468750000000e+04,3.654150146484375000e+03,1.644240039062500000e+04,2.350000000000000144e-01
1.015336875000000000e+05,7.313900000000000000e+04,9.097898437500000000e+04,5.826240234375000000e+04,4.346300000000000000e+04,8.785139062500000000e+04,3.868350097656250000e+03,1.167083984375000000e+04,2.370000076293945490e-01
1.804025156250000000e+05,1.084380000000000000e+05,1.090287500000000000e+05,8.522575781250000000e+04,7.112600000000000000e+04,7.852760937500000000e+04,6.525450195312500000e+03,1.551420019531250000e+04,2.370000076293945490e-01
1.223282343750000000e+05,7.971800000000000000e+04,1.005657890625000000e+05,5.367919921875000000e+04,4.715400000000000000e+04,7.460490625000000000e+04,2.708100097656250000e+03,1.226108007812500000e+04,2.379999923706054843e-01
1.095228750000000000e+05,6.577400000000000000e+04,1.091265859375000000e+05,9.379239843750000000e+04,7.496700000000000000e+04,8.199313281250000000e+04,5.338850097656250000e+03,1.376252050781250000e+04,2.379999923706054843e-01
1.446497031250000000e+05,9.963400000000000000e+04,9.514586718750000000e+04,6.105108203125000000e+04,5.067400000000000000e+04,7.895654687500000000e+04,2.249100097656250000e+03,1.812880078125000000e+04,2.420000076293945257e-01
1.581571562500000000e+05,1.069610000000000000e+05,9.690437500000000000e+04,5.294344140625000000e+04,5.087700000000000000e+04,6.819784375000000000e+04,4.938500061035156250e+02,4.007919921875000000e+03,2.420000076293945257e-01
1.104592031250000000e+05,7.300600000000000000e+04,9.915697656250000000e+04,5.283328125000000000e+04,4.723900000000000000e+04,7.329710937500000000e+04,6.655500488281250000e+02,4.671600097656250000e+03,2.420000076293945257e-01
1.444673906250000000e+05,9.064400000000000000e+04,1.044505468750000000e+05,6.019224218750000000e+04,5.426800000000000000e+04,7.269033593750000000e+04,3.014100097656250000e+03,1.446224023437500000e+04,2.420000076293945257e-01
1.783646562500000000e+05,1.146740000000000000e+05,1.019351015625000000e+05,8.540867968750000000e+04,7.514600000000000000e+04,7.448625000000000000e+04,1.806250000000000000e+03,9.424120117187500000e+03,2.420000076293945257e-01
1.521238281250000000e+05,9.555400000000000000e+04,1.043345859375000000e+05,6.975575781250000000e+04,6.056600000000000000e+04,7.547986718750000000e+04,6.334200195312500000e+03,1.256912011718750000e+04,2.429999923706054610e-01
1.306696562500000000e+05,8.687000000000000000e+04,9.857910156250000000e+04,5.049951953125000000e+04,4.664600000000000000e+04,7.095007031250000000e+04,4.092750000000000000e+03,8.561879882812500000e+03,2.429999923706054610e-01
1.115188437500000000e+05,7.961600000000000000e+04,9.179686718750000000e+04,5.083271875000000000e+04,4.610800000000000000e+04,7.225151562500000000e+04,4.332450195312500000e+03,1.022652050781250000e+04,2.439999961853027421e-01
1.511096093750000000e+05,1.048980000000000000e+05,9.440712500000000000e+04,5.039208203125000000e+04,4.652200000000000000e+04,7.098782031250000000e+04,2.020450073242187500e+03,1.168375976562500000e+04,2.470000076293945301e-01
1.307522578125000000e+05,8.355900000000000000e+04,1.025500546875000000e+05,6.826520312500000000e+04,5.544700000000000000e+04,8.068657031250000000e+04,7.497850097656250000e+03,1.588071972656250000e+04,2.470000076293945301e-01
1.708622187500000000e+05,1.035060000000000000e+05,1.081833593750000000e+05,9.264116406250000000e+04,7.893400000000000000e+04,7.691655468750000000e+04,4.023050048828125000e+03,1.228691992187500000e+04,2.479999923706054654e-01
1.902738125000000000e+05,1.201310000000000000e+05,1.038015546875000000e+05,1.034749218750000000e+05,8.755900000000000000e+04,7.744871875000000000e+04,8.063100097656250000e+03,1.354152050781250000e+04,2.489999961853027466e-01
1.460220468750000000e+05,9.339400000000000000e+04,1.024659062500000000e+05,5.301280078125000000e+04,4.611400000000000000e+04,7.534039062500000000e+04,2.502400146484375000e+03,1.238416015625000000e+04,2.500000000000000000e-01
1.909647031250000000e+05,1.268320000000000000e+05,9.867433593750000000e+04,7.497339843750000000e+04,6.639200000000000000e+04,7.400675781250000000e+04,5.573450195312500000e+03,1.540879980468750000e+04,2.500000000000000000e-01
1.726068593750000000e+05,1.074790000000000000e+05,1.052481328125000000e+05,1.524294843750000000e+05,9.027500000000000000e+04,1.106576406250000000e+05,3.059150146484375000e+03,1.174767968750000000e+04,2.510000038146972812e-01
1.681252187500000000e+05,1.061790000000000000e+05,1.037705546875000000e+05,6.622043750000000000e+04,4.931900000000000000e+04,8.799494531250000000e+04,1.422900024414062500e+03,1.688032031250000000e+04,2.520000076293945623e-01
