FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,585/15 YG E-A,530/30 Blue B-A,Time
9.998493750000000000e+04,7.071500000000000000e+04,9.266227343750000000e+04,4.697032031250000000e+04,4.250200000000000000e+04,7.242593750000000000e+04,7.646600097656250000e+03,1.170416015625000000e+04,2.300000000000000100e-01
1.303416171875000000e+05,8.289500000000000000e+04,1.030468437500000000e+05,1.243298437500000000e+05,1.071350000000000000e+05,7.605433593750000000e+04,9.486000000000000000e+03,2.209456054687500000e+04,2.300000000000000100e-01
1.655315781250000000e+05,1.008910000000000000e+05,1.075247343750000000e+05,6.450616015625000000e+04,5.511000000000000000e+04,7.670977343750000000e+04,4.471850097656250000e+03,4.813040039062500000e+03,2.310000038146972634e-01
1.191121484375000000e+05,7.564200000000000000e+04,1.031983984375000000e+05,8.005639843750000000e+04,6.794600000000000000e+04,7.721685156250000000e+04,1.668550000000000000e+04,3.326016015625000000e+04,2.320000076293945446e-01
1.344887187500000000e+05,8.970600000000000000e+04,9.825264843750000000e+04,5.277003906250000000e+04,4.475000000000000000e+04,7.728128125000000000e+04,4.832250000000000000e+03,1.232840039062500000e+04,2.329999923706054799e-01
1.217040156250000000e+05,8.305100000000000000e+04,9.603731250000000000e+04,5.002624218750000000e+04,4.612300000000000000e+04,7.108210156250000000e+04,2.578900146484375000e+03,2.560199951171875000e+03,2.370000076293945490e-01
1.224367968750000000e+05,7.850200000000000000e+04,1.022141796875000000e+05,5.841608203125000000e+04,4.962200000000000000e+04,7.715038281250000000e+04,1.076270019531250000e+04,1.461456054687500000e+04,2.399999999999999911e-01
1.457960781250000000e+05,9.125000000000000000e+04,1.047111406250000000e+05,1.018245625000000000e+05,8.013000000000000000e+04,8.327935156250000000e+04,1.215670019531250000e+04,2.118675976562500000e+04,2.399999999999999911e-01
1.315711718750000000e+05,8.120600000000000000e+04,1.061824140625000000e+05,7.463748437500000000e+04,6.280600000000000000e+04,7.788176562500000000e+04,7.190150390625000000e+03,9.956560546875000000e+03,2.449999999999999956e-01
1.147945234375000000e+05,7.171400000000000000e+04,1.049052343750000000e+05,6.317200000000000000e+04,5.342600000000000000e+04,7.749110937500000000e+04,5.309100097656250000e+03,1.677356054687500000e+04,2.449999999999999956e-01
1.588421562500000000e+05,9.931700000000000000e+04,1.048146875000000000e+05,7.971367968750000000e+04,6.738900000000000000e+04,7.752178906250000000e+04,5.587900390625000000e+03,6.724520019531250000e+03,2.479999923706054654e-01
1.700303281250000000e+05,9.982200000000000000e+04,1.116297812500000000e+05,7.362156250000000000e+04,6.281400000000000000e+04,7.681190625000000000e+04,8.561200195312500000e+03,1.131860058593750000e+04,2.489999961853027466e-01
9.472980468750000000e+04,6.040300000000000000e+04,1.027798671875000000e+05,4.814264062500000000e+04,4.349900000000000000e+04,7.253216406250000000e+04,5.236000000000000000e+03,9.847759765625000000e+03,2.489999961853027466e-01
1.330797968750000000e+05,8.335000000000000000e+04,1.046372812500000000e+05,9.648248437500000000e+04,7.897800000000000000e+04,8.006123437500000000e+04,7.685700195312500000e+03,8.767919921875000000e+03,2.510000038146972812e-01
9.372798437500000000e+04,5.618100000000000000e+04,1.093351406250000000e+05,1.099546406250000000e+05,8.767700000000000000e+04,8.218788281250000000e+04,8.032500000000000000e+03,1.427116015625000000e+04,2.539999961853027233e-01
1.431233750000000000e+05,8.724600000000000000e+04,1.075090390625000000e+05,9.376860156250000000e+04,7.715000000000000000e+04,7.965288281250000000e+04,9.119650390625000000e+03,1.147295996093750000e+04,2.539999961853027233e-01
