FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,585/15 YG E-A,530/30 Blue B-A,Time
1.175746015625000000e+05,7.781900000000000000e+04,9.901655468750000000e+04,6.693103906250000000e+04,6.269900000000000000e+04,6.995953125000000000e+04,9.010000000000000000e+02,1.186871972656250000e+04,2.039999961853027344e-01
1.761645468750000000e+05,1.032190000000000000e+05,1.118507265625000000e+05,1.014083984375000000e+05,8.225900000000000000e+04,8.079239062500000000e+04,1.253750000000000000e+03,1.175652050781250000e+04,2.070000076293945224e-01
8.972247656250000000e+04,6.157400000000000000e+04,9.549569531250000000e+04,6.292856250000000000e+04,5.094600000000000000e+04,8.095015625000000000e+04,1.179800048828125000e+03,1.124924023437500000e+04,2.079999923706054854e-01
1.741090000000000000e+05,1.086110000000000000e+05,1.050575703125000000e+05,9.806211718750000000e+04,7.154300000000000000e+04,8.982849218750000000e+04,3.629500122070312500e+02,9.570320312500000000e+03,2.099999999999999922e-01
1.402996406250000000e+05,8.413000000000000000e+04,1.092912968750000000e+05,8.008700000000000000e+04,6.331000000000000000e+04,8.290289062500000000e+04,1.434800048828125000e+03,1.436295996093750000e+04,2.099999999999999922e-01
1.213388046875000000e+05,8.080100000000000000e+04,9.841536718750000000e+04,6.357387890625000000e+04,5.303500000000000000e+04,7.855902343750000000e+04,1.316650024414062500e+03,1.391212011718750000e+04,2.149999999999999967e-01
9.493099218750000000e+04,6.213600000000000000e+04,1.001254921875000000e+05,6.393496093750000000e+04,5.434100000000000000e+04,7.710644531250000000e+04,1.807950073242187500e+03,1.812608007812500000e+04,2.149999999999999967e-01
1.195227812500000000e+05,6.769600000000000000e+04,1.157091250000000000e+05,7.422675781250000000e+04,6.271200000000000000e+04,7.756928906250000000e+04,1.523200073242187500e+03,3.179408007812500000e+04,2.160000038146972778e-01
1.664590468750000000e+05,1.097700000000000000e+05,9.938107031250000000e+04,8.503196093750000000e+04,7.394300000000000000e+04,7.536420312500000000e+04,9.112000122070312500e+02,1.099832031250000000e+04,2.160000038146972778e-01
9.335628906250000000e+04,6.310300000000000000e+04,9.695573437500000000e+04,3.490167968750000000e+04,3.375900000000000000e+04,6.775428125000000000e+04,1.227400024414062500e+03,1.232908007812500000e+04,2.170000076293945312e-01
1.311646718750000000e+05,9.093400000000000000e+04,9.453017968750000000e+04,5.392535937500000000e+04,4.536600000000000000e+04,7.790089843750000000e+04,1.102450073242187500e+03,1.518508007812500000e+04,2.179999923706054665e-01
1.435841562500000000e+05,8.256200000000000000e+04,1.139741171875000000e+05,1.502949687500000000e+05,1.073500000000000000e+05,9.175343750000000000e+04,1.511300048828125000e+03,1.729443945312500000e+04,2.189999961853027477e-01
1.673175000000000000e+05,1.035630000000000000e+05,1.058806718750000000e+05,6.247228125000000000e+04,5.322200000000000000e+04,7.692652343750000000e+04,9.707000122070312500e+02,1.086028027343750000e+04,2.189999961853027477e-01
1.506128281250000000e+05,1.097680000000000000e+05,8.992203125000000000e+04,6.352219921875000000e+04,5.702500000000000000e+04,7.300289843750000000e+04,1.456050048828125000e+03,1.529591992187500000e+04,2.200000000000000011e-01
1.598610781250000000e+05,1.038180000000000000e+05,1.009136718750000000e+05,5.542135937500000000e+04,4.829800000000000000e+04,7.520175781250000000e+04,7.361000366210937500e+02,7.095800292968750000e+03,2.210000038146972823e-01
1.112515781250000000e+05,6.894400000000000000e+04,1.057522578125000000e+05,6.138428125000000000e+04,5.596400000000000000e+04,7.188335937500000000e+04,6.239000244140625000e+02,1.585556054687500000e+04,2.220000076293945357e-01
1.840186250000000000e+05,1.101050000000000000e+05,1.095304062500000000e+05,1.492667968750000000e+05,1.110280000000000000e+05,8.810704687500000000e+04,1.781600097656250000e+03,1.707956054687500000e+04,2.239999961853027521e-01
1.588191406250000000e+05,1.005360000000000000e+05,1.035287968750000000e+05,1.163248828125000000e+05,8.506100000000000000e+04,8.962353906250000000e+04,1.855550048828125000e+03,2.527220117187500000e+04,2.250000000000000056e-01
1.671688281250000000e+05,1.056550000000000000e+05,1.036919921875000000e+05,7.715824218750000000e+04,6.491500000000000000e+04,7.789636718750000000e+04,1.171300048828125000e+03,1.323212011718750000e+04,2.260000038146972590e-01
