FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,585/15 YG E-A,530/30 Blue B-A,Time
9.247836718750000000e+04,5.411100000000000000e+04,1.120042500000000000e+05,7.611988281250000000e+04,6.497500000000000000e+04,7.677711718750000000e+04,1.132370019531250000e+04,6.080560058593750000e+03,2.000000000000000111e-01
1.866146250000000000e+05,1.195290000000000000e+05,1.023180703125000000e+05,8.511696093750000000e+04,7.149200000000000000e+04,7.802586718750000000e+04,1.796645117187500000e+04,1.192856054687500000e+04,2.010000038146972645e-01
1.110940468750000000e+05,7.060700000000000000e+04,1.031152812500000000e+05,5.743960156250000000e+04,4.916300000000000000e+04,7.656900000000000000e+04,1.576240039062500000e+04,9.596839843750000000e+03,2.050000000000000155e-01
1.313487500000000000e+05,8.110600000000000000e+04,1.061335937500000000e+05,7.301432031250000000e+04,5.965000000000000000e+04,8.021906250000000000e+04,1.495575000000000000e+04,7.562959960937500000e+03,2.070000076293945224e-01
1.846198437500000000e+05,1.086620000000000000e+05,1.113475390625000000e+05,8.683667968750000000e+04,7.184200000000000000e+04,7.921450781250000000e+04,2.343960156250000000e+04,1.385432031250000000e+04,2.089999961853027388e-01
1.484133125000000000e+05,9.110600000000000000e+04,1.067593203125000000e+05,5.746203906250000000e+04,4.651400000000000000e+04,8.096126562500000000e+04,1.479510058593750000e+04,7.839720214843750000e+03,2.099999999999999922e-01
1.575754218750000000e+05,1.010220000000000000e+05,1.022239062500000000e+05,6.387851953125000000e+04,5.476600000000000000e+04,7.644053906250000000e+04,1.997584960937500000e+04,1.092079980468750000e+04,2.099999999999999922e-01
1.500765156250000000e+05,9.325700000000000000e+04,1.054656953125000000e+05,9.604660156250000000e+04,7.579600000000000000e+04,8.304540625000000000e+04,1.337560058593750000e+04,7.696919921875000000e+03,2.120000076293945268e-01
1.666779375000000000e+05,1.007430000000000000e+05,1.084284453125000000e+05,9.589360156250000000e+04,7.672300000000000000e+04,8.191133593750000000e+04,1.652059960937500000e+04,7.124359863281250000e+03,2.149999999999999967e-01
1.417386406250000000e+05,9.308300000000000000e+04,9.979247656250000000e+04,6.736760156250000000e+04,5.636300000000000000e+04,7.833158593750000000e+04,1.342660058593750000e+04,6.452520019531250000e+03,2.160000038146972778e-01
1.322325625000000000e+05,8.159800000000000000e+04,1.062035078125000000e+05,6.297683984375000000e+04,5.163000000000000000e+04,7.993899218750000000e+04,2.657865039062500000e+04,1.348644042968750000e+04,2.160000038146972778e-01
1.474433593750000000e+05,8.554800000000000000e+04,1.129523515625000000e+05,7.582271875000000000e+04,6.286500000000000000e+04,7.904427343750000000e+04,7.791100097656250000e+03,4.054160156250000000e+03,2.200000000000000011e-01
1.466144062500000000e+05,9.564200000000000000e+04,1.004634140625000000e+05,7.439743750000000000e+04,6.167400000000000000e+04,7.905617968750000000e+04,6.840800292968750000e+03,3.329280029296875000e+03,2.250000000000000056e-01
1.664649531250000000e+05,9.590600000000000000e+04,1.137514531250000000e+05,8.468516406250000000e+04,6.963800000000000000e+04,7.969682031250000000e+04,1.924059960937500000e+04,1.099832031250000000e+04,2.250000000000000056e-01
1.520506562500000000e+05,9.655900000000000000e+04,1.031989921875000000e+05,7.609675781250000000e+04,5.767500000000000000e+04,8.646860937500000000e+04,2.036005078125000000e+04,1.327904003906250000e+04,2.260000038146972590e-01
8.315636718750000000e+04,5.533000000000000000e+04,9.849512500000000000e+04,4.034371875000000000e+04,3.695000000000000000e+04,7.155523437500000000e+04,5.186700195312500000e+03,2.704360107421875000e+03,2.270000076293945401e-01
1.255272109375000000e+05,8.142200000000000000e+04,1.010359765625000000e+05,6.517324218750000000e+04,5.533500000000000000e+04,7.718792187500000000e+04,2.359345117187500000e+04,1.799008007812500000e+04,2.310000038146972634e-01
1.170589453125000000e+05,7.544300000000000000e+04,1.016870390625000000e+05,1.066763593750000000e+05,8.491900000000000000e+04,8.232717968750000000e+04,3.565240234375000000e+04,2.205375976562500000e+04,2.350000000000000144e-01
1.156370468750000000e+05,7.895400000000000000e+04,9.598487500000000000e+04,4.363492187500000000e+04,3.895800000000000000e+04,7.340361718750000000e+04,1.336540039062500000e+04,1.044004003906250000e+04,2.379999923706054843e-01
1.554272343750000000e+05,9.693000000000000000e+04,1.050869609375000000e+05,6.588111718750000000e+04,5.417400000000000000e+04,7.969847656250000000e+04,1.882495117187500000e+04,1.169124023437500000e+04,2.399999999999999911e-01
1.817329687500000000e+05,1.151460000000000000e+05,1.034343593750000000e+05,1.110678046875000000e+05,8.755000000000000000e+04,8.314038281250000000e+04,5.573280078125000000e+04,3.477792187500000000e+04,2.410000038146972723e-01
1.198596718750000000e+05,7.733400000000000000e+04,1.015739921875000000e+05,7.279875781250000000e+04,6.283800000000000000e+04,7.592442968750000000e+04,2.039659960937500000e+04,1.047404003906250000e+04,2.429999923706054610e-01
1.115241562500000000e+05,7.613900000000000000e+04,9.599346875000000000e+04,7.958992187500000000e+04,6.943900000000000000e+04,7.511636718750000000e+04,2.692205078125000000e+04,1.571616015625000000e+04,2.460000038146972767e-01
1.603301406250000000e+05,9.540200000000000000e+04,1.101381171875000000e+05,1.056767578125000000e+05,8.465900000000000000e+04,8.180621093750000000e+04,2.998630078125000000e+04,1.903524023437500000e+04,2.479999923706054654e-01
2.010655000000000000e+05,1.141700000000000000e+05,1.154158593750000000e+05,1.034483984375000000e+05,8.480700000000000000e+04,7.994144531250000000e+04,2.621570117187500000e+04,1.640024023437500000e+04,2.489999961853027466e-01
1.032517656250000000e+05,8.347900000000000000e+04,8.105878906250000000e+04,8.508567968750000000e+04,7.265500000000000000e+04,7.674867968750000000e+04,1.441600097656250000e+03,2.766239990234375000e+03,2.510000038146972812e-01
1.609183593750000000e+05,9.833800000000000000e+04,1.072418203125000000e+05,5.641076171875000000e+04,4.833400000000000000e+04,7.648727343750000000e+04,1.732130078125000000e+04,8.285120117187500000e+03,2.510000038146972812e-01
1.655882187500000000e+05,1.045900000000000000e+05,1.037574296875000000e+05,6.319240234375000000e+04,5.334200000000000000e+04,7.763820312500000000e+04,1.237515039062500000e+04,8.765200195312500000e+03,2.520000076293945623e-01
1.468415468750000000e+05,8.361000000000000000e+04,1.150987578125000000e+05,7.847811718750000000e+04,6.389100000000000000e+04,8.049869531250000000e+04,3.041810156250000000e+04,1.542512011718750000e+04,2.520000076293945623e-01
1.494859375000000000e+05,1.001590000000000000e+05,9.781158593750000000e+04,5.282308203125000000e+04,4.708300000000000000e+04,7.352576562500000000e+04,1.394595019531250000e+04,7.031879882812500000e+03,2.529999923706054976e-01
1.185239140625000000e+05,7.527900000000000000e+04,1.031839296875000000e+05,5.750624218750000000e+04,4.924300000000000000e+04,7.653329687500000000e+04,2.069240039062500000e+04,9.142599609375000000e+03,2.589999961853027277e-01
1.321399375000000000e+05,8.008700000000000000e+04,1.081314375000000000e+05,7.521684375000000000e+04,6.100700000000000000e+04,8.080075000000000000e+04,1.571820019531250000e+04,7.256280273437500000e+03,2.589999961853027277e-01
1.737136875000000000e+05,9.862700000000000000e+04,1.154298593750000000e+05,1.587357968750000000e+05,1.077110000000000000e+05,9.658167968750000000e+04,4.961110156250000000e+04,3.565444140625000000e+04,2.589999961853027277e-01
