step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8,step_9,step_10,step_11,step_12,step_13,bootstrap_0,bootstrap_1,bootstrap_2,bootstrap_3,bootstrap_4,bootstrap_5,bootstrap_6,bootstrap_7,bootstrap_8,bootstrap_9
wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba4,ba4,ba4,ba1,ba1,ba1,259565.0,198806.0,158848.0,362807.0,375512.0,519094.0,110757.0,1079400.0,57803.0,143748.0
wuhan,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,105400.0,51170.0,76.0,158271.0,177.0,4827.0,111968.0,174417.0,1134.0,43699.0
ba1,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba4,ba4,ba4,ba4,44998.0,20803.0,216.0,192318.0,1282.0,7937.0,267857.0,87203.0,2705.0,66875.0
wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba1,ba4,ba4,ba4,ba4,ba4,143353.0,44659.0,1130.0,152085.0,284.0,8280.0,80071.0,199902.0,1303.0,44709.0
ba1,ba1,ba1,ba1,ba4,ba4,ba4,ba4,ba4,ba4,ba4,wuhan,wuhan,47191.0,100572.0,118022.0,814860.0,332023.0,1444538.0,2145539.0,400901.0,1597182.0,1328567.0
ba1,ba1,ba1,ba4,ba4,ba4,ba4,ba4,ba4,ba4,wuhan,wuhan,wuhan,99864.0,140377.0,90201.0,1331590.0,311480.0,1712350.0,2178449.0,311655.0,861465.0,1105312.0
wuhan,wuhan,ba1,ba1,ba1,ba1,ba1,ba1,ba4,ba4,ba4,ba4,ba4,217073.0,45663.0,3345.0,229735.0,1853.0,15403.0,203341.0,200095.0,2892.0,111555.0
ba4,ba4,ba4,ba4,ba4,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,219152.0,225667.0,318624.0,374894.0,325087.0,443259.0,116429.0,419055.0,120300.0,251686.0
wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba4,ba4,ba4,ba4,ba1,134772.0,191994.0,44720.0,409998.0,221151.0,363852.0,2236.0,514938.0,100287.0,7214.0
wuhan,wuhan,ba1,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,134570.0,37851.0,736.0,182844.0,640.0,13498.0,124301.0,196591.0,767.0,56452.0
wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba1,ba1,ba1,ba4,969429.0,435474.0,29078.0,178679.0,2094.0,12879.0,511421.0,1092230.0,101643.0,399261.0
ba4,ba4,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba1,ba1,ba1,ba1,245774.0,214380.0,141099.0,293293.0,299790.0,621431.0,137398.0,422281.0,133411.0,166615.0
ba4,ba4,ba4,ba4,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,189757.0,199881.0,356349.0,340518.0,306434.0,322200.0,86002.0,336309.0,107089.0,209556.0
ba1,ba1,ba4,ba4,ba4,ba4,ba4,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,40717.0,88339.0,53931.0,622763.0,223271.0,916766.0,1674891.0,189312.0,530796.0,519413.0
wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba4,ba4,ba4,ba4,ba4,ba4,ba1,156775.0,302430.0,70175.0,555308.0,206647.0,496760.0,1229.0,648534.0,127547.0,14439.0
ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba4,wuhan,wuhan,wuhan,wuhan,wuhan,72022.0,115766.0,53647.0,868405.0,282480.0,976911.0,1938684.0,434295.0,1078151.0,586210.0
ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba4,wuhan,wuhan,31560.0,107128.0,85344.0,825696.0,264348.0,849177.0,2091166.0,409879.0,1601560.0,1164855.0
wuhan,ba4,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,104542.0,241969.0,163929.0,224022.0,251611.0,361637.0,49742.0,972077.0,37663.0,110731.0
ba1,ba1,ba4,ba4,ba4,ba4,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,40034.0,69769.0,43005.0,548044.0,177627.0,707023.0,1458390.0,151942.0,454822.0,397509.0
ba1,ba1,ba1,ba1,ba1,wuhan,ba4,ba4,ba4,ba4,ba4,ba4,ba4,37738.0,41550.0,2795.0,374137.0,6508.0,26541.0,336064.0,169269.0,3337.0,213839.0
ba4,wuhan,wuhan,wuhan,wuhan,wuhan,ba1,ba1,ba1,ba1,ba1,ba1,ba1,153366.0,157357.0,139919.0,252196.0,297618.0,418537.0,73925.0,383990.0,120963.0,220885.0
ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba1,ba1,ba1,ba1,ba1,wuhan,269611.0,195882.0,620881.0,674420.0,394207.0,948424.0,2641584.0,303832.0,3441872.0,1691070.0
wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba1,ba4,ba4,508025.0,44503.0,64133.0,107957.0,253.0,22482.0,213729.0,474897.0,3442.0,29393.0
wuhan,wuhan,wuhan,wuhan,wuhan,ba1,ba4,ba4,ba4,ba4,ba4,ba4,ba4,121191.0,33473.0,139.0,186282.0,306.0,9963.0,99056.0,188242.0,1536.0,53038.0
