"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue C-A","586_15 YG D-A","Time"
96418.7,64319,98243,50641.6,40434,82080.7,17459.7,-4.5,0.206
144413,94130,100544,70410.6,53174,86779.8,15338.1,-12,0.209
74521.5,51723,94423,31054.9,25391,80155,3395.24,9,0.211
92179.7,66315,91096.9,40094.8,32223,81546,13539.5,6.75,0.216
106125,73371,94792.1,82845.1,60822,89266,13829.2,-6.75,0.217
68922.3,45314,99679.8,47287.9,37446,82760.7,7152.24,0.75,0.217
83629.3,50890,107698,63611.3,47539,87692.8,11794.6,9.75,0.217
84827.8,51014,108975,75609.9,57022,86899.3,18533.4,0,0.218
108556,74502,95492.1,48612.5,38162,83482.8,8419.76,-12,0.218
122195,82578,96977.2,55003.8,42289,85240.4,16867.4,11.25,0.219
86239.5,55079,102612,67283.3,48703,90538.1,26966.8,6,0.219
115761,78715,96379.9,76176.3,55510,89935,28691.2,19.5,0.22
77526.7,52471,96830.4,52221.3,41135,83198.6,3959.64,24.75,0.222
99615.4,63448,102894,71537.4,54072,86704.3,1861.84,-5.25,0.222
80423.3,56158,93853.4,39126.5,32279,79438.5,5297.2,7.5,0.222
77382.8,52822,96008.5,41773.1,33950,80637.4,2964.8,31.5,0.223
126635,82601,100473,64373.6,48269,87401.6,11807.5,-6.75,0.224
95687.7,55791,112401,62315.9,47071,86761.1,11234.3,-16.5,0.224
96030.6,61544,102260,53683.3,41352,85079,8373.52,-12.75,0.224
92528.8,61520,98569,47224.6,37300,82973.6,11088.1,-5.25,0.224
130648,76507,111913,49387,36550,88553.5,12586.8,-19.5,0.225
134151,86510,101627,82975,64439,84387.5,6719.08,24.75,0.228
85090,53665,103912,61765.1,44789,90375.7,13053.3,-10.5,0.228
145327,94280,101020,82091.6,59612,90249.6,21142.6,-10.5,0.228
87760.4,58987,97503.9,53996.1,42571,83124.4,11621.9,23.25,0.228
98857.1,66438,97515,49454.4,38354,84503.3,11189.4,-22.5,0.23
63540.7,44565,93441.1,50806.2,40565,82081.5,13215.8,21.75,0.233
96056.6,57918,108691,92707.1,67427,90107.1,14999.4,7.5,0.233
98409.5,64954,99291.3,57679,44698,84568.6,14309.9,-12.75,0.235
84674.6,53685,103367,55745,42785,85387.6,14473.1,27,0.236
94442.7,64742,95601,58979.1,48854,79118.5,8308.92,13.5,0.238
