"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue C-A","586_15 YG D-A","Time"
73187.3,46333,103520,51015.6,37449,89277.7,22802.4,282,0.2
67105.1,44785,98198,57817.7,40853,92750.6,35429.4,214.5,0.212
96551.4,58688,107817,62932.6,49136,83937.5,23483.8,222.75,0.213
103480,67424,100582,51707.9,41184,82282.6,11150,179.25,0.214
119570,81524,96120.7,56433.9,42100,87849.2,37757.7,203.25,0.215
56088.3,37322,98488.9,44916,36407,80853.1,25743.4,194.25,0.216
146902,91974,104675,74185.3,57042,85232.1,32140.2,209.25,0.224
100204,63765,102987,64516.4,48721,86782.8,17486.9,169.5,0.229
103815,73330,92781.1,67115.3,52846,83231.8,31368.4,182.25,0.229
111423,70767,103187,76633.3,59954,83768.2,28111.2,132,0.23
93377.6,62427,98028,45566.8,36582,81632.1,18044.5,129.75,0.243
71884,50186,93870.7,36006.7,28666,82318.2,21320.7,149.25,0.243
133330,85624,102050,58648,44716,85954.8,27921.5,141,0.247
103734,68330,99492.4,56716.1,43838,84788.2,20674,48.75,0.269
111855,72469,101154,48103.2,36121,87275.9,15279.6,54.75,0.271
75320.7,48703,101353,39217.6,29675,86610.5,9061,27,0.28
95631.3,61689,101595,54118.5,41113,86267.3,21879,33.75,0.282
91612.4,65089,92241.6,57023.4,46449,80455.7,11309.1,28.5,0.283
94115.4,62098,99326,50695.4,40510,82013.6,11658.6,27,0.283
134482,87818,100360,64827.1,49907,85128.5,18145.8,36,0.284
72495.4,44703,106280,52587.8,39234,87842,23596.7,54,0.285
139541,85590,106846,89814.4,67326,87426.5,44061.3,6.75,0.285
77215.4,57055,88693.2,50518.6,40127,82507.6,17565.1,10.5,0.287
123723,75782,106995,73482.8,53478,90051.5,24975,10.5,0.288
100513,65729,100217,48337.1,37489,84500,16519.2,-13.5,0.289
92260.3,61682,98024.9,48088.9,38450,81965,13757.8,-15,0.29
105019,66852,102952,59823,44568,87968.1,15551.6,-20.25,0.291
101869,71408,93492.2,47460.6,39600,78544.9,915.28,8.25,0.294
109583,80872,88802.1,57078.5,46588,80293.2,19020.3,1.5,0.295
92376.9,63227,95750.4,46491.6,35430,85997,14244.6,13.5,0.297
62780.6,42371,97103.9,43594.1,34719,82288.8,9832.8,-14.25,0.297
145274,93439,101892,75167.9,55394,88930.3,48954.6,5.25,0.297
133325,86510,101001,73897.6,56855,85180.8,13751,-4.5,0.298
134556,84322,104579,77294.2,58330,86843.1,7123,13.5,0.299
102818,69253,97299.2,61168,48293,83008.1,25689.7,22.5,0.3
