"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue C-A","586_15 YG D-A","Time"
125110,86010,95328.9,81457.2,63059,84656.9,12000.6,0,0.219
110137,69414,103984,56237.4,43862,84026.5,15772.6,9.75,0.22
118380,75519,102731,72752.5,53083,89819.9,13986.9,0.75,0.223
91316.7,59963,99803.7,41558.2,33510,81276,14564.9,1.5,0.225
102765,68985,97627.1,41630.3,33117,82383.1,9338.44,7.5,0.225
90854.2,61625,96620.2,58775.8,47033,81898.5,6557.24,3.75,0.226
97441.1,59239,107799,74281.2,54455,89396.6,1344.36,-10.5,0.226
94121.6,66734,92431.9,47756.4,38711,80849.5,13791.1,34.5,0.228
130754,81373,105306,47975.4,35881,87626.1,20940.6,35.25,0.228
107958,72255,97919.1,71957.6,51867,90921.3,14421.4,10.5,0.229
100658,69039,95550.3,62286.6,47938,85152,17582.8,-4.5,0.232
110389,67058,107883,60010.7,45126,87152.9,8633.96,15,0.232
69038.9,48253,93766.8,45469.6,35293,84433,14139.2,2.25,0.234
94412.4,67578,91559.5,36788.7,30995,77786.2,9970.16,-2.25,0.234
121733,77594,102816,66895.7,51294,85469.6,10454.3,-6,0.234
122656,77482,103746,80731.6,59955,88246.7,16192.8,-30.75,0.236
83846.9,50535,108736,71505.4,51251,91435.8,19650,-12.75,0.236
122686,79402,101261,78614.1,60327,85402.1,21845,-18.75,0.237
55290.4,37506,96611.4,46830.2,37146,82621.7,9367.68,6.75,0.239
87524.2,58510,98034.2,79578.4,57454,90772.6,15266,42.75,0.24
107152,73294,95810.3,74651.1,58094,84214.1,14020.2,12.75,0.24
96637.5,66366,95429,47324.6,36035,86068.1,13739.4,15,0.241
141124,89787,103007,76402.8,57638,86872.1,22499.8,28.5,0.241
81197.1,53984,98572.4,46672.5,38156,80163.7,17305.3,5.25,0.242
100868,66203,99852.2,58460.3,42998,89103.1,10437.3,-3.75,0.243
83748.4,55050,99700.9,76482.3,55991,89520.5,12004.7,-14.25,0.243
87638.9,62474,91934.2,78118.4,62478,81941.9,13357.9,4.5,0.244
71761.3,48366,97236.6,46760.2,38190,80242.9,11375,18,0.244
87333.2,62864,91045.3,55248,45632,79346.3,16419.3,9,0.246
108409,70435,100869,55620.6,42951,84867.7,19394.3,-13.5,0.247
74483.1,48466,100716,45405,35498,83826.1,13187.9,14.25,0.248
68181.4,42766,104483,52483.8,39946,86105.6,15689.6,-9,0.249
74148.9,55487,87577.7,31698.9,27023,76875.9,5169.36,-8.25,0.25
89643.3,64270,91409.1,46758.2,37575,81552.7,11664.7,-2.25,0.251
79492.7,55679,93565.5,34109.5,27634,80893.1,6593.28,1.5,0.255
72039.7,49327,95712.1,53507.2,39771,88170.9,16032.4,5.25,0.255
77605.4,54558,93220.9,39954.8,31758,82450.9,11158.1,12,0.263
75977.9,54692,91042.3,39780,32036,81377.9,12027.2,-10.5,0.265
130428,90158,94808.5,64738,50007,84841.6,22956.1,18,0.266
73489.2,49612,97077.1,50613.1,40588,81723.1,12193.1,39.75,0.267
108477,67575,105204,61028.6,44839,89198.5,22402.6,18,0.267
95940,60986,103098,58856,44179,87308.2,10425.8,2.25,0.269
86642.5,58875,96445.1,57521.9,45526,82804.4,16924.5,5.25,0.27
69585.1,49090,92897.3,45267.6,37393,79337.2,11618.5,-4.5,0.271
92719.8,62548,97149.1,60420,48372,81859.1,8296.68,26.25,0.272
63209.6,39033,106128,52745.6,38409,89998,15808,-7.5,0.272
84449.6,58592,94458.1,37880.8,31156,79681.4,9986.48,-3.75,0.274
78410.8,49222,104399,46578,35286,86508.3,7562.28,34.5,0.275
112179,74715,98397.5,70021,52054,88156.4,17401.2,20.25,0.276
137766,84084,107377,87556.1,66080,86835.3,19297,18.75,0.276
125122,73414,111695,84333.6,59882,92296.3,21709.7,20.25,0.277
72324.9,50058,94687.8,37613.5,30990,79543.1,9678.44,-12,0.278
85132.2,53887,103536,53599,40498,86736.7,11725.9,-23.25,0.278
114658,75538,99476.5,63233.2,49190,84245.8,16919.1,-4.5,0.278
69682.4,45452,100473,52302.9,42364,80911.2,12467.8,20.25,0.279
100349,64747,101572,55140.5,41798,86456,14966.8,-20.25,0.28
79559,55420,94081.2,47668,38753,80612.3,5827.6,-6,0.281
104246,63258,108000,56559.7,42679,86850.6,23043.2,9,0.282
70699.2,48351,95827.3,38120.1,31154,80190,9906.92,18,0.284
74805.5,48240,101626,42719.6,33482,83617.3,10169.4,-10.5,0.285
94637.4,59111,104924,46909.1,36203,84916.6,8488.44,10.5,0.286
73690.1,48518,99537.4,47847.5,37362,83928.5,5457,-18,0.286
80576.4,57114,92458.2,44404,36471,79791.1,5785.44,-24.75,0.286
95445.3,66368,94248.8,42273.6,34956,79255.1,13740.1,20.25,0.29
121936,80191,99652.1,87867.6,64991,88604.4,16570.2,23.25,0.291
104497,66602,102825,41911.8,30723,89403.1,10069.4,6.75,0.292
131247,83859,102569,60654,47051,84483.2,22257.1,18.75,0.293
85201,53163,105030,61034.1,47270,84618.8,15825,-11.25,0.294
101875,71059,93956.5,46236.6,36735,82487.1,5308.76,-18,0.294
66547.7,41784,104377,34098.6,26200,85293.4,11513.1,21,0.295
92836.9,68697,88565.2,53836.3,44457,79362.4,8046.44,9.75,0.296
84667.2,53902,102941,46156.4,34654,87288.7,17358.4,6.75,0.297
82942.4,57963,93779,33456,27782,78920.6,10544.8,-5.25,0.298
84452.1,55035,100566,46234.6,35046,86458.6,16880.3,18.75,0.298
85704.5,58122,96636.9,48754.6,38311,83401.2,14384,13.5,0.298
116370,74387,102524,62075.8,48723,83496.5,15019.8,5.25,0.298
89844.8,58850,100052,52551.8,41118,83759.7,18690.5,1.5,0.3
78280,48730,105277,47661.2,36551,85456.6,14013.4,8.25,0.3
113018,72498,102165,63245.4,47918,86498.9,14212.7,-20.25,0.3
75657.4,46295,107102,60477.8,45179,87728.3,22432.5,-18,0.301
126498,84444,98173.6,47221.2,36812,84067.5,19447.3,-1.5,0.301
114587,72282,103892,64208.3,49175,85571.1,11693.3,-4.5,0.305
104544,71958,95213.6,57177.8,46250,81020.6,22611.4,2.25,0.306
88951.4,54686,106600,56412.1,42218,87569.9,8253.16,30,0.308
74856.3,50255,97617.8,51710.6,40191,84320,10367.3,17.25,0.312
108905,68530,104148,78832.4,57958,89139.7,14367,4.5,0.314
77164,55096,91785.6,29584.8,24380,79526.9,15893.6,3.75,0.316
61010.5,43585,91737.6,43329.6,32709,86815.5,10992.2,18,0.317
84349.1,54243,101910,51298.5,39251,85651.3,14022.3,30.75,0.318
71391.8,50731,92226.3,32321.1,26795,79051.9,3731.84,28.5,0.32
