step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8,step_9,step_10,step_11,step_12,step_13,bootstrap_0,bootstrap_1,bootstrap_2,bootstrap_3,bootstrap_4,bootstrap_5,bootstrap_6,bootstrap_7,bootstrap_8,bootstrap_9
wuhan,wuhan,wuhan,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,0.00015878297827074284,0.00020170204392355156,4.835275453819357e-05,0.00018084337070515532,0.00023029464008994147,0.000149249461102968,5.18962136790189e-05,0.00032130523396027626,4.1833774571118485e-05,6.45353814748234e-05
ba1,ba1,ba1,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba4,ba4,0.00011378837904285146,0.00011038854828288551,0.0001771535504513483,0.00024538261703838766,3.345121172690808e-05,3.712381811833334e-05,0.0003952699751911405,0.0002162784201065451,2.7357493490613817e-05,0.00014576377578449115
wuhan,wuhan,wuhan,wuhan,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,0.00013491029191268098,6.095962224838146e-05,3.288373075965812e-05,0.0001004369847560396,1.329422273911607e-05,8.304048756372387e-06,9.250169015844889e-05,0.00011268562438806372,1.0732206077389311e-05,5.56657880192349e-05
wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba1,ba1,ba1,ba4,ba4,ba4,0.00025245048755259865,0.00011771350201196371,6.515557531577565e-05,0.0001827997910502893,2.3301685078174005e-05,1.542442493980052e-05,0.00015007060276387013,0.00017767481741771265,1.8064164409899623e-05,9.8071174210958e-05
ba4,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba1,0.00013216593187537478,3.681619101857808e-05,2.5841201937551257e-05,0.0001318016322547606,4.9807885156609325e-05,6.644590130631056e-05,3.051822092756929e-05,5.4924224409578124e-05,0.00010675939101493685,6.409011444414286e-05
wuhan,ba4,ba4,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,ba1,0.0001467868868640414,0.00020323022715191863,0.00010120866673392368,0.00018665127394279878,0.0002156080232378201,0.000210797850393433,4.9071586830287764e-05,0.00036696391794619794,5.320718507155889e-05,7.867325952933911e-05
ba4,ba4,ba4,ba4,ba1,ba1,ba1,ba1,ba1,wuhan,wuhan,wuhan,wuhan,0.00014696132155784947,7.948575717780914e-05,5.9024636138086695e-05,0.00018234634727071975,8.095229530982642e-05,0.0001564767100670787,0.0003669999629670137,6.10254683057979e-05,0.0003024663975182423,0.00019309550803746253
ba1,ba1,ba1,ba1,ba1,ba1,wuhan,wuhan,ba4,ba4,ba4,ba4,ba4,7.839971559092978e-05,9.902192321081574e-05,0.0001353493214662396,0.0002271451117671419,3.0485821288791238e-05,3.220369260354421e-05,0.00035737524542080515,0.00011687178720467171,2.803812179239192e-05,0.00011331684472079398
ba1,wuhan,wuhan,wuhan,wuhan,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,6.935460841831203e-05,7.669759655549114e-05,0.00012720087060587765,0.00021822974350296784,2.639310409936144e-05,1.8932220928441632e-05,0.0003434970655299762,9.719926733783008e-05,1.6387349842242375e-05,9.953747538605087e-05
ba1,ba1,ba1,ba1,ba1,ba4,ba4,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,7.009834888633557e-05,9.986082435891343e-05,0.00012071660307991638,0.0003195518230410251,0.00023752806422875372,0.0002818097726625672,0.000940232214303954,0.00012883153467829306,0.000290215683843359,0.0002646793455449945
wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,wuhan,ba4,ba4,0.00016175555637947946,6.393167321920224e-05,4.273697917072939e-05,9.792575341139842e-05,1.180474894720294e-05,7.603416109762293e-06,8.329789242055064e-05,0.00016617857526440635,8.650196348459437e-06,6.126630346769424e-05
ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,ba4,wuhan,wuhan,wuhan,0.0001409808891222602,4.3765258136682004e-05,3.151681513978643e-05,0.00016564744986219485,5.5528524365666706e-05,0.0001144363349699129,0.00028666529037284645,3.806217205217433e-05,0.00024548206748483,0.0001568215339277569
