antigen	phenotype_name	scope	order	fold	r2_train	r2_test	n_samples	n_train_used	n_test_used	n_params	alpha_bonf	num_sig
ba4	raw	all	1	0	0.8006875769307552	0.7799596236985294	7416	6489	927	14	0.0035714285714285718	10
ba4	raw	all	1	1	0.7980253583637997	0.7984036195437785	7416	6489	927	14	0.0035714285714285718	10
ba4	raw	all	1	2	0.7998832833896019	0.7849478153027141	7416	6489	927	14	0.0035714285714285718	10
ba4	raw	all	1	3	0.8001978961643476	0.7838988063932103	7416	6489	927	14	0.0035714285714285718	10
ba4	raw	all	1	4	0.7956251899510778	0.8146008849858566	7416	6489	927	14	0.0035714285714285718	10
ba4	raw	all	1	5	0.7980839477733083	0.7981735468623712	7416	6489	927	14	0.0035714285714285718	10
ba4	raw	all	1	6	0.797526494542485	0.8025623187683669	7416	6489	927	14	0.0035714285714285718	10
ba4	raw	all	1	7	0.7961437279154695	0.8118573245711919	7416	6489	927	14	0.0035714285714285718	10
ba4	raw	all	2	0	0.8375858371766358	0.8104796420412645	7416	6489	927	92	0.0005434782608695652	28
ba4	raw	all	2	1	0.8358737927347809	0.822053948045829	7416	6489	927	92	0.0005434782608695652	27
ba4	raw	all	2	2	0.8357410322398422	0.8230243075318572	7416	6489	927	92	0.0005434782608695652	28
ba4	raw	all	2	3	0.8361871609635745	0.8207418415516596	7416	6489	927	92	0.0005434782608695652	28
ba4	raw	all	2	4	0.8319614422201999	0.8493294124314132	7416	6489	927	92	0.0005434782608695652	26
ba4	raw	all	2	5	0.8333586455995209	0.8397480844282257	7416	6489	927	92	0.0005434782608695652	27
ba4	raw	all	2	6	0.8356764987835825	0.8236445171030883	7416	6489	927	92	0.0005434782608695652	27
ba4	raw	all	2	7	0.8326792949354097	0.8449922743655789	7416	6489	927	92	0.0005434782608695652	28
ba4	raw	all	3	0	0.8829710038384773	0.8473004348370461	7416	6489	927	378	0.00013227513227513228	38
ba4	raw	all	3	1	0.8810784543914992	0.8613827645939096	7416	6489	927	378	0.00013227513227513228	38
ba4	raw	all	3	2	0.8827328692569409	0.848832657514078	7416	6489	927	378	0.00013227513227513228	39
ba4	raw	all	3	3	0.8814724330357843	0.8601307582201335	7416	6489	927	378	0.00013227513227513228	38
ba4	raw	all	3	4	0.8774741626261469	0.8884785284319765	7416	6489	927	378	0.00013227513227513228	36
ba4	raw	all	3	5	0.8796428300993344	0.872860122941038	7416	6489	927	378	0.00013227513227513228	41
ba4	raw	all	3	6	0.8815079733982225	0.8589339185198677	7416	6489	927	378	0.00013227513227513228	39
ba4	raw	all	3	7	0.8788950339029995	0.8775137087389488	7416	6489	927	378	0.00013227513227513228	42
ba4	raw	all	4	0	0.9162129709841704	0.8654930418572595	7416	6489	927	1093	4.574565416285453e-05	44
