"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue C-A","582_15 YG D-A","Time"
110931,77462,93852.5,49549.4,39806,81577.4,1164.06,129.85,0.212
105099,72219,95373.4,50106.8,38539,85207.1,34010.6,207.76,0.226
88208.3,62382,92668.1,47946.9,40490,77605.5,266.8,11.13,0.233
119653,81992,95638.1,72967.5,55269,86522.2,12972.9,226.84,0.238
102035,69458,96273.8,81507.4,60306,88576.1,10163.3,143.1,0.243
87996.5,66548,86658.3,37296.3,32540,75115.3,454.14,-0.53,0.255
136838,91643,97855.9,69946.8,51254,89437.6,2612.9,121.37,0.263
109808,78975,91122.4,53233.6,43026,81083.9,5311.64,140.98,0.265
145976,96358,99282.8,85790.1,62178,90423.3,3302.52,163.24,0.279
115671,83590,90688,47232.3,40366,76683.7,392.08,4.77,0.283
141484,98641,94000.6,42957.7,32921,85516.1,979.04,11.13,0.286
100193,66229,99144.9,51051,37405,89444.7,4283.88,73.14,0.29
134843,92059,95993.3,66918.1,55931,78409.9,3677.2,120.31,0.291
94529.8,67170,92230.3,56025.1,44214,83043,2197.62,66.78,0.3
110266,77846,92829.5,46658.1,37766,80966.6,994.12,54.06,0.31
140476,90133,102141,70523.9,54317,85090.4,467.48,102.29,0.311
76979.1,55846,90336,32995,28086,76990.8,8816,85.86,0.316
146525,92891,103375,104729,74463,92173.4,2385.54,190.8,0.326
73706.2,53260,90694.8,50397.4,42021,78599.8,794.6,49.29,0.343
102762,72450,92955.3,57251.8,45718,82069.5,22938.4,202.99,0.359
129357,85862,98734.3,63102.3,49154,84132.9,932.06,57.77,0.364
90544.7,65042,91232.4,55147,48462,74576.2,331.76,57.24,0.37
120184,83382,94461.4,49685.1,41434,78586.8,581.16,102.29,0.372
134359,92722,94965,59865.9,46930,83600.5,2659.88,38.16,0.399
93260.6,61054,100107,61769.4,49774,81330,23512,106.53,0.401
148372,100467,96785.1,67553.2,48499,91283.6,35034.9,145.75,0.412
110506,82006,88311.9,45516.7,37334,79899.8,4097.12,102.29,0.414
80999.2,60666,87501.4,75652.3,66158,74941,18818.7,184.97,0.422
102656,74350,90486.8,55072.7,45235,79788.8,2578.68,56.18,0.428
92198,63278,95488,56128.3,43127,85292.9,1103.74,76.32,0.433
102010,69323,96437.6,75191.2,57174,86188.3,2683.08,90.1,0.438
102544,74182,90592,44114.8,35330,81831.5,29564.9,111.83,0.453
103408,73918,91682.1,56165.5,46007,80006.5,2478.34,77.91,0.457
101454,73858,90022.5,40622,34178,77892.4,1550.92,18.55,0.476
117210,79514,96605.4,92211.3,67198,89930.6,494.74,74.73,0.482
100043,68994,95029.2,56923.5,44626,83595.7,26406.2,189.74,0.486
107488,80575,87425.5,44125.2,38194,75713.2,590.44,1.59,0.493
79972.2,55166,95005.2,39418,29907,86377.6,3890.06,125.08,0.499
95726.4,70291,89250.8,44824.7,38207,76887.3,599.14,80.03,0.508
135844,88211,100925,106788,75943,92154,58270.9,205.11,0.509
131879,93495,92441.2,67854.8,53951,82425.4,1620.52,59.89,0.517
131438,93263,92361.9,67691.2,52223,84947.5,391.5,45.58,0.539
104853,74895,91750.3,70189.9,57451,80067.6,2355.38,82.15,0.542
103392,73877,91718.9,60418.6,50397,78568,28256.4,186.03,0.542
74554.3,56566,86376.8,39224.2,34170,75229.7,531.28,18.02,0.55
136267,90323,98871.7,83231.7,64591,84449.5,555.64,51.94,0.553
130392,87494,97667.8,72253.5,54666,86620.7,5000.76,217.83,0.555
93805.8,64550,95238.7,58589.9,47478,80874.2,2088.58,14.31,0.56
104867,73519,93480.5,61800.2,48978,82693,1483.06,156.88,0.564
86401.3,63923,88581.5,36733.1,31231,77081.8,362.5,78.44,0.567
97775.7,71479,89646.3,50132.3,41719,78752.4,4318.68,126.14,0.572
81115.3,62594,84927.8,35430.5,30170,76962.9,17908.7,199.81,0.574
74976,53790,91348.3,59872.8,48615,80712.2,874.64,191.33,0.576
127680,89664,93321.9,60227.2,46828,84288.2,24419.7,141.51,0.589
120521,83156,94983.9,65251.7,50436,84787.4,8703.48,219.42,0.592
87368.8,59617,96043.1,75436.5,58269,84844.6,1453.48,175.43,0.604
118816,84759,91868.9,51150.8,41159,81445.6,3006.72,80.03,0.607
149029,99870,97794.6,70715.3,53870,86029.3,1629.22,110.77,0.608
77197.6,55615,90968.6,54422,44607,79956,7219.84,156.35,0.61
124852,85459,95745,73321.3,56487,85067.1,6520.94,172.25,0.631
79723.4,58245,89703,65915.3,51037,84641,2970.76,202.46,0.631
