FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,530_30 Blue B-A,582_15 YG D-A,Time
61410.6,50257,80080.4,56982.3,46977,79494,923.61,2989.2,0.233
82187.1,59852,89992.2,59043.2,47121,82117.4,27752.7,1169.36,0.25
63169.6,40669,101795,63746.4,43456,96136,539.58,1804.33,0.257
74476.7,49368,98867.7,75954.3,58284,85404.9,46046.9,1946.74,0.258
120172,75060,104924,106568,70712,98767.5,56570.2,1587.19,0.263
80032.6,51969,100926,67341.4,52669,83792.9,52892.1,1258.66,0.287
70343.7,47813,96418.3,58659.2,47537,80869.4,14028.1,1127.06,0.306
88520.1,58161,99744.7,93727.8,66289,92663.1,5948.13,7061.28,0.326
106105,68193,101971,98102.1,64445,99762.9,50987.2,1284.98,0.331
82860.7,59112,91865.6,65139.8,52485,81337.5,32527.8,1066.9,0.381
73495.6,51586,93370.5,59894.4,47342,82912.4,23190.2,1370.99,0.399
112742,69504,106305,118589,78568,98918.6,48762.1,2529.54,0.399
98785.1,61031,106077,79743.1,61311,85238.3,49805.1,1770.02,0.4
78658.9,49080,105032,83236.1,63276,86209,24839.5,1099.8,0.405
57233.6,41676,90000.6,46284.5,36348,83451.7,42842,2106.54,0.406
90986.2,56282,105946,90466.4,61667,96142.2,7727.52,6421.14,0.412
114398,64642,115981,78247.3,52734,97243,27664.9,1329.63,0.417
63744.2,43520,95991.2,56701.3,38812,95743,3667.92,4861.68,0.425
81522.5,51166,104418,69268.2,50403,90065.3,64983.7,1549.12,0.428
75957.5,47676,104412,63557.2,44177,94286.3,43930.9,2170.93,0.433
63557.6,41522,100316,52936,41386,83825.7,17616.9,1087.11,0.486
109665,75153,95632.1,87601.7,66777,85973.7,66571.3,1901.15,0.498
69260.4,47353,95855.6,61375.9,49060,81988.1,42759.9,1327.75,0.53
66456.2,51045,85322.2,58742.8,48249,79789.6,1020.51,2395.59,0.532
59452.2,42977,90659.2,56548.3,46017,80534.3,27208.5,1096.04,0.55
