FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,530_30 Blue B-A,582_15 YG D-A,Time
160260,103197,101774.0,84081.0,66637,82691.8,4453.5,44.55,0.208
137272,95264,94435.3,53084.5,44108,78873.4,4817.5,17.55,0.209
163560,112389,95374.8,64317.0,49465,85213.4,7962.0,56.7,0.226
176259,113354,101905.0,80554.5,61907,85276.6,5633.5,27.0,0.227
188226,107008,115277.0,103882.0,71300,95483.6,7862.5,52.2,0.233
172004,114189,98717.2,70828.0,53001,87579.2,4280.5,31.5,0.237
158345,113797,91191.5,50651.0,42413,78265.2,8701.5,40.95,0.24
158230,105731,98077.0,50494.0,37611,87984.2,4221.0,23.4,0.241
171413,98620,113909.0,54640.5,34673,103277.0,6256.0,36.45,0.253
136132,80764,110465.0,99066.0,65448,99199.2,5274.0,53.55,0.262
187800,119405,103075.0,83852.0,57901,94909.0,8740.0,42.3,0.262
148256,89297,108807.0,123680.0,86025,94222.5,6972.5,89.1,0.263
155913,98848,103370.0,69225.0,52176,86950.5,7385.0,59.4,0.27
167853,112709,97599.9,56451.5,42381,87294.0,7326.0,15.3,0.272
122756,79215,101558.0,66445.0,52450,83022.7,7304.5,42.3,0.273
199688,123392,106058.0,72615.0,48436,98251.2,8178.5,44.55,0.278
192035,123350,102028.0,78010.5,57905,88291.1,4986.5,59.4,0.281
148664,91630,106328.0,84188.0,60979,90479.4,6392.5,62.55,0.284
208753,109287,125183.0,115972.0,81359,93416.9,5165.5,55.8,0.284
143064,93893,99856.9,69505.5,52397,86934.6,9924.5,59.4,0.29
173682,110177,103311.0,65401.5,45273,94673.5,9505.5,28.35,0.296
158095,97839,105897.0,65985.5,46530,92938.4,9396.5,39.15,0.298
132460,82613,105079.0,77731.0,57045,89301.1,9471.5,33.3,0.302
169936,108326,102810.0,56548.0,44638,83021.9,4514.5,43.2,0.303
164093,87717,122599.0,101410.0,60617,109639.0,5393.5,83.7,0.312
156225,88097,116217.0,102614.0,76409,88012.0,4334.0,41.4,0.32
171576,108620,103520.0,60054.5,45393,86703.5,6683.0,46.35,0.324
175016,109824,104439.0,87524.0,62460,91834.3,7209.0,38.7,0.325
184398,119182,101397.0,108445.0,83879,84729.8,3366.0,30.15,0.328
176885,107192,108145.0,89661.0,61461,95605.7,7924.5,24.75,0.339
159333,103415,100972.0,54646.0,39751,90092.8,9431.0,29.7,0.342
192108,118729,106040.0,77834.5,50884,100247.0,7853.0,60.75,0.342
153529,103588,97131.7,73447.0,55656,86485.2,3449.5,49.5,0.342
112224,80736,91096.2,46630.0,36300,84185.8,3517.5,42.3,0.347
173944,98412,115835.0,78942.0,53441,96808.5,6605.0,60.75,0.363
160230,97705,107475.0,127268.0,84996,98129.8,4240.5,57.6,0.363
212511,128607,108292.0,97224.0,66642,95610.5,4643.0,30.15,0.367
