"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue B-A","586_15 YG D-A","Time"
92831.6,73936,82284.8,40605.9,34860,76338.3,10383.5,278.16,0.208
101722,75945,87779.9,56376.3,42553,86825.3,16635.8,654.36,0.208
156161,109338,93601,70174.7,55811,82402.6,29917.6,1184.08,0.209
125999,92425,89342.6,41142.6,32324,83415.5,36263.9,548.72,0.209
96436.2,74485,84849.9,43545,32909,86716.9,15192.1,182.4,0.21
114400,80576,93046.9,40115.5,35008,75097.3,17670,384.56,0.212
87938.3,69620,82779.7,25430.8,21888,76143.7,1864.17,43.32,0.213
110299,83864,86194.1,56544.2,42764,86654.2,16313.2,1006.24,0.213
96706.2,74295,85305,35869.7,29268,80318.3,20976.3,679.44,0.213
95113,69524,89657.1,42185.2,36328,76102.5,1449.91,117.8,0.213
104913,85760,80172.4,62435.4,49500,82662,9510.27,411.92,0.215
126256,85983,96231.7,49327.7,35122,92043.2,19431.7,674.12,0.216
138330,99629,90993.8,56036,42590,86226.2,38248.2,740.24,0.218
108308,96641,73448.1,62095.1,42985,94671.7,34096.4,873.24,0.218
78842.6,63205,81750.3,31140.3,26689,76466.5,15477.8,237.88,0.219
96592.6,73917,85640.6,30729.2,27088,74345.3,16740.6,319.2,0.219
94008.6,73672,83626.8,53060.7,41089,84630.6,9672.74,307.8,0.22
81578.2,64725,82600.4,37358.1,33197,73750.6,13323.3,182.4,0.221
108007,83663,84605.6,56675.1,47071,78907.6,11617.8,327.56,0.222
93175.6,73210,83408.8,37661.5,32375,76237.3,22235.3,374.68,0.223
92025.1,71041,84894,25837.3,22193,76297.8,7526.75,430.16,0.224
117548,84034,91672.4,64623,44306,95588.3,29538,888.44,0.226
161016,111043,95029.3,50129.3,39355,83477.9,25415.4,557.84,0.229
121248,94857,83769.4,38921.2,31577,80778.4,30281,914.28,0.238
131418,100114,86028.1,82895.9,62874,86405.6,13344.1,367.08,0.245
107399,76258,92298.7,53360.2,38826,90068.9,26993.1,541.12,0.247
84887.1,68269,81488.8,35439.2,30989,74947.5,2152.92,128.44,0.252
83959.6,67118,81980.6,39872.9,33699,77542.7,19727.4,312.36,0.255
127412,92849,89931.9,55958.2,44313,82758.5,11975.8,354.16,0.256
154328,100521,100616,65009.6,48580,87700,27422.8,1052.6,0.26
89845.7,69765,84399.4,29686.6,24397,79745,22540.2,540.36,0.264
110171,85376,84569,45305.3,36772,80744.2,16026.8,942.4,0.266
133574,94484,92649.9,52452.4,39203,87685.1,33585.1,695.4,0.266
114366,88492,84698.3,45563.2,38177,78215.4,20903.2,1318.6,0.266
96712.3,66969,94642.9,39112.9,28772,89090.2,11453,363.28,0.267
117219,86876,88425.7,56022.9,43329,84735.8,11754.8,291.08,0.267
128721,105752,79770,62426.2,44545,91843.4,32258.4,746.32,0.269
119852,86247,91071.3,58664,42535,90386.8,10221.8,249.28,0.269
111685,90612,80777.4,59154.5,46216,83883.2,17900.2,226.48,0.27
109498,82784,86684.4,33522.7,28096,78194.2,20198.6,517.56,0.271
103332,83925,80690.8,58511.5,43593,87963.9,26043.7,654.36,0.271
110793,80239,90491.3,48714,42274,75519.8,6228.53,241.68,0.274
114461,86804,86416.7,33220.9,27708,78575.3,19830.6,456,0.277
79668.8,61655,84683.7,34677.7,31447,72268.9,417.34,60.8,0.278
103145,80932,83523.4,43949.3,36492,78928.5,34340.5,495.52,0.278
89509.1,72858,80513.7,25282.2,23331,71016.8,12746.6,518.32,0.278
83559.8,63374,86410.4,37771.6,31267,79169.7,16361.7,303.24,0.279
118925,88153,88413.1,42646.4,34900,80082.5,33609,1421.96,0.279
102670,75969,88569.9,51329,45737,73548.7,23109.2,445.36,0.279
98066.9,76292,84241,75940.5,54396,91492.7,26148.4,747.08,0.279
124113,82636,98430,48503.1,38993,81519.7,37045.5,636.88,0.279
154229,108861,92848.1,56136.8,40889,89974.9,26689.7,942.4,0.28
104120,78880,86505.8,31026.4,22864,88932.1,5102.02,212.04,0.281
122375,92658,86554.4,79296.1,61978,83848.3,23888.5,467.4,0.282
113747,86826,85855.9,39764.3,33507,77774.7,19441,742.52,0.283
120901,79887,99182.4,77246.4,58690,86256.9,14137.2,366.32,0.283
136969,91705,97883.4,83910,60052,91572.7,41744.8,956.84,0.284
109409,81882,87567.5,83109.2,57629,94512.2,34084.1,965.2,0.285
141300,99522,93047.1,55310.6,43578,83180.5,40940.1,1107.32,0.285
100807,80896,81666.1,31773.3,29432,70749.3,1205.82,47.12,0.285
84421.3,62957,87879.6,56504.9,42992,86134.8,11390.6,595.08,0.286
96247.2,67490,93460.6,44285.8,35374,82046.5,30409.6,1109.6,0.286
102269,75086,89261.9,43569.7,37497,76149.6,12638,683.24,0.287
113026,81192,91231.2,45570.9,35073,85152,29551.1,421.04,0.288
133477,94341,92722.3,91379.8,63641,94100.7,23991.7,235.6,0.289
123714,96162,84313.4,53830.7,42578,82856.1,16142.3,541.88,0.289
111574,83835,87220.6,57258.7,39382,95284.9,21296.7,509.2,0.289
145709,101201,94358.6,86273.1,63413,89161.4,23741.4,1166.6,0.29
109971,76309,94445.7,62481.6,43693,93717.5,25050.4,1310.24,0.29
