"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue B-A","586_15 YG D-A","Time"
106744,86695,80692.1,40307.2,30271,87264.1,17181,23967.4,0.205
123559,86352,93773.7,47414.3,37660,82510.4,23559.7,35393.2,0.21
140289,99161,92717.6,61800.2,43556,92986.9,38712.5,66601.1,0.215
141637,102829,90269.6,76996.9,54432,92704.1,38196.6,59309.6,0.216
122996,89533,90030.4,50180.1,39776,82678.1,16900.7,26031.5,0.217
153541,105433,95439.6,55845.8,42708,85696.1,35892,38611,0.218
130227,87278,97786.2,46576.5,34595,88233.5,20159.4,40799.8,0.231
98608.8,74756,86447,35235.2,29648,77886.3,6259.33,11131,0.233
102126,79706,83970,32105.9,26942,78097.2,21144.2,38841.3,0.236
97195.1,74492,85509.6,26397.1,22277,77656.9,6246.24,11048.1,0.237
139845,95873,95594.3,46264.7,36909,82148,13920.1,25489.6,0.237
144273,100809,93791.9,44028.6,35305,81729.5,14168,19963.7,0.239
131101,92477,92908,51847.2,40000,84946.4,25903.6,30894,0.241
121938,87132,91715.4,41350.5,33013,82087.3,3010.7,5532.04,0.245
120248,97178,81094.5,47917.1,34995,89735.5,11070.3,13032.5,0.25
137788,99335,90905.5,45223.6,35983,82366,17114.8,30369.6,0.261
125227,88034,93224.3,45980.6,36398,82789.8,28524.6,49397.7,0.267
111551,85841,85164.7,33828.4,28401,78059.9,13255.5,20463.8,0.268
88720.3,70239,82779.8,27063.2,23138,76653.7,7749.28,12467,0.268
126276,91428,90515.2,39461.7,34508,74943.9,15530.1,22109.9,0.269
159092,114609,90972.5,44830.9,34909,84162.8,22513.3,38557.8,0.27
118783,92856,83834.8,35197.5,30661,75232.4,12280.7,20205.4,0.274
126713,90137,92129.5,53334,39044,89522.1,17246.5,34415.8,0.274
116298,88061,86550.1,32212.9,26384,80014.7,12656.5,22463.3,0.275
142365,100744,92611.2,56874.5,44849,83108.4,1629.32,3109.16,0.276
99258.9,75919,85683.9,52138.2,44322,77093.4,8782.62,15992.7,0.28
95971.1,72212,87098.6,41502.2,36040,75468.6,8328.32,15966.8,0.282
159877,108917,96198.8,57556,40937,92141.3,28861.9,43073.8,0.284
154788,110384,91899.3,50824.6,39936,83404.5,13145.4,20975.2,0.285
165392,107303,101014,67518.2,52911,83628.6,18650.9,36296.1,0.286
139791,97040,94407.9,67206.4,57600,76465.9,3370.29,5764.6,0.286
146909,104767,91897.3,55450,39499,92001.6,11007.1,15279,0.287
100671,73662,89565.2,31965.8,27706,75612.1,16907.7,21524,0.287
113261,79469,93403.8,48111.9,34297,91934.1,26097.6,27950.5,0.288
154616,108343,93526.1,49622.6,38419,84647.4,27416.6,43488.7,0.289
168338,109487,100763,77128.6,56127,90058.2,26124.6,44329.3,0.289
114910,91042,82717.6,31315.9,25254,81267.1,21823.3,26249.6,0.29
124298,91975,88567.4,40050.8,33503,78344.3,13244.8,19597.4,0.29
149355,99083,98786.9,59823.6,45727,85739.3,25088.1,41868.4,0.291
108464,86083,82575,31651.6,25287,82031.1,22379.3,19577.6,0.303
106818,77105,90790.6,27466.7,22201,81079.9,22932.9,26929.1,0.312
143153,99933,93879.6,44663.8,37392,78281.2,26718.2,33937,0.312
121152,92501,85835.1,43837.6,35305,81375,15440,21435,0.323
130842,98229,87294.3,37460.5,31113,78906.3,7643.79,12304.4,0.328
114585,86644,86670.4,35551.7,29360,79356.8,24875.6,39668.2,0.333
134612,95944,91948.8,57645.3,45144,83684.2,7998.76,12698.8,0.336
128262,94457,88990.3,34610.7,25636,88479,16259.3,24180.9,0.338
131859,94698,91253.2,28938.9,23335,81274.5,1813.35,2780.84,0.339
143330,100964,93035.7,54981.8,41104,87662.8,22502.5,27984,0.346
137350,102801,87561,39405.5,31893,80973.3,16254.7,21093,0.351
108689,78204,91083,33408,27384,79952.7,7065.52,10724.4,0.355
151490,107187,92623.9,41332.1,31963,84746,12122.1,17659.4,0.356
88304.1,70363,82246.3,25376.9,21878,76017,8289.82,14545.6,0.36
127626,87532,95555.1,43523.5,35468,80420.5,20179.4,20841.5,0.38
87438.5,65517,87463.8,42044.3,34304,80323.5,23058.4,40680.5,0.38
134203,97397,90301.7,39716.6,31293,83177.3,11861.1,15025.2,0.382
112707,86554,85338.5,33552,29383,74834.5,7647.64,14826.8,0.383
85129.2,65640,84994.3,34121.8,29717,75250,6337.1,11134.8,0.384
125103,95215,86107.8,37057.8,30194,80433.8,10932.5,18663.3,0.385
107681,87153,80972.1,32646.5,24637,86841.7,16130,23705.9,0.386
114273,87621,85470.1,36261.6,29181,81438,17783.9,29355.8,0.39
129661,99244,85622,39587.2,30303,85614.9,27115.5,43460.6,0.393
107169,86295,81388.3,42567.1,32943,84682,7390.46,9094.16,0.398
114809,87868,85630,44208,36373,79652.9,4463.69,9401.96,0.402
141517,97148,95467.2,33402.6,27493,79622.9,14462.9,19168,0.402
110216,85966,84023.3,34849.4,29591,77182,8158.92,14182.4,0.404
109604,83461,86064.6,37315,28389,86141.6,23577.4,30250.3,0.405
89583.2,71377,82252.3,38474.6,29837,84508.2,15778.1,31134.9,0.405
134137,103420,85000.9,49524.9,37633,86245.1,33217,46094.8,0.405
126343,92580,89436.5,26883.8,22504,78290.8,7097.09,12635,0.406
114436,87472,85737.9,34710.8,27592,82444.5,14884.1,27043.8,0.406
123972,92737,87609.5,29975.3,24965,78688.7,24764,37396.6,0.408
124411,86180,94609.3,45965.9,37412,80520.2,11383.7,19428.6,0.408
104439,79978,85580.1,31858,27639,75539.8,6120.73,10618,0.409
89832.8,69632,84548.5,47959.4,34304,91624,18938.2,29993.4,0.411
142680,103561,90291.7,53129.2,41444,84014,14258.1,23178.5,0.411
151390,108453,91481.8,62072.8,49945,81449.6,20648.3,38035.7,0.413
104526,76876,89107.5,54786.3,38360,93599.4,27984.9,33409.6,0.414
132684,98787,88023.3,69293.8,47663,95278.1,19987.7,34311.7,0.415
148657,103072,94520.1,55396.9,44792,81052.2,19540.3,34532.1,0.417
99855.3,80786,81005.6,75928.2,55722,89301,11784.1,18251.4,0.419
137431,105222,85596.7,46322.4,32910,92245.1,20041.6,30936.6,0.42
87118.2,67631,84419.5,37002.3,28379,85450,2356.97,3645.72,0.422
87142.7,69539,82126.3,42468.6,34871,79814.8,18465.4,25734.4,0.423
117171,86230,89052,42705,35006,79949.5,14442.1,25754.1,0.424
132038,89214,96994,58138.8,46174,82518,5179.02,7609.12,0.425
158783,116582,89258.9,51610.8,39722,85150.9,12743.5,21959.4,0.426
