"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue B-A","586_15 YG D-A","Time"
151856,105747,94111.9,52239.9,40095,85387,28833.4,290.32,0.211
99159.6,76893,84513.9,34171.1,25197,88877,23893.9,297.92,0.211
114738,83211,90366.6,35892,30447,77256.2,7620.69,93.48,0.214
104136,81691,83542.2,32719.6,27702,77406.4,20443.5,197.6,0.214
121585,92725,85933.9,59728.9,46393,84374.6,22812.8,294.12,0.217
120110,89076,88369,40000.7,31804,82426.4,13494.2,163.4,0.217
162768,115416,92423.3,52519.4,39516,87101.7,37385,397.48,0.218
140950,104853,88097.9,66387.9,47725,91163.9,20169.4,259.92,0.219
124164,85612,95047.5,39966.8,31493,83169.8,27560.6,279.68,0.22
164100,112300,95765.2,57669.1,42396,89145.3,19497.2,247.76,0.221
134787,101690,86865.9,50846.2,38615,86294.3,18215.1,199.88,0.223
119940,88309,89010.4,37124.8,29737,81817.6,7809.34,143.64,0.223
125329,93806,87558.9,67346.5,53031,83227.2,35155.1,289.56,0.223
118259,91628,84583.4,68874.2,55953,80670.2,42886.7,415.72,0.224
92781.9,71950,84510.9,39199.2,32985,77882.5,12795.9,151.24,0.226
134893,99791,88588.6,47820.1,40092,78168.6,9625.77,181.64,0.227
83515.6,67320,81302.4,56685.9,44293,83872.5,9594.97,161.88,0.228
105285,76535,90154.3,71457.5,53519,87502.4,21416.8,266.76,0.229
114263,88429,84682,47587.5,38569,80860.2,15542.4,161.88,0.23
126698,95392,87043.5,61372.1,52468,76657.8,8001.07,87.4,0.23
97837,78379,81805.7,29107.5,25606,74497.8,14472.9,126.92,0.231
119302,86473,90416.3,84991.8,58628,95006.2,22743.5,181.64,0.232
90262.5,66300,89222.4,29265.4,25493,75233.9,11901.1,117.04,0.234
115995,87729,86651.6,32771.2,27241,78840.5,13390.3,85.12,0.235
113066,84036,88175.5,72906.7,52780,90527,28128.1,302.48,0.236
107656,85504,82514.4,70350.3,48544,94975.2,42815.1,376.2,0.237
106657,89234,78331.7,72357.7,54718,86663.1,25285.3,322.24,0.238
132418,95188,91168.8,42922.1,33272,84543.9,21052.6,234.08,0.24
132473,97985,88602.8,44789.4,35333,83075.8,10516.7,140.6,0.24
111666,85597,85495,48533.9,37581,84636.3,15041.2,158.08,0.241
117628,78685,97971.6,58831.1,47504,81162.7,18611.7,180.12,0.245
124181,94787,85859,44198.8,34559,83816.4,14288.1,170.24,0.245
164576,111247,96952.1,47203.3,32642,94771,20438.9,196.08,0.246
136481,101365,88239.6,49993,36941,88691.2,31670.9,306.28,0.246
139605,99349,92091.3,38951.2,31277,81616.1,25827.3,262.2,0.248
105047,84190,81771.8,48345.2,40697,77852.2,12366.2,175.56,0.252
85544,63884,87756.1,45542.4,36769,81173.5,3754.52,74.48,0.253
84152,60926,90519.5,63622.8,46739,89209.9,27008.5,284.24,0.253
113304,90288,82242,81322.8,57624,92488.7,22453.2,218.88,0.254
158305,107948,96107.9,63669.8,49521,84260.4,37395.8,248.52,0.254
114028,94651,78952.5,57472,45686,82442.9,11551.5,79.04,0.255
