"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue B-A","586_15 YG D-A","Time"
111761,90806,80659.3,49635.7,40490,80339,19501.8,97.28,0.212
132187,96841,89456.2,46568.1,35956,84878.3,38471.5,405.08,0.212
96358,78110,80846.5,37566.8,27539,89399.6,28735.6,231.04,0.213
109098,84032,85084.7,73228.5,52284,91789.2,42921.3,456,0.216
135795,100641,88428,58456.1,44837,85442.3,9397.08,93.48,0.219
122129,94428,84761.6,55850.4,41269,88691.6,17792.4,235.6,0.221
157570,118261,87319.8,59359.3,46813,83100.2,23863.1,248.52,0.222
113931,86691,86128.4,54975.7,44707,80588.9,8135.05,47.12,0.224
129037,91291,92633,67531.3,49718,89016.7,26943.8,332.12,0.225
132080,98389,87977.1,77315.7,60129,84268.2,25623.3,258.4,0.225
122394,95134,84314.8,38803.4,32234,78892.4,30843.9,297.92,0.226
103353,82463,82138.1,55515.5,44194,82324.8,10486.6,178.6,0.227
109079,84087,85014.2,31271.2,26475,77408.6,18628.6,221.92,0.23
104360,78300,87347.5,30350.3,25660,77515.1,15531.7,130.72,0.23
117323,84858,90608.9,66484.9,52787,82542.2,23942.4,195.32,0.231
119942,89956,87382.2,38627.8,31828,79537.3,25251.4,265.24,0.232
120457,89619,88086.7,42056.6,35079,78571.9,15848.9,83.6,0.232
103837,80800,84220.8,48856.5,40896,78292.7,16711.3,171,0.232
115431,88335,85638.9,31068,25682,79280,21193.5,190,0.234
129899,100873,84393.9,67317.2,52612,83853.6,23098.5,268.28,0.236
88746.1,69675,83474.2,51067.9,39864,83955.2,45536.3,440.04,0.238
153702,117347,85839.8,70767.6,52011,89170.1,22919,260.68,0.238
161862,113422,93524.8,73198.5,53395,89842.4,33956.2,212.04,0.239
129577,87878,96633.3,35991.3,25918,91007.4,19705.8,134.52,0.24
105690,78948,87734.7,34757.8,28204,80764.7,19360.9,156.56,0.24
99233.1,77109,84339.6,33442.6,29313,74768.8,8751.82,136.8,0.24
101661,78917,84423.3,31994.3,27201,77084.5,29902.2,302.48,0.244
80631,64265,82225.7,40805.4,35901,74488.8,10137.8,133.76,0.246
96352.6,67129,94066.1,47057,38900,79278.4,20738.4,173.28,0.248
100921,76362,86613.1,38504.6,31459,80213.6,16265.5,158.84,0.25
121747,89140,89508.9,43495,32712,87138.9,34139.5,294.12,0.255
96558.6,78745,80361.5,35604,30052,77643.6,17893.3,212.8,0.256
123527,97617,82930.7,89011.2,67573,86328,33759.1,445.36,0.256
126046,90093,91689.3,50318.7,38256,86200.6,15026.5,46.36,0.258
143895,103995,90680.2,67363.4,51206,86215.1,25252.9,303.24,0.262
143003,99830,93877.8,60933.9,44842,89054.2,29541,284.24,0.263
104166,81729,83527.4,66524.1,46909,92940.1,30235.6,340.48,0.263
119515,90793,86268.4,79244.5,59705,86983.9,21366,306.28,0.266
95455.7,74500,83970.2,79023.6,59360,87245.4,31902.6,269.8,0.27
82206.6,69026,78050.1,48548.5,37982,83768,25517,298.68,0.271
85918,70296,80100.2,68973.5,54309,83232,29501,230.28,0.272
116623,97508,78383.2,72770.4,55892,85326.7,39146.8,427.88,0.273
125491,89214,92184.5,60480.4,44275,89523.3,21145.7,275.88,0.274
99406.5,79506,81939.8,67962.5,51322,86785.2,15162.8,180.88,0.275
95827,72077,87130.6,53046.8,41113,84559.1,20981.7,277.4,0.275
86693.2,67420,84270.6,50663.7,37612,88277.6,26409.5,333.64,0.279
112206,84329,87200.6,81694.7,59460,90042.8,34756.3,402.04,0.28
101994,68258,97926.6,51668.5,38390,88203.9,37258.8,388.36,0.281
124419,90630,89969.3,41528.4,31194,87247.7,14198.8,130.72,0.286
155967,107475,95105.3,54874.8,43083,83473.2,24693.9,215.08,0.288
135531,99246,89496.3,41228.1,32222,83853.4,33876.9,323,0.292
87760.8,72715,79096.4,42253,32454,85323.6,24551.4,217.36,0.294
134272,101545,86657.7,57988.7,47460,80074.8,15415.4,108.68,0.295
109187,77881,91879.6,83818.4,57988,94728.6,26602.7,284.24,0.299
113407,86714,85709.8,54615.3,41587,86067,28326,319.2,0.3
93797.2,67783,90687.8,42747.3,36319,77135.6,20752.3,202.92,0.307
86802,64548,88130.6,66824.4,51600,84872.2,19502.6,263.72,0.311
84052.1,68828,80031.9,66384,51292,84819.1,24899.5,273.6,0.313
123863,102127,79484.5,45594.8,36127,82711,24579.9,136.04,0.319
113585,88348,84256.8,37179.4,29836,81666.2,23738.3,193.04,0.322
134187,101757,86422.4,36846,29149,82841.3,15804.2,132.24,0.322
115901,85342,89002.6,42783.5,32247,86949.5,20767.7,237.88,0.325
147344,103680,93135.8,55727.2,44028,82950.4,16505.7,109.44,0.326
118216,88401,87639.3,64277.3,47849,88036.9,24006.3,203.68,0.327
86506.2,59472,95326.7,63654.4,44564,93610.4,5709.55,313.12,0.328
99156.9,68957,94237.7,60454.2,43296,91508,22761.2,262.96,0.33
85078.9,68164,81798.8,34087.1,30200,73971.3,14762.4,169.48,0.331
135168,99361,89153.2,49370.1,39229,82477.7,10042.3,205.96,0.335
101486,75172,88476.8,44392.8,32632,89155.7,9659.65,95.76,0.336
111555,83330,87733.7,54676.9,44490,80541.9,17148.7,234.84,0.34
90934.4,75579,78850.9,29967.6,26175,75031.8,16182.3,152,0.343
137656,94903,95059.3,56571.9,45759,81022.2,26579.6,256.12,0.347
136734,102351,87551.5,43552.7,32450,87959.1,23417.2,184.68,0.348
128570,97378,86528.2,40187.8,32750,80419.9,33530.4,317.68,0.353
134537,100765,87500.5,95858.1,74480,84346.9,27308,286.52,0.357
104349,83608,81793.6,52320,42661,80374.1,24291.2,294.12,0.358
130243,93677,91117.5,38428.4,28777,87515.8,10268,142.12,0.36
104198,80132,85218.2,34489.1,28212,80117.5,18150.4,197.6,0.368
108689,84850,83948.8,49290.8,41614,77625.8,20042.3,210.52,0.37
160330,107290,97934.3,58796.4,43671,88234.4,7432.81,177.08,0.371
161069,118133,89355.3,69792.8,51133,89451.8,19984.6,282.72,0.377
140653,98404,93673.5,64002.4,49424,84866.9,6350.96,135.28,0.379
123183,91616,88116.7,50581.3,39288,84374.3,22515.6,272.08,0.379
110943,90908,79979.6,86488.7,66385,85382.6,36085.3,357.2,0.381
97565,75253,84967,28476.1,24725,75478.8,17505.9,147.44,0.382
119617,90577,86547.9,35064.3,27225,84406.7,34737,313.88,0.385
86283.8,67492,83783.2,30839.3,26312,76812.2,34001.7,266.76,0.388
90450.9,72212,82088.7,26251.6,22580,76192.4,35416.9,299.44,0.39
128978,95157,88828.8,49030.5,37993,84575.2,8229.76,34.2,0.39
108172,83108,85300.3,28948.1,24120,78654.5,15433.9,140.6,0.391
147348,107617,89731.1,48950.4,36505,87878.8,37833.9,512.24,0.392
134641,96903,91058.2,54888.7,39167,91842.2,22086.7,259.16,0.4
177906,117983,98821.6,64605.3,50770,83395.2,40621.3,420.28,0.403
111260,88492,82397.9,47468.2,39276,79205.5,25627.9,200.64,0.409
137612,107220,84112.6,78988.1,55976,92478.3,48168.1,475.76,0.409
133996,99246,88482.8,81207.3,59011,90186.6,36786.8,370.88,0.417
80697.6,66624,79379.8,33185.5,28704,75767.9,9788.24,112.48,0.422
102836,79165,85131.6,27684.6,22304,81345.8,15296,140.6,0.425
137832,105225,85844.2,52183.7,39668,86213.3,23129.3,313.12,0.425
108280,84151,84327.3,36550.4,28075,85320.2,2617.23,15.96,0.426
112033,82968,88494.6,48844.2,40113,79800.9,7962.57,114,0.426
108002,81505,86841.3,50190.1,38821,84728.9,26139.2,316.92,0.426
116705,84656,90346.6,50610.6,37956,87385.8,9653.49,148.2,0.427
116576,87032,87783.3,38243.6,31276,80136,7231.84,96.52,0.427
158048,113911,90929,65331.4,50459,84852.2,24348.9,229.52,0.428
95128.6,74665,83497.6,47121.7,38217,80806.1,24998.8,234.08,0.43
122511,91549,87700.3,35361.5,29104,79626.5,12688.1,100.32,0.43
100908,83243,79443.3,67067.8,52054,84438.3,23501.2,311.6,0.431
110245,83085,86959.3,51360.5,35568,94634.6,21740.2,240.92,0.436
167111,119600,91570,61227.3,45288,88601.7,34727,347.32,0.439
101558,80008,83188,28174.3,24449,75521.7,13986.3,109.44,0.439
114513,97172,77231.1,65661,49200,87462.6,10810.8,165.68,0.443
121753,99920,79856.1,78606.2,62100,82955.5,30530.5,291.08,0.444
100496,80041,82284,46505.7,40377,75483.5,10937.8,137.56,0.449
107237,82654,85028,38958.9,28275,90299.3,27638.4,142.88,0.46
89331.6,65567,89289.4,33375.6,27522,79474.8,16427.2,198.36,0.461
83776.7,69167,79378.7,27468.2,22530,79900.4,1537.69,123.88,0.464
125048,86578,94656.1,53701.3,39206,89766.1,35199,277.4,0.468
102675,80003,84107.9,28486.9,23803,78432.1,15347.6,126.92,0.47
129524,99203,85567,48708.7,39371,81079.2,20321.1,259.16,0.471
129435,99288,85434.6,77358.8,52933,95777.4,49039.8,411.92,0.473
147230,107009,90168.9,33450.3,26621,82348.6,18895.8,142.12,0.475
106668,79946,87441.6,54750.8,42067,85296.1,33510.4,237.88,0.478
116090,84826,89690.1,59171.4,46979,82544.5,28434.6,359.48,0.48
148906,108059,90308.9,50763,41462,80237.5,16006,100.32,0.482
100953,76003,87050.4,38020.3,32367,76982.7,13231.7,142.12,0.485
142503,104834,89084.3,49882.9,38506,84899.1,20843.1,232.56,0.488
100931,79471,83233.1,28722.5,24370,77240.9,22715,253.08,0.49
123102,89357,90285.5,44040.9,32464,88906.7,11394.5,69.92,0.493
89363.6,70182,83447.8,75165.9,60030,82060.1,30284.9,338.96,0.494
127598,94449,88537.3,46105.3,36857,81980.5,12752.7,145.92,0.494
128922,99009,85335.9,41984.2,32329,85108.7,37287.2,294.12,0.495
96383.2,81228,77763.5,45912.8,35973,83644.4,18758.7,208.24,0.496
138708,98833,91976.9,55748.8,39613,92231.1,30629.1,250.04,0.498
150938,101265,97683.2,59150.6,44061,87980.2,959.42,79.04,0.5
116936,93573,81898.5,38103.4,28845,86571.2,23242.4,183.16,0.5
124295,94129,86538.8,46617.3,36365,84012.5,27384.3,210.52,0.501
