"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue B-A","586_15 YG D-A","Time"
128552,95189,88505.8,43818.4,37001,77610.9,14375.9,15662.8,0.26
127733,97689,85691.1,52949.8,38644,89797.1,35516.2,32047.7,0.261
95268.7,73929,84453,30522.8,24468,81753.4,8322.16,10715.2,0.265
116925,90242,84914.1,39454.8,31626,81759,22136.7,24974.4,0.267
123313,90590,89209.2,37626.1,31395,78543.1,4237.31,4924.04,0.272
131670,95445,90409.2,31663.9,24661,84146.1,19916.8,19449.9,0.298
113249,80812,91841.6,26741.3,21701,80757.6,16655.1,15742.6,0.301
111583,85482,85546.9,32850.5,26999,79739.7,18358.3,21603,0.308
149948,101777,96554.3,79834.4,55877,93634.7,14922.6,18549.3,0.311
125136,88608,92552.5,73800.6,59372,81462.6,639.1,1002.44,0.311
145973,101511,94240.8,59196.1,46479,83467.2,17144,23826,0.311
112133,80281,91537.6,45852,32281,93087.4,20781.5,22838,0.316
91050,68486,87128,32999.9,27438,78820.6,5745.74,6692.56,0.317
121720,88934,89696.2,29735.9,22994,84751.2,15999.8,16918.4,0.328
112386,87519,84156.6,35048.9,29839,76978.5,14925.7,18247.6,0.33
107643,87194,80905.4,49025.1,38954,82479.6,18397.6,21248.1,0.334
85743.2,68756,81727.7,25229,21640,76405.3,6477.24,8331.88,0.336
128317,95289,88251.6,37867.1,29668,83647.6,22459.4,21333.2,0.337
103912,81657,83397.5,28737.9,23981,78535.9,15265.2,17268.7,0.339
154792,113125,89674.6,62109,42813,95073.3,33133.9,40178.2,0.34
144949,104516,90889.1,72289.1,52320,90549.3,26060.6,31486,0.342
146057,98005,97668.1,76196.9,53101,94040.4,13426.5,15067,0.346
152272,112437,88754.8,36822.2,29757,81096.1,21805.6,24958.4,0.347
110780,85152,85260.3,47756.9,35108,89147.7,22618.8,22072.7,0.348
116888,83068,92218,45111.2,36181,81711.6,14422.9,15042.7,0.357
115086,86267,87429.4,48322.9,37302,84898.6,28641.7,31105.3,0.364
99095.7,74513,87157.1,36024.4,29917,78914.9,28300.6,26635,0.372
136692,107641,83223.5,63001.4,48372,85356.4,27375.8,28801,0.374
156220,107376,95347.8,50009.2,37308,87847.2,30375.7,31344.7,0.377
121300,92738,85720,50324.1,38662,85304.5,20841.6,28300.9,0.382
110682,86728,83636.5,57027,47169,79232.5,19852.9,23322.1,0.396
136385,90304,98978.1,64326.6,48672,86614.6,20741.5,16916.8,0.408
152315,109196,91414.8,45703.3,34081,87885.2,23126.9,25763.2,0.409
158334,105813,98065.2,43595.1,33977,84087.7,19761.3,18211.1,0.424
150385,104419,94385.7,44301.2,34027,85324.1,33113.8,32047.7,0.428
140485,100174,91908.1,45581.7,34151,87471.6,27592.9,26742.9,0.431
129628,96614,87930.6,35580.9,28138,82871.3,25848.1,26727.7,0.433
134710,102631,86020.4,38249.8,27883,89901.9,27333.5,26871.3,0.435
109035,84776,84289.6,33848.4,28316,78340.5,3652.11,4516.68,0.44
106384,79814,87352.8,54064,39310,90133.3,25118.2,27153.3,0.449
112126,87645,83841.4,46277,36909,82169.9,13696,12130.4,0.46
100897,78881,83827.4,28617.8,24601,76236.6,15289.9,18674.7,0.461
137603,100380,89838.4,47144.8,34769,88863.1,23205.5,28501.5,0.462
133747,93621,93624.9,52179,39741,86047.3,38045.7,40772.5,0.464
149885,112981,86942.6,64113.3,46553,90256.9,22877.5,26514.1,0.47
141696,103758,89498.8,52057.4,39507,86355.2,31726.3,40997.4,0.474
