"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue B-A","586_15 YG D-A","Time"
111691,90141,81203.9,58871.1,46336,83265.2,14785.5,28561.6,0.218
124938,89432,91555.2,42112.1,34705,79523.3,11731.7,21708.6,0.22
157469,110772,93163.3,58032.6,44376,85704.5,15373.8,30576.3,0.22
118910,94165,82757.5,39909.1,31721,82452.7,19509.5,29808.7,0.22
161941,115968,91516.5,48911.9,38984,82225.9,19374,39550.4,0.221
115233,85721,88098.6,49292.3,36909,87524,16381.8,30530.7,0.222
104237,80041,85346.8,31358.2,25524,80516.2,9199.96,18641.3,0.224
165181,114716,94366,56208.5,44309,83136.1,16089.1,31877.4,0.224
107055,83199,84327.5,25176.7,21026,78473.3,10161.7,19766.1,0.226
98566.7,77152,83726.5,21422.9,18572,75596.3,12696.5,19990.3,0.233
135602,97036,91582.8,34476,28136,80303.4,13380.3,20854.4,0.236
126298,91129,90828.3,41984.2,33172,82945.9,11744,19638.4,0.238
123829,94892,85520.8,40977.1,34360,78157,28817.2,47589.7,0.241
126124,93085,88797.2,45269.1,34032,87175.4,52808.1,75099.4,0.247
129904,93985,90582.8,47925.6,39193,80138,20708.4,31494.4,0.248
116185,88745,85800.1,33734.5,28100,78676.9,9555.7,17261.9,0.253
89585.9,69894,84000.1,30021.5,25550,77005.5,15519.3,26368.2,0.256
152950,113543,88281.6,86202.3,63051,89599.7,19745.1,36565.1,0.258
162649,117477,90735.5,64767.8,47285,89766.8,24278.1,49212.3,0.263
144203,105947,89200.1,45539.3,36486,81797.6,11981.2,19237.1,0.268
92012.2,72043,83701.5,38062.6,32315,77192.4,2553.32,5168,0.273
147257,109696,87976.4,68535.4,50368,89174.4,31556.1,53988.1,0.273
131976,88526,97702.5,35077.3,27923,82327.4,13408,20451.6,0.278
123185,93897,85977.5,43934.7,33357,86317.8,26259.3,48188.6,0.28
171724,117444,95825.6,56173,39572,93029.3,24865.6,41102.3,0.281
113928,94698,78844.1,34039.4,27367,81514.4,17157.9,31662.4,0.281
135865,101080,88088.9,48165,36289,86983.5,19005.1,28729.5,0.282
146752,102232,94075.7,66735.9,48849,89533.1,15381.5,25858.2,0.282
127776,99559,84110.3,52507.8,40207,85585.9,24736.2,42848.8,0.283
149160,107989,90521.7,85740.3,63349,88700.3,20565.9,33130.7,0.284
148617,107397,90689.2,45775.7,33753,88879.8,38806.5,60380.5,0.287
122730,87761,91649.6,36888.4,30233,79962.9,17509.8,27441.3,0.288
121517,92932,85694,32732.7,27180,78924.6,14715.5,28634.5,0.288
129074,95191,88863.5,32715,27051,79258,15651,25250.2,0.288
139728,99709,91839.7,45865.1,37328,80524.3,30875.5,47360.9,0.289
140264,100133,91801.5,93130,68517,89078.1,26611.2,43579.9,0.29
175556,122821,93675,69501,53449,85218,25857.4,47595,0.291
96187.4,71465,88207.3,68128.1,50132,89061.7,20323.4,33044,0.291
129167,88697,95438.5,43760.6,34852,82287.9,14089.5,25274.6,0.293
