"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue B-A","582_15 YG D-A","Time"
51618.2,37279,90744.2,34400.6,25115,89766.3,1475.22,-153.43,0.228
65206.8,43282,98733.7,32601.8,23570,90648.8,617.55,-101.17,0.228
65673.4,43558,98810.1,46927.6,34858,88227.9,17828.9,-256.61,0.246
64998.7,42735,99678.4,24537.8,16987,94667,1413.12,-259.96,0.253
70447,49022,94178.4,83024.2,63406,85813.3,1152.99,-76.38,0.255
59369,39586,98287.5,36797.7,27094,89007.7,20693.8,-302.84,0.26
63648.7,44905,92891.3,22234.6,17700,82325.7,287.04,-317.58,0.287
153348,100300,100197,55910.7,37365,98064.1,5695.26,51.59,0.303
72146.2,47292,99978.2,26656.8,18696,93441.3,11576.1,-231.82,0.309
62197.2,47828,85225.3,24027.2,20924,75255.5,454.02,-67,0.314
46160.6,31926,94756.1,45255,34434,86131,21436.2,-271.35,0.317
82205.3,51403,104807,50022.9,33611,97536.6,44892.1,-4.69,0.319
74936.2,46749,105051,33678.9,21808,101210,39855.1,-304.85,0.321
74656.1,52107,93896.4,30530.4,22367,89455.1,369.84,12.06,0.336
61654.3,43107,93733.7,28043,21187,86743,3531.42,9.38,0.345
52760.2,37106,93184.1,42568.9,31734,87911.8,11324.3,-318.25,0.35
54902.2,39871,90242.7,45297.8,34946,84949.3,672.06,-160.8,0.357
78976.1,50459,102574,39541.1,25775,100538,29803.9,-108.54,0.379
49197.6,37298,86444.7,38348.8,29426,85408.4,4647.15,-52.93,0.382
121661,75466,105653,57866.2,40071,94639.9,64074.1,-209.71,0.394
87354,58123,98495.1,40175.9,26155,100668,23120.5,-115.91,0.399
69463.4,49155,92612.3,54942.6,40323,89296.9,79881.3,-127.3,0.404
66494.2,46502,93711.3,50364.5,38402,85950.9,3788.79,97.15,0.407
95514.5,64615,96875.9,37169.6,27551,88415.9,1615.29,-106.53,0.413
68148.7,44423,100538,56066.6,41011,89595.1,27092.8,38.19,0.414
78981.8,50691,102112,48278.6,34431,91893.6,40883.2,-206.36,0.418
79776.7,47267,110611,33276.6,22019,99042.5,15636.8,-48.24,0.428
120247,71686,109931,47238.8,31142,99410.5,362.25,-97.15,0.437
56425.7,36770,100569,34402,22382,100731,22593.4,-217.08,0.459
73044.7,51202,93493.6,54528.6,40910,87352.4,24340.4,-180.9,0.466
95765.8,65512,95800.8,44180.7,31345,92372.8,959.79,-23.45,0.47
70027.9,47205,97221.7,54007.7,40953,86427.1,21415.5,-47.57,0.47
80223.1,56112,93696.6,59677.4,41980,93163.9,25440.3,-115.91,0.481
96696.7,67938,93277.9,39817.1,28426,91798.2,1952.01,-208.37,0.485
61179.8,38605,103859,28857.2,18896,100084,1995.48,-298.82,0.502
84329.3,54743,100955,63342,44151,94022.4,2343.93,-290.11,0.516
108356,79086,89791.4,94174.6,68730,89798.2,342.24,97.82,0.536
65682.7,51431,83696.3,43837.1,38251,75106.7,402.96,71.69,0.557
75018.2,50230,97877.7,43543.1,29962,95242.1,2377.74,-90.45,0.558
68190.5,46166,96801.4,32442.4,21934,96933.8,1641.51,-136.68,0.57
50026.3,28583,114702,44629.2,29911,97784.1,32778.4,-286.09,0.574
104835,63546,108118,54209.9,35498,100082,42291.5,-189.61,0.594
94068,69438,88782,53833.1,42478,83054.9,263.58,-159.46,0.599
87426,59702,95969.2,66302.1,47494,91488.9,4400.82,-174.87,0.617
59991.1,41419,94922.1,26391.1,17311,99911.5,2522.64,-119.93,0.618
56017.4,37295,98435.7,44667.8,31051,94275.6,23644.9,-298.82,0.621
70324.6,43718,105421,29979.8,20314,96719.4,401.58,-58.96,0.625
60721.2,36957,107677,37384.9,24144,101477,75869,-203.68,0.626
84850.6,58946,94336.6,36908.1,29050,83263.7,470.58,-134,0.638
79090.6,51712,100234,52763.6,35576,97198,41510.4,-134,0.64
75742.6,48748,101827,41834,29377,93325.9,58745.9,-18.09,0.662
76953.6,50809,99258.6,38688.3,26772,94706.3,25482.4,-213.06,0.673
63450,49284,84373.4,29707.9,23656,82302.2,607.2,79.73,0.683
81594,52158,102522,61033.3,40935,97712.9,15806.5,-230.48,0.688
70177,48034,95747.1,38475.8,27654,91182.1,32123.6,-202.34,0.689
68521,45078,99618.2,61857.1,42950,94385.8,2132.79,-112.56,0.72
66615.1,45087,96828.1,59324.1,40722,95473.4,1220.61,-170.18,0.721
65512.8,41926,102405,24717.2,16858,96088.8,49423.3,-296.81,0.721
66934.8,47738,91889.9,50488.7,32947,100429,20390.2,-14.07,0.742
64190.9,41615,101089,31044.5,22255,91419.1,447.12,-291.45,0.789
88918.6,55007,105939,60845.6,40571,98286.4,1868.52,-335,0.796
73635.8,48931,98624.6,26214.5,18499,92869.5,400.2,-316.91,0.798
82083.6,53103,101302,35755.8,24571,95368.2,1035,-302.84,0.822
84589.9,58536,94705.6,42417.8,31185,89141.9,39781.3,0.67,0.859
69488.6,44852,101534,52073.6,37388,91277.8,1858.17,-217.75,0.89
65268.7,41372,103390,53718.6,35889,98094.1,1529.73,-259.29,0.899
73704.2,46754,103313,30356.6,20050,99224.3,13742.7,-306.19,0.903
83285.3,57086,95613.4,115193,79818,94581.6,78526.1,-117.92,0.91
69444.7,42202,107842,48499.4,34238,92834.2,1901.64,-237.85,0.935
68011.2,42002,106118,48935.5,34246,93647,34469.6,-176.88,0.937
56162.2,40046,91910.4,52596.6,36231,95138.8,27571.7,-156.11,0.937
71964,54188,87034.6,23030.1,18881,79937.6,1004.64,62.31,0.943
64939.7,41427,102732,19763,13003,99606.8,1225.44,-253.93,0.946
99869.8,70711,92560.8,55500.1,43935,82787.2,941.16,53.6,0.977
72357.1,49298,96190.5,45189.5,33174,89272.9,25022.2,-156.11,0.985
67862.9,47428,93772.9,26681.6,20584,84949.8,2043.78,60.97,1.016
73564.6,47723,101023,25551.4,18847,88848.9,1660.83,-296.81,1.019
55057.7,37670,95786.1,31533.7,25006,82643.9,3450,-270.01,1.025
89599,59058,99427,51952.2,35582,95687.1,8291.04,-171.52,1.034
78354,54489,94239.3,36055.3,28532,82816.4,361.56,-119.26,1.041
94219.2,57342,107683,58144.2,38154,99872.6,9688.29,-182.24,1.05
76794.5,52428,95994.6,34333,24709,91061.9,362.25,-219.09,1.055
75106.8,48263,101987,42741.4,29227,95839.4,12660.1,-303.51,1.056
97936.6,68134,94202.2,49744.2,36162,90150.8,26679.5,86.43,1.066
87952.3,58213,99016.4,52520,38921,88434.3,14525.2,-154.1,1.067
53156.9,34546,100842,37187.6,26578,91697,1019.82,-150.75,1.074
66811.7,44744,97858.3,22264.9,16177,90199.3,302.91,-131.32,1.082
69940.8,48754,94015.7,34448.9,24850,90850.9,6210.69,-178.22,1.095
98279.3,60927,105714,58406.4,37455,102195,2068.62,13.4,1.11
113706,77311,96387.8,38435.8,28578,88142.1,1239.24,18.09,1.115
103735,67383,100892,63121.2,43943,94138.1,58131.8,0.67,1.116
69914.9,45921,99778.8,30959.6,20925,96963.9,1735.35,-243.21,1.117
94731.8,62265,99708.4,47116.6,30788,100294,27561.4,-260.63,1.13
85698,56487,99426.5,50363.1,37683,87588.5,1794,20.1,1.139
62401,38101,107333,39460.4,26473,97687.4,22425,-263.98,1.139
69224.4,49515,91622.6,54167.8,39942,88877.3,400.2,-193.63,1.154
77759.3,48894,104226,51966,36771,92617.6,3173.31,-320.26,1.158
51925.7,30378,112022,46232.8,30186,100375,5575.2,-161.47,1.169
48952.1,32242,99501.4,42584,28754,97057.4,549.24,-279.39,1.196
80664.5,51976,101709,38504.1,27733,90989.2,29829.4,-39.53,1.198
72715,41452,114963,46643.3,30037,101768,15086.2,-342.37,1.2
68872.3,44377,101711,40565.1,28084,94661.5,4944.54,-239.19,1.227
67579.9,40208,110150,41520.8,27836,97754.8,17601.2,-8.71,1.24
77499.4,54479,93228.5,48147.5,36315,86889.6,26205.5,-79.73,1.241
38272.3,23995,104531,53522.6,34843,100670,14092.6,-176.88,1.252
108685,62444,114067,77603.6,51205,99322.9,29577.5,-203.68,1.255
74712.2,50019,97889.6,85935.4,68127,82667.1,727.26,-127.97,1.263
