FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,530_30 Blue B-A,582_15 YG D-A,Time
95261.2,40927,152541,48762.2,25459,125523.0,24952.3,21764.8,0.211
131633.0,55317,155951,66702.6,33036,132323.0,32840.6,22384.2,0.211
133330.0,56299,155206,76036.2,42030,118561.0,25047.1,19616.7,0.22
140779.0,49429,186653,95517.8,39576,158173.0,34391.7,12961.5,0.22
130431.0,60598,141060,49684.4,25791,126250.0,44298.7,13364.3,0.22
132980.0,57495,151578,136428.0,53695,166513.0,31390.9,26012.1,0.242
120899.0,44793,176886,103719.0,40632,167290.0,71029.9,25989.6,0.258
116352.0,58665,129979,61393.2,33474,120197.0,26649.4,17768.4,0.258
128270.0,60025,140047,47830.3,24382,128562.0,26040.1,23571.9,0.265
102940.0,44662,151052,57562.9,30407,124065.0,24267.8,14653.0,0.27
152088.0,63466,157048,67648.7,33322,133048.0,16572.4,17921.3,0.272
129036.0,54231,155934,45522.8,22767,131040.0,32762.1,24937.1,0.273
129137.0,55522,152428,76765.4,35994,139770.0,24469.4,17667.4,0.276
104464.0,50886,134539,84651.6,41838,132600.0,2585.48,22330.3,0.284
139510.0,54912,166502,81474.2,35487,150463.0,38407.2,14396.2,0.294
121172.0,52347,151701,72197.2,37852,125000.0,33235.2,25312.4,0.297
112917.0,55983,132185,26155.6,13019,131664.0,12256.0,22634.1,0.304
101032.0,41844,158237,67182.1,33204,132600.0,28358.5,24092.3,0.305
182614.0,70029,170898,205666.0,77312,174339.0,77090.2,27607.6,0.31
129318.0,49560,171005,76681.5,38106,131879.0,21757.5,22864.4,0.323
142930.0,54179,172891,80725.4,33626,157331.0,40374.7,25039.0,0.327
127254.0,50579,164885,64944.4,28969,146922.0,19164.4,16242.5,0.335
115527.0,45871,165053,50126.9,24279,135307.0,21737.9,27080.3,0.341
130057.0,58547,145582,64107.3,32850,127894.0,20775.4,20529.0,0.348
138630.0,59863,151767,119094.0,48854,159761.0,5126.27,19110.0,0.349
188361.0,68365,180566,128936.0,54237,155797.0,27857.1,12931.1,0.355
153984.0,64710,155949,112640.0,53215,138719.0,48665.2,24829.3,0.358
95806.6,41434,151537,55283.7,28507,127094.0,15920.5,18264.3,0.38
159687.0,55547,188404,101597.0,44106,150960.0,30051.3,22769.3,0.38
125402.0,59752,137540,49626.6,28458,114285.0,17861.8,17439.1,0.388
129231.0,47343,178891,70954.6,27734,167667.0,38679.7,20716.2,0.399
121103.0,54462,145727,73625.1,41081,117453.0,36492.1,20486.9,0.404
113632.0,45402,164023,79134.0,40058,129465.0,23763.1,24490.2,0.406
195947.0,62773,204572,155279.0,58950,172627.0,26812.9,21317.9,0.41
180633.0,65237,181461,125969.0,48835,169049.0,14246.3,16374.8,0.416
110776.0,42258,171797,68635.1,30914,145503.0,16196.3,15720.2,0.419
153404.0,58473,171934,96122.7,45235,139262.0,24591.5,26228.7,0.425
109680.0,44967,159850,80157.5,40449,129872.0,39145.2,26682.5,0.425
176735.0,67874,170647,114163.0,48574,154029.0,39720.7,22359.7,0.427
108794.0,44915,158743,58658.4,25395,151378.0,24576.2,26348.3,0.432
122960.0,55207,145966,54835.7,29050,123708.0,19135.0,13111.4,0.434
119108.0,54335,143662,58800.1,29895,128902.0,43401.6,22746.8,0.441
114326.0,51260,146166,58243.1,28114,135769.0,22151.0,20147.8,0.441
150098.0,50246,195773,132042.0,53601,161442.0,61018.2,20126.3,0.442
181488.0,66081,179991,88668.2,34987,166089.0,36516.1,25244.8,0.443
160835.0,67650,155809,99190.0,48284,134631.0,27809.2,23465.1,0.449
135797.0,46468,191520,79428.3,31987,162735.0,10897.8,12872.3,0.458
114902.0,42044,179103,79373.8,36091,144131.0,45580.5,18488.7,0.466
106294.0,54606,127570,46152.8,25750,117463.0,18101.6,13317.2,0.467
127325.0,50635,164794,89765.9,37949,155021.0,22165.2,24719.5,0.468
116152.0,50830,149757,62641.2,32742,125382.0,28263.7,26878.5,0.469
155086.0,50546,201078,99252.1,39895,163043.0,20676.2,17688.0,0.481
141172.0,59189,156310,62198.7,31446,129627.0,29425.6,22021.6,0.483
149155.0,54548,179200,90768.7,42299,140633.0,14965.7,13735.7,0.483
122022.0,47546,168192,50082.2,24935,131630.0,32242.2,15215.5,0.493
113167.0,43841,169169,79492.6,35846,145334.0,21317.1,17675.3,0.494
93991.6,47850,128732,44573.4,22512,129760.0,20281.6,15054.8,0.496
131798.0,61208,141117,50508.4,24903,132921.0,19332.2,14959.7,0.508
117650.0,58818,131087,43528.1,24581,116051.0,24395.3,19442.2,0.509
102184.0,48995,136682,38083.5,22815,109395.0,22338.5,14414.8,0.513
97768.0,47538,134783,45372.3,26423,112535.0,21112.2,24231.5,0.514
111302.0,52115,139965,55308.8,33830,107145.0,34752.5,20584.9,0.517
180460.0,66894,176796,141127.0,65147,141969.0,74806.7,17999.7,0.517
125206.0,50654,161991,62627.0,27619,148605.0,26600.4,21188.6,0.519
131703.0,55046,156801,75456.3,37103,133281.0,25984.5,20033.2,0.524
167195.0,61066,179434,109342.0,46375,154520.0,43559.7,19740.1,0.543
129522.0,53332,159161,61050.9,25016,159939.0,39585.5,18781.7,0.544
133062.0,57706,151117,63294.1,32293,128450.0,30248.6,22023.5,0.553
114272.0,52171,143546,49943.8,25287,129439.0,25284.7,26235.6,0.555
133453.0,54566,160283,92518.1,37616,161188.0,24207.8,21682.5,0.556
