sample_name	sample_id	construct	replicate	concentration	bin	mean_log10_PEs	std_log10_PEs	mean_log10_FITCs	std_log10_FITCs
Omi32_d_2_1	37	Omi32	d	2	1	2.000311047435442	0.004320893625657314	2.772432123019646	0.27520813655407517
Omi32_d_2_2	38	Omi32	d	2	2	3.0037352462961366	0.44731006466670004	3.478115690846802	0.49819174786754233
Omi32_d_2_3	39	Omi32	d	2	3	3.881252172494645	0.10798207648211072	4.325805369355945	0.17648301510789208
Omi32_d_2_4	40	Omi32	d	2	4	4.242206023258107	0.1481570944251335	4.59697385855453	0.16168218236824983
Omi32_d_3_1	41	Omi32	d	3	1	2.00071706435509	0.0069531143037794025	2.8047479217244415	0.29284682827141834
Omi32_d_3_2	42	Omi32	d	3	2	2.8658154345706537	0.37878027537203385	3.4651011757112054	0.511191612782871
Omi32_d_3_3	43	Omi32	d	3	3	3.6818974361738586	0.12156142358635866	4.270577064118392	0.22855816700766876
Omi32_d_3_4	44	Omi32	d	3	4	4.0691753525481555	0.15436998191267598	4.5449595618127585	0.18085109879941919
Omi32_d_4_1	45	Omi32	d	4	1	2.0023319484937936	0.017614948718459963	2.8291921840655676	0.3503523376519435
Omi32_d_4_2	46	Omi32	d	4	2	2.663287796710902	0.29410515401671306	3.4261266996863986	0.5374108080652291
Omi32_d_4_3	47	Omi32	d	4	3	3.4630221345062604	0.15225955688193807	4.236549213351597	0.28191338275819217
Omi32_d_4_4	48	Omi32	d	4	4	3.91152273518787	0.155970263972036	4.506602514940645	0.19264735785584333
Omi32_d_5_1	49	Omi32	d	5	1	2.0078467845822643	0.03439409409731544	3.047847466917454	0.48531489875098305
Omi32_d_5_2	50	Omi32	d	5	2	2.3957018458179036	0.197866379774622	3.629161613742873	0.5701912494256615
Omi32_d_5_3	51	Omi32	d	5	3	2.975966749911414	0.143064945550539	4.218589848147181	0.33222559533960033
Omi32_d_5_4	52	Omi32	d	5	4	3.4559216812601252	0.17220782695590162	4.447808950269833	0.2435168698654778
Omi32_d_6_1	53	Omi32	d	6	1	2.028943411246987	0.06685888593585831	3.590004482358926	0.6640591643821874
Omi32_d_6_2	54	Omi32	d	6	2	2.3125354287383115	0.14142615805215844	4.054060551853813	0.47836923566697764
Omi32_d_6_3	55	Omi32	d	6	3	2.7758171084318484	0.18467748690122787	4.396505491087872	0.2975799411698369
Omi32_d_6_4	144	Omi32	d	6	4	2.7758171084318484	0.18467748690122787	4.396505491087872	0.2975799411698369
Omi32_d_7_1	56	Omi32	d	7	1	2.0395259232448337	0.07756612705596619	3.965150052631435	0.6190948139469367
Omi32_d_7_2	57	Omi32	d	7	2	2.349450589346926	0.24736170367464658	4.1212502702496705	0.5624783869290965
Omi32_d_7_3	145	Omi32	d	7	3	2.349450589346926	0.24736170367464658	4.1212502702496705	0.5624783869290965
Omi32_d_7_4	146	Omi32	d	7	4	2.349450589346926	0.24736170367464658	4.1212502702496705	0.5624783869290965
Omi32_d_8_1	58	Omi32	d	8	1	2.0194482114401993	0.056787752375707524	4.0376563538456525	0.6307939784899632
Omi32_d_8_2	59	Omi32	d	8	2	2.3663186244605052	0.35532867507342675	3.742408053700498	0.6244036814265324
Omi32_d_8_3	147	Omi32	d	8	3	2.3663186244605052	0.35532867507342675	3.742408053700498	0.6244036814265324
Omi32_d_8_4	148	Omi32	d	8	4	2.3663186244605052	0.35532867507342675	3.742408053700498	0.6244036814265324
Omi32_i_2_1	1294	Omi32	i	2	1	2.43491780249981	0.2196349242568253	2.54204822150517	0.22244550132378266
Omi32_i_2_2	1295	Omi32	i	2	2	3.459544197010836	0.42512626832838707	3.4959155470559495	0.49237364317196786
Omi32_i_2_3	1296	Omi32	i	2	3	4.3800413919439265	0.09415115355665225	4.438621696986585	0.14009320819600996
Omi32_i_2_4	1297	Omi32	i	2	4	4.656253291778121	0.10466127848411352	4.672490806666471	0.11739199503265473
Omi32_i_3_1	1298	Omi32	i	3	1	2.4981477208813834	0.18702147172579095	2.636626067346624	0.2424350587305613
Omi32_i_3_2	1299	Omi32	i	3	2	3.304042271887936	0.32264051000184046	3.499758398983127	0.4740957363159505
Omi32_i_3_3	1300	Omi32	i	3	3	4.149416033114244	0.12447634452016186	4.386623139614409	0.1985166367056148
Omi32_i_3_4	1301	Omi32	i	3	4	4.463956359403702	0.10376548935462719	4.622708913425611	0.14135573438931037
Omi32_i_4_1	1302	Omi32	i	4	1	2.4641888313071556	0.20578566448321262	2.7385679173070065	0.3147596849664493
Omi32_i_4_2	1303	Omi32	i	4	2	3.2538906446653058	0.2808819750855403	3.6105907799285446	0.5070315734892448
Omi32_i_4_3	1304	Omi32	i	4	3	3.9874440342356916	0.14131126681449896	4.376274513405569	0.24238739799163847
Omi32_i_4_4	1305	Omi32	i	4	4	4.384237937776259	0.12533499196794523	4.58810617124564	0.16155454925376456
Omi32_i_5_1	1306	Omi32	i	5	1	2.3576275128023965	0.23370153101562421	3.09309635934962	0.43247212899434917
Omi32_i_5_2	1307	Omi32	i	5	2	3.087043963315208	0.18770838682182112	4.076623084332196	0.41537979793400037
Omi32_i_5_3	1308	Omi32	i	5	3	3.5767167965283893	0.1055676496612367	4.382546119497395	0.3056735381637215
Omi32_i_5_4	1309	Omi32	i	5	4	3.9262107361266865	0.125690599342177	4.577345641583201	0.2032983884292943
Omi32_i_6_1	1310	Omi32	i	6	1	2.2784539720551606	0.24501329474409328	3.675287574011707	0.6728408147481744
Omi32_i_6_2	1311	Omi32	i	6	2	2.8820140603445656	0.08435199415388707	4.433413639358721	0.21228954386653442
Omi32_i_6_3	1312	Omi32	i	6	3	3.2041882179504304	0.1425927649807753	4.534064835078016	0.31976354656695444
Omi32_i_6_4	26	Omi32	i	6	4	3.2041882179504304	0.1425927649807753	4.534064835078016	0.31976354656695444
Omi32_i_7_1	1313	Omi32	i	7	1	2.229527135746676	0.21190622609109463	4.025077631003293	0.6526687744444082
Omi32_i_7_2	1314	Omi32	i	7	2	3.048106057514866	0.33927138316932165	4.271930232840477	0.6771837797515085
Omi32_i_7_3	27	Omi32	i	7	3	3.048106057514866	0.33927138316932165	4.271930232840477	0.6771837797515085
Omi32_i_7_4	28	Omi32	i	7	4	3.048106057514866	0.33927138316932165	4.271930232840477	0.6771837797515085
Omi32_i_8_1	1315	Omi32	i	8	1	2.1987756902973867	0.20109092087619712	4.103465252621087	0.6396860974847557
Omi32_i_8_2	1316	Omi32	i	8	2	3.006068856845111	0.16642436849943312	3.4269699600106414	0.5461968868923942
Omi32_i_8_3	29	Omi32	i	8	3	3.006068856845111	0.16642436849943312	3.4269699600106414	0.5461968868923942
Omi32_i_8_4	30	Omi32	i	8	4	3.006068856845111	0.16642436849943312	3.4269699600106414	0.5461968868923942
