"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue C-A","586_15 YG D-A","Time"
118797,73448,106000,42864.6,32901,85382.6,17830,28655,0.201
93578.5,61424,99843,32962.7,25548,84556.2,27062.6,39684.2,0.203
101818,67977,98162,33810.9,27220,81404.5,14013.7,28022.7,0.208
74871.2,45655,107475,47998.8,37107,84772.4,11403.4,19883.1,0.209
102006,68058,98226.1,42278.3,33319,83158.4,19487,35660.7,0.213
121292,73256,108510,58860.8,44453,86777.1,18394.2,30936.6,0.217
121717,79951,99771.8,57638.8,45890,82314.5,7552.24,13469.5,0.217
73446.4,47650,101015,36610.1,29586,81095.2,5424.99,10204.5,0.218
89249,62070,94232.7,34703.3,27690,82135,12304.6,21448,0.218
128359,79860,105336,58930.5,44444,86897.5,20481.2,35046.6,0.22
127282,80237,103962,51687.8,40080,84516.3,14981.2,29598.2,0.222
88930.3,60983,95569.9,38782.9,32479,78256.1,10192.7,19575.3,0.225
123020,78475,102736,50782,39967,83269.9,16953,33575.3,0.228
104044,65705,103776,58099.7,45044,84531.2,12514.3,24154.3,0.229
134242,86526,101677,61337.8,47118,85314.2,21349.6,41510.4,0.23
106738,67291,103954,49299.9,34751,92973.5,16247.5,32163.2,0.233
88332,58186,99490,44622,36986,79066.3,6237.7,13889.8,0.239
86750.4,59851,94990.5,32592.8,26767,79799.9,11809.4,21747.4,0.239
104947,73214,93940.9,41897.1,34574,79417.2,11855,25448.6,0.246
105597,71031,97427.5,41030.8,32927,81665.3,15970.8,27131.2,0.251
88444.9,59255,97820,39960.1,32187,81362.9,19791.8,33286.5,0.256
119770,76342,102817,50507.3,38950,84981.9,21003.8,37276.5,0.257
103017,68547,98491.6,57705.1,43743,86454.1,37328.4,60675.4,0.258
90823.8,59969,99255.1,31780.8,25153,82804.6,11998.4,23683.1,0.27
99826.2,69372,94306.2,36525.1,29793,80344.6,19688.6,37351,0.275
74503.5,48298,101095,44855.2,35482,82848.4,17262.6,28029.6,0.277
107038,71022,98770,55552.4,44442,81919.8,7722.42,14934.8,0.287
95927.6,61674,101935,40661.6,32330,82425,17242.5,27876.8,0.29
80862.3,53012,99965.9,44858.5,35552,82691.5,17401.9,29819.4,0.291
148358,94338,103063,98315.8,71466,90157.9,48676.2,106725,0.291
104202,67033,101875,38598,30100,84038.6,20132.8,33278.9,0.308
72991.4,48046,99562.1,33065.8,26414,82039.9,17527.9,29373.2,0.321
90004.2,56562,104284,49241.7,37902,85143.3,17157.4,28537.2,0.343
111308,69874,104398,53046.6,41106,84573.1,24264.7,41838.8,0.357
112042,74158,99015.5,45513.1,35822,83265.8,12992.6,22445.8,0.359
106200,75878,91725.5,38349.5,29894,84072.7,23359.6,47476.4,0.361
107068,71887,97609.2,35709.7,28331,82604.5,16281,26593.2,0.372
121469,78071,101966,42117.5,31591,87373.5,12831.8,22314.4,0.373
119384,78140,100127,53080.8,40321,86275.1,18317.1,33960.6,0.376
123764,77622,104493,44768.1,34706,84536.4,13757.8,29406.7,0.378
99551.5,64619,100964,41757.1,32443,84350.8,15576.2,26375,0.381
103794,63874,106495,40565.8,31766,83690.8,27692.4,46595.6,0.384
95192.9,60430,103236,41231.1,32030,84362.3,7985.73,12993,0.389
135828,85315,104339,62256.4,47991,85016.7,25281.1,44058,0.391
111051,75027,97002.6,32811.2,25531,84223.8,13500.5,25198.6,0.394
116117,71407,106570,48368,36146,87695.6,13617.1,21991.4,0.394
89169,58698,99556.7,41440.8,31527,86144.2,14365.5,28267.4,0.399
119552,75895,103234,44475.3,33731,86411.1,36098.3,62912.8,0.4
142097,88318,105443,85817.6,62163,90474.1,25423.2,42940.8,0.401
111299,69384,105126,55098.8,42021,85932.1,4146.63,8543.92,0.404
97392.7,59765,106797,59005.6,44781,86353.3,11712.3,18376,0.404
92309.9,57439,105323,56754.4,42731,87043.5,28351.7,44301.9,0.405
116918,77814,98469.7,52614.4,41986,82125.9,11652.6,22287.8,0.408
100625,74303,88752.1,35810.8,28715,81730.8,24485.8,39494.2,0.408
126957,78798,105589,47795.8,36142,86667.7,20118.8,31214,0.436
125814,80650,102236,57402.2,44574,84397,32753.6,52643.7,0.445
91566.6,59495,100864,41763.1,32499,84217.6,23592.7,43233.4,0.447
107295,69081,101789,60835.3,47853,83315.7,13423.5,21211.6,0.453
105620,64518,107287,41902.5,31522,87117.6,11230.5,20891.6,0.458
117080,74582,102879,62161.9,46742,87156,17940.6,38430.9,0.459
108623,70659,100747,50931.4,39459,84590.1,23361.6,41555.3,0.459
91320.4,62553,95675.3,47773.7,36580,85590.4,30207.6,54041.3,0.46
136195,82131,108676,53624.1,41075,85558.4,15351,32326.6,0.467
94023.6,64234,95929.4,32614.3,25498,83826.5,13032.8,21416.8,0.468
87663,58179,98748.4,39018.1,31831,80333.4,10133.1,17321.9,0.474
102141,68328,97967,36607.5,29605,81037.2,10572.6,19415,0.489
102737,67806,99297.7,34716.1,27210,83614.5,12561.8,26116.6,0.493
145899,90534,105614,69093.1,52818,85729.9,15023.4,27541.6,0.512
111993,72647,101031,46800.2,35091,87404.1,24627.2,37294.7,0.521
152544,89583,111596,68365.5,51266,87395.1,20883.9,36464.8,0.543
135022,85954,102948,60220.9,44450,88788.3,32889.6,51230.8,0.549
73014.3,44595,107300,40974.5,30999,86625.6,2278.67,3935.28,0.562
167608,99210,110718,66136.4,47955,90382.9,27362.8,47373.8,0.566
97300.9,64604,98704.6,35932.8,28572,82419.5,19326.8,30232,0.584
92858.6,56802,107137,50818.2,38914,85584.1,16519.5,26907.8,0.589
130778,82703,103632,55242.8,42482,85221.9,23091.6,41862.3,0.598
122240,72523,110463,54232.5,41023,86638.7,12062,18924.8,0.603
87530.4,61187,93751.8,27140.4,22491,79083.7,7428.29,15558.7,0.604
94680.2,62063,99978.4,32097,25371,82910,11879.8,21087,0.605
102318,64398,104126,52895.8,40126,86392.4,17828,28825.3,0.607
96256.2,64926,97160.6,35553.6,29290,79550.6,17870.9,28713.6,0.609
127262,87975,94802.8,58502.4,46155,83068.2,30314.8,52785,0.618
121527,76676,103871,64248.3,50104,84036.8,15257.9,25474.4,0.62
105212,65907,104619,57823.7,44815,84559.5,34369.7,65680,0.639
93629.3,65675,93431.1,45912.4,32646,92168,17916.5,31040.7,0.64
94447.7,61513,100625,32588.1,26020,82079,9417.52,18788.7,0.641
96349.2,63179,99943.7,41130.6,32950,81806.9,11375.9,20371,0.643
92092.9,61732,97767.8,53995.3,44120,80204.8,14624.1,26733,0.643
111093,81999,88789.1,38536.4,31755,79531.4,14070.7,25694.1,0.643
104109,69366,98360.8,37757.9,30102,82203.8,12492.2,20348.2,0.646
91128.2,62383,95734.1,31747.3,25375,81993.7,5570.38,9566.12,0.648
110860,75742,95921.7,54994.3,42382,85038.6,11707.6,22027.8,0.653
118583,76719,101298,57148.3,45327,82627.8,6957.28,12143.3,0.656
100673,72291,91266,33194.5,26711,81443.4,6777.05,13909.5,0.656
136768,83782,106982,62766.3,47822,86015.9,26921.9,49327,0.657
87252,59887,95482.3,44916.8,36818,79951.9,9840.29,16971.6,0.658
70740.1,44799,103485,44485.3,35167,82901.3,4663.87,9234.76,0.659
118037,70354,109953,73864.1,57110,84762.1,10320,18503,0.662
115668,73590,103009,62671.1,47282,86866.4,18495.3,33778.2,0.668
106170,65965,105480,68790.9,50422,89411,34769.7,75894.4,0.673
82699.3,50554,107208,46104.7,36510,82758.6,14300.5,25530.7,0.72
71934.3,45866,102784,51915,40410,84194.5,4886.31,8546.2,0.739
92690,58319,104160,44095.4,33883,85288.6,34871.5,61052.3,0.749
102234,67571,99155.3,36764.9,27859,86486.4,11424.2,20691,0.771
94178,63258,97569.5,38742.8,31290,81145.6,16508.8,29506.2,0.783
138453,86563,104821,55475.3,40963,88754,32373.1,55939.8,0.785
121732,75229,106047,62038.7,47008,86490.9,26057,46601.7,0.789
105067,69916,98485,38326,29957,83844.6,14005,23382.2,0.79
92614.4,64521,94071.3,34614.2,28137,80622.6,14545,20450.1,0.8
104283,72938,93700.3,45527.8,34622,86179.7,19159.3,34392.3,0.8
78452.9,53302,96459.6,42359.4,35026,79257.3,15578.8,25129.4,0.806
97680.4,67082,95429.2,35076.5,27722,82922.4,19010.6,34186.3,0.817
79706,48968,106674,50694.9,36721,90475.2,21185.4,38743.3,0.835
134734,81615,108190,74761.3,54527,89855.6,17911.1,42512.1,0.836
88875.1,55018,105866,45495.7,35687,83548.8,12750.1,20728.2,0.84
163728,97326,110249,66724.6,51239,85342.5,25289.8,48848.2,0.842
108809,73843,96568.8,38458.7,31603,79752.8,14673.7,34374.8,0.842
109612,73242,98079.1,39666.7,31966,81323.8,20805.5,36853.9,0.847
99935.9,62910,104107,40498.8,31610,83964.9,14265,22642.7,0.848
90778.5,53405,111399,53983.2,40048,88340.1,16375.5,26676.8,0.852
93429.7,60219,101679,38756.2,30575,83071.9,19346.9,33848.9,0.861
97579.9,63722,100358,38334.7,30190,83216.4,8751.54,14337.4,0.885
95826.6,63239,99307.2,40368.8,31971,82750.4,14279,26834.1,0.904
106022,66703,104168,60042.1,46779,84117.1,23547.8,45030,0.908
113001,73725,100449,46352.6,36256,83786.5,22112,40992.9,0.909
93528.2,62720,97727.5,28735,23864,78912.8,8320.06,13363.1,0.913
95305.2,60418,103378,48065.1,36982,85176.5,6805.19,13246,0.93
88000.3,54431,105954,60938.5,47131,84735.4,17359.7,28707.5,0.933
69558.4,50599,90092.3,24798,20675,78605.3,8023.92,18102.4,0.94
111712,77287,94727.1,36320,28579,83287.4,14799,24939.4,0.947
75878.7,57956,85802.8,35678.2,29676,78791.1,18112.1,42994,0.952
113679,78015,95495.7,50305.6,41247,79928.9,23245,42510.6,0.968
113695,73131,101887,46175.7,36886,82041.2,18036.4,35269.3,0.978
143516,92613,101556,44131.6,34569,83664.7,11692.8,17501.3,0.981
145265,86610,109919,62097.6,46226,88037.7,29815.7,47864.8,0.985
92688.1,64608,94019.5,29950.3,24908,78803,10350.2,17907.1,0.987
113123,68954,107516,73733.5,52871,91396,19864.8,30231.3,0.999
114802,76554,98279.4,52100.5,41847,81593.9,17121.2,34359.6,1.003
83150.1,54459,100063,50402.1,40518,81523.1,21689.9,34120.2,1.017
97931.5,70767,90692.5,39404,31506,81964.8,11970.9,19391.4,1.021
124701,81704,100025,46857.1,36961,83082.9,27105.5,40098.4,1.03
125120,80495,101868,54156.1,43314,81940.6,22064.4,40418.3,1.036
92035.9,61492,98088.6,33577.1,26472,83125.8,15195.6,28389.8,1.038
150380,90474,108930,61284.2,45386,88492.6,24514.6,39354.3,1.039
