FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,585/15 YG E-A,530/30 Blue B-A,Time
9.370453906250000000e+04,6.024700000000000000e+04,1.019307343750000000e+05,7.163403125000000000e+04,5.996100000000000000e+04,7.829435156250000000e+04,1.513801074218750000e+04,2.393125976562500000e+04,1.070000007748603821e-01
1.172243125000000000e+05,6.856700000000000000e+04,1.120424140625000000e+05,9.720539062500000000e+04,7.876500000000000000e+04,8.087923437500000000e+04,1.623301074218750000e+04,2.400296875000000000e+04,1.629999876022338867e-01
8.400127343750000000e+04,5.408600000000000000e+04,1.017843359375000000e+05,6.055376953125000000e+04,5.245600000000000000e+04,7.565296875000000000e+04,7.900060058593750000e+03,1.796086914062500000e+04,2.450000047683715820e-01
9.835762500000000000e+04,5.853600000000000000e+04,1.101196718750000000e+05,1.182867031250000000e+05,8.916600000000000000e+04,8.693939062500000000e+04,1.362910058593750000e+04,2.364796875000000000e+04,2.599999904632568359e-01
1.290875937500000000e+05,7.046700000000000000e+04,1.200545625000000000e+05,1.489679375000000000e+05,8.186100000000000000e+04,1.192602421875000000e+05,2.243728125000000000e+04,5.936238671875000000e+04,2.779999971389770508e-01
9.498005468750000000e+04,6.059800000000000000e+04,1.027197734375000000e+05,8.126233593750000000e+04,6.676400000000000000e+04,7.976766406250000000e+04,9.916320312500000000e+03,1.448612988281250000e+04,3.030000030994415283e-01
1.223592890625000000e+05,7.805400000000000000e+04,1.027357812500000000e+05,7.906772656250000000e+04,6.454800000000000000e+04,8.027796875000000000e+04,1.761416992187500000e+04,2.498347851562500000e+04,3.409999907016754150e-01
1.188072656250000000e+05,7.646900000000000000e+04,1.018210390625000000e+05,8.119275781250000000e+04,6.775100000000000000e+04,7.853830468750000000e+04,1.351595019531250000e+04,2.330929882812500000e+04,3.479999899864196777e-01
9.510021875000000000e+04,5.941400000000000000e+04,1.048993125000000000e+05,7.207210156250000000e+04,6.056400000000000000e+04,7.798885937500000000e+04,1.816240039062500000e+04,2.588588867187500000e+04,3.519999980926513672e-01
9.569802343750000000e+04,6.099800000000000000e+04,1.028175625000000000e+05,6.099964843750000000e+04,5.260800000000000000e+04,7.598983593750000000e+04,1.092372070312500000e+04,2.079874023437500000e+04,6.100000143051147461e-01
1.247413437500000000e+05,7.732200000000000000e+04,1.057273281250000000e+05,7.628594531250000000e+04,6.523300000000000000e+04,7.664028906250000000e+04,1.152451074218750000e+04,1.537150000000000000e+04,6.650000214576721191e-01
1.099348125000000000e+05,6.094900000000000000e+04,1.182084687500000000e+05,1.034533906250000000e+05,7.858300000000000000e+04,8.627721093750000000e+04,4.226262109375000000e+04,6.260495703125000000e+04,6.909999847412109375e-01
9.283041406250000000e+04,5.499500000000000000e+04,1.106234062500000000e+05,1.458538750000000000e+05,1.088690000000000000e+05,8.779982812500000000e+04,2.257379101562500000e+04,3.375623828125000000e+04,6.999999880790710449e-01
8.049071875000000000e+04,5.098300000000000000e+04,1.034666484375000000e+05,1.249983359375000000e+05,1.023530000000000000e+05,8.003566406250000000e+04,6.875140136718750000e+03,1.111220996093750000e+04,7.019999623298645020e-01
1.257075859375000000e+05,7.567400000000000000e+04,1.088666171875000000e+05,9.002657812500000000e+04,6.928500000000000000e+04,8.515525781250000000e+04,2.215039062500000000e+04,2.949410937500000000e+04,7.069999575614929199e-01
1.278852812500000000e+05,8.078200000000000000e+04,1.037494843750000000e+05,8.085408593750000000e+04,6.748400000000000000e+04,7.852014843750000000e+04,1.798500976562500000e+04,4.699418750000000000e+04,7.119999527931213379e-01
1.054775390625000000e+05,6.765600000000000000e+04,1.021723984375000000e+05,7.636830468750000000e+04,6.315000000000000000e+04,7.925374218750000000e+04,1.224429003906250000e+04,3.377114843750000000e+04,7.360000014305114746e-01
8.001919531250000000e+04,4.511600000000000000e+04,1.162367656250000000e+05,1.418068750000000000e+05,9.319400000000000000e+04,9.972160937500000000e+04,5.431199951171875000e+02,9.299580078125000000e+03,7.390000224113464355e-01
9.946538281250000000e+04,5.929100000000000000e+04,1.099418750000000000e+05,1.219495937500000000e+05,9.624900000000000000e+04,8.303553906250000000e+04,2.536896093750000000e+04,3.602398046875000000e+04,8.169999718666076660e-01
8.920762500000000000e+04,5.669500000000000000e+04,1.031186328125000000e+05,6.307781640625000000e+04,5.383700000000000000e+04,7.678488281250000000e+04,9.041780273437500000e+03,1.846000000000000000e+04,8.209999799728393555e-01
8.166375000000000000e+04,5.397000000000000000e+04,9.916464062500000000e+04,1.019588359375000000e+05,7.743600000000000000e+04,8.629028906250000000e+04,3.875205078125000000e+04,5.667432812500000000e+04,8.480000495910644531e-01
1.234432656250000000e+05,7.816300000000000000e+04,1.035013750000000000e+05,1.043245546875000000e+05,8.540900000000000000e+04,8.005028906250000000e+04,3.283612890625000000e+04,6.844825781250000000e+04,8.630000352859497070e-01
1.100879218750000000e+05,7.249400000000000000e+04,9.952164062500000000e+04,7.615885937500000000e+04,6.359600000000000000e+04,7.848209375000000000e+04,1.913111132812500000e+04,2.726896875000000000e+04,8.680000305175781250e-01
9.396806250000000000e+04,5.528700000000000000e+04,1.113876953125000000e+05,8.569700000000000000e+04,6.627700000000000000e+04,8.473889062500000000e+04,2.062323046875000000e+04,3.166457812500000000e+04,8.899999856948852539e-01
1.440197812500000000e+05,8.917100000000000000e+04,1.058469687500000000e+05,1.311703593750000000e+05,1.053490000000000000e+05,8.159907812500000000e+04,3.663505078125000000e+04,5.374557812500000000e+04,9.090000391006469727e-01
1.114482187500000000e+05,6.823300000000000000e+04,1.070430781250000000e+05,1.404181093750000000e+05,1.135150000000000000e+05,8.106807031250000000e+04,1.316336035156250000e+04,2.205188867187500000e+04,9.459999799728393555e-01
9.966973437500000000e+04,6.424400000000000000e+04,1.016741718750000000e+05,7.495257031250000000e+04,6.304600000000000000e+04,7.791282031250000000e+04,1.919754101562500000e+04,3.941848828125000000e+04,9.840000271797180176e-01
1.188615546875000000e+05,7.720600000000000000e+04,1.008951406250000000e+05,9.205150000000000000e+04,7.489600000000000000e+04,8.054752343750000000e+04,2.096267968750000000e+04,3.059389843750000000e+04,1.016999959945678711e+00
1.266823593750000000e+05,8.147800000000000000e+04,1.018956718750000000e+05,8.380626562500000000e+04,6.998800000000000000e+04,7.847527343750000000e+04,1.807407031250000000e+04,3.645566015625000000e+04,1.039999961853027344e+00
7.172502343750000000e+04,4.709300000000000000e+04,9.981464843750000000e+04,5.616241796875000000e+04,4.899900000000000000e+04,7.511705468750000000e+04,6.340050292968750000e+03,9.440160156250000000e+03,1.055999994277954102e+00
7.908589062500000000e+04,5.469900000000000000e+04,9.475443750000000000e+04,5.606798828125000000e+04,4.807300000000000000e+04,7.643525781250000000e+04,1.148070996093750000e+04,1.723099023437500000e+04,1.120999932289123535e+00
1.340426250000000000e+05,8.245800000000000000e+04,1.065344531250000000e+05,1.010890859375000000e+05,8.223200000000000000e+04,8.056442968750000000e+04,1.959904101562500000e+04,3.492702734375000000e+04,1.166000008583068848e+00
