FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,585/15 YG E-A,530/30 Blue B-A,Time
1.290150000000000000e+05,7.617600000000000000e+04,1.109946328125000000e+05,7.907269531250000000e+04,6.059400000000000000e+04,8.552181250000000000e+04,3.250398046875000000e+04,6.240686718750000000e+04,2.349999994039535522e-01
1.343915468750000000e+05,8.052500000000000000e+04,1.093757812500000000e+05,1.016116484375000000e+05,7.786700000000000000e+04,8.552045312500000000e+04,2.042613085937500000e+04,3.721109765625000000e+04,2.720000147819519043e-01
1.051347187500000000e+05,6.425300000000000000e+04,1.072340390625000000e+05,8.134825000000000000e+04,6.611100000000000000e+04,8.064072656250000000e+04,1.387584082031250000e+04,2.485851953125000000e+04,3.290000259876251221e-01
1.140876953125000000e+05,6.840900000000000000e+04,1.092963125000000000e+05,1.029514140625000000e+05,7.772700000000000000e+04,8.680411718750000000e+04,1.045287011718750000e+04,1.792466015625000000e+04,3.400000035762786865e-01
1.300001562500000000e+05,7.869300000000000000e+04,1.082649062500000000e+05,7.623837500000000000e+04,5.992300000000000000e+04,8.337963281250000000e+04,2.175765039062500000e+04,4.282364843750000000e+04,3.799999952316284180e-01
1.372176718750000000e+05,7.574600000000000000e+04,1.187217500000000000e+05,1.346167031250000000e+05,8.680000000000000000e+04,1.016387187500000000e+05,4.186258203125000000e+04,8.282362500000000000e+04,4.099999964237213135e-01
8.820356250000000000e+04,5.822500000000000000e+04,9.927880468750000000e+04,5.989914843750000000e+04,5.146300000000000000e+04,7.627908593750000000e+04,1.029737988281250000e+04,1.999927929687500000e+04,4.320000112056732178e-01
1.163575000000000000e+05,6.729100000000000000e+04,1.133228125000000000e+05,9.235253906250000000e+04,7.407700000000000000e+04,8.170439062500000000e+04,1.142887988281250000e+04,1.920620898437500000e+04,4.440000057220458984e-01
1.347416875000000000e+05,8.321900000000000000e+04,1.061107578125000000e+05,1.759997656250000000e+05,1.350730000000000000e+05,8.539324218750000000e+04,7.090490234375000000e+03,1.226312011718750000e+04,4.740000069141387939e-01
8.791991406250000000e+04,5.802300000000000000e+04,9.930406250000000000e+04,5.948237890625000000e+04,5.016100000000000000e+04,7.771450781250000000e+04,1.407512988281250000e+04,3.302067968750000000e+04,4.749999940395355225e-01
1.366845312500000000e+05,7.965400000000000000e+04,1.124583515625000000e+05,1.080030703125000000e+05,7.963200000000000000e+04,8.888499218750000000e+04,2.260810156250000000e+04,3.823917968750000000e+04,5.220000147819519043e-01
1.048974296875000000e+05,7.393100000000000000e+04,9.298614062500000000e+04,7.169650781250000000e+04,6.065300000000000000e+04,7.746858593750000000e+04,5.118760253906250000e+03,8.595259765625000000e+03,5.309999585151672363e-01
1.263602812500000000e+05,7.021800000000000000e+04,1.179348203125000000e+05,1.480108593750000000e+05,9.928800000000000000e+04,9.769599218750000000e+04,2.457617968750000000e+04,4.534485937500000000e+04,5.450000166893005371e-01
1.153851640625000000e+05,6.655400000000000000e+04,1.136202500000000000e+05,1.219332656250000000e+05,9.780000000000000000e+04,8.170775000000000000e+04,1.328162011718750000e+04,2.035357031250000000e+04,5.979999899864196777e-01
8.567389062500000000e+04,4.939500000000000000e+04,1.136698828125000000e+05,1.275607265625000000e+05,1.022850000000000000e+05,8.173065625000000000e+04,1.178512011718750000e+04,2.097410937500000000e+04,6.019999980926513672e-01
9.247600000000000000e+04,6.273900000000000000e+04,9.659871875000000000e+04,6.300255859375000000e+04,5.032500000000000000e+04,8.204542968750000000e+04,1.301298046875000000e+04,2.465829882812500000e+04,6.050000190734863281e-01
1.021414531250000000e+05,6.525900000000000000e+04,1.025750078125000000e+05,5.945326953125000000e+04,4.992900000000000000e+04,7.803739843750000000e+04,1.206908984375000000e+04,2.204266015625000000e+04,6.179999709129333496e-01
1.125755000000000000e+05,7.643000000000000000e+04,9.652948437500000000e+04,7.873047656250000000e+04,6.560800000000000000e+04,7.864407031250000000e+04,1.101424023437500000e+04,1.897545898437500000e+04,6.219999790191650391e-01
1.008067734375000000e+05,6.807900000000000000e+04,9.704126562500000000e+04,5.220629687500000000e+04,4.457600000000000000e+04,7.675413281250000000e+04,1.069377050781250000e+04,1.821150000000000000e+04,6.780000329017639160e-01
1.253470703125000000e+05,7.771000000000000000e+04,1.057102812500000000e+05,1.084666953125000000e+05,8.607200000000000000e+04,8.258753125000000000e+04,1.652428125000000000e+04,3.331035937500000000e+04,6.999999880790710449e-01
8.134167187500000000e+04,5.587100000000000000e+04,9.541279687500000000e+04,5.350133984375000000e+04,4.572500000000000000e+04,7.668156250000000000e+04,8.638820312500000000e+03,1.487165917968750000e+04,7.300000190734863281e-01
1.027850000000000000e+05,6.489300000000000000e+04,1.038034531250000000e+05,8.226201562500000000e+04,6.794700000000000000e+04,7.934307031250000000e+04,1.278230078125000000e+04,1.967338867187500000e+04,7.549999952316284180e-01
1.494432968750000000e+05,9.198900000000000000e+04,1.064683359375000000e+05,1.099704765625000000e+05,8.608700000000000000e+04,8.371792968750000000e+04,2.008959960937500000e+04,3.874541015625000000e+04,7.819999456405639648e-01
9.213135156250000000e+04,5.700100000000000000e+04,1.059265703125000000e+05,5.382367968750000000e+04,4.262300000000000000e+04,8.275786718750000000e+04,1.007911035156250000e+04,2.028114843750000000e+04,9.940000176429748535e-01
1.103813359375000000e+05,5.998200000000000000e+04,1.206020390625000000e+05,1.230543593750000000e+05,8.268000000000000000e+04,9.753859375000000000e+04,4.491251953125000000e+04,9.277996093750000000e+04,1.004999995231628418e+00
1.349435937500000000e+05,7.955600000000000000e+04,1.111627421875000000e+05,1.101444296875000000e+05,8.494600000000000000e+04,8.497664062500000000e+04,1.657100000000000000e+04,2.616846875000000000e+04,1.060999989509582520e+00
1.222403437500000000e+05,6.730500000000000000e+04,1.190274687500000000e+05,1.404209531250000000e+05,1.073110000000000000e+05,8.575660156250000000e+04,3.033296093750000000e+04,5.853878906250000000e+04,1.078999996185302734e+00
1.403939375000000000e+05,8.695100000000000000e+04,1.058165703125000000e+05,9.503421093750000000e+04,7.776500000000000000e+04,8.008953125000000000e+04,1.204354003906250000e+04,2.013559960937500000e+04,1.088000059127807617e+00
7.551678125000000000e+04,3.977300000000000000e+04,1.244328593750000000e+05,1.010081484375000000e+05,7.713500000000000000e+04,8.581928125000000000e+04,1.237641992187500000e+04,2.157263867187500000e+04,1.120000004768371582e+00
7.454871093750000000e+04,4.276600000000000000e+04,1.142408515625000000e+05,9.353894531250000000e+04,6.972000000000000000e+04,8.792553125000000000e+04,2.820793164062500000e+04,5.201814843750000000e+04,1.133000016212463379e+00
1.153363593750000000e+05,7.492000000000000000e+04,1.008900625000000000e+05,5.997085937500000000e+04,4.821800000000000000e+04,8.151002343750000000e+04,1.129456054687500000e+04,2.061271875000000000e+04,1.171999931335449219e+00
8.932413281250000000e+04,5.850300000000000000e+04,1.000623359375000000e+05,5.791469921875000000e+04,4.944500000000000000e+04,7.676200781250000000e+04,1.434961035156250000e+04,2.570838867187500000e+04,1.203999996185302734e+00
9.301096875000000000e+04,6.340000000000000000e+04,9.614459375000000000e+04,6.618690625000000000e+04,5.734200000000000000e+04,7.564481250000000000e+04,8.061390136718750000e+03,1.414177929687500000e+04,1.289999961853027344e+00
1.455783281250000000e+05,8.522900000000000000e+04,1.119410312500000000e+05,1.054513281250000000e+05,7.935500000000000000e+04,8.708787500000000000e+04,1.231510058593750000e+04,2.100960937500000000e+04,1.289999961853027344e+00
9.462137500000000000e+04,5.995700000000000000e+04,1.034258984375000000e+05,6.593272656250000000e+04,5.567100000000000000e+04,7.761613281250000000e+04,9.587089843750000000e+03,1.749155859375000000e+04,1.291000008583068848e+00
1.024354687500000000e+05,6.160200000000000000e+04,1.089771640625000000e+05,7.225953906250000000e+04,5.499600000000000000e+04,8.610809375000000000e+04,1.172380078125000000e+04,2.465333007812500000e+04,1.299999952316284180e+00
1.655680312500000000e+05,9.561700000000000000e+04,1.134805156250000000e+05,1.377123125000000000e+05,1.029830000000000000e+05,8.763693750000000000e+04,6.919670410156250000e+03,1.415455957031250000e+04,1.309999942779541016e+00
1.200955859375000000e+05,8.276300000000000000e+04,9.509786718750000000e+04,1.068336953125000000e+05,8.700500000000000000e+04,8.047185156250000000e+04,1.727545117187500000e+04,3.059034960937500000e+04,1.320000052452087402e+00
1.510311250000000000e+05,9.054200000000000000e+04,1.093191640625000000e+05,1.061371875000000000e+05,8.023200000000000000e+04,8.669617187500000000e+04,2.721878125000000000e+04,4.956864843750000000e+04,1.336000084877014160e+00
1.067774531250000000e+05,7.109200000000000000e+04,9.843254687500000000e+04,6.782629687500000000e+04,5.510600000000000000e+04,8.066389062500000000e+04,1.974284960937500000e+04,3.677018750000000000e+04,1.346000075340270996e+00
1.338767031250000000e+05,7.462400000000000000e+04,1.175726796875000000e+05,1.279221171875000000e+05,8.149400000000000000e+04,1.028726562500000000e+05,2.995044140625000000e+04,5.530828906250000000e+04,1.363000035285949707e+00
9.996253125000000000e+04,5.449300000000000000e+04,1.202199375000000000e+05,1.274492578125000000e+05,1.000470000000000000e+05,8.348591406250000000e+04,1.434595996093750000e+04,2.623733984375000000e+04,1.381999969482421875e+00
1.471240781250000000e+05,7.987500000000000000e+04,1.207126562500000000e+05,1.704184531250000000e+05,1.209970000000000000e+05,9.230429687500000000e+04,1.518254003906250000e+04,2.671800976562500000e+04,1.383000016212463379e+00
9.129077343750000000e+04,5.639900000000000000e+04,1.060804609375000000e+05,7.665230468750000000e+04,6.452500000000000000e+04,7.785332031250000000e+04,1.565995996093750000e+04,3.179805859375000000e+04,1.429999947547912598e+00
1.015845234375000000e+05,7.176600000000000000e+04,9.276597656250000000e+04,6.995771875000000000e+04,5.908800000000000000e+04,7.759188281250000000e+04,1.617095996093750000e+04,3.015440820312500000e+04,1.438000082969665527e+00
8.079145312500000000e+04,4.873100000000000000e+04,1.086525781250000000e+05,6.912204687500000000e+04,5.394900000000000000e+04,8.396786718750000000e+04,6.104260253906250000e+03,1.186125976562500000e+04,1.445000052452087402e+00
