FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,585/15 YG E-A,530/30 Blue B-A,Time
8.740141406250000000e+04,5.422600000000000000e+04,1.056308593750000000e+05,1.391614218750000000e+05,1.076480000000000000e+05,8.472134375000000000e+04,3.988792968750000000e+04,6.692530468750000000e+04,2.110000103712081909e-01
1.089417343750000000e+05,6.133500000000000000e+04,1.164034609375000000e+05,1.952890468750000000e+05,1.291370000000000000e+05,9.910764062500000000e+04,1.616950000000000000e+04,3.786216796875000000e+04,3.160000145435333252e-01
8.896545312500000000e+04,6.107100000000000000e+04,9.546985937500000000e+04,9.791539062500000000e+04,8.553600000000000000e+04,7.502085156250000000e+04,1.776382031250000000e+04,5.739568750000000000e+04,3.429999947547912598e-01
7.415587500000000000e+04,4.164200000000000000e+04,1.167062031250000000e+05,7.623837500000000000e+04,5.668000000000000000e+04,8.815028906250000000e+04,1.211289062500000000e+04,2.789589843750000000e+04,3.650000095367431641e-01
1.221134609375000000e+05,7.416000000000000000e+04,1.079130000000000000e+05,8.222580468750000000e+04,6.679000000000000000e+04,8.068199218750000000e+04,2.202848046875000000e+04,5.850470703125000000e+04,3.750000000000000000e-01
1.162708828125000000e+05,6.534700000000000000e+04,1.166071718750000000e+05,1.311696562500000000e+05,1.052970000000000000e+05,8.163893750000000000e+04,8.132930175781250000e+03,2.272070898437500000e+04,4.179999828338623047e-01
1.235298828125000000e+05,7.407400000000000000e+04,1.092914453125000000e+05,8.824732031250000000e+04,7.119200000000000000e+04,8.123632031250000000e+04,1.003895996093750000e+04,2.732008984375000000e+04,4.199999868869781494e-01
6.546092968750000000e+04,5.173400000000000000e+04,8.292510937500000000e+04,8.494368750000000000e+04,5.173600000000000000e+04,1.076014687500000000e+05,1.414739990234375000e+03,5.735379882812500000e+03,4.440000057220458984e-01
8.834691406250000000e+04,4.813500000000000000e+04,1.202846875000000000e+05,1.071240859375000000e+05,8.581300000000000000e+04,8.181142187500000000e+04,9.739660156250000000e+03,2.260071875000000000e+04,4.650000035762786865e-01
1.177977109375000000e+05,7.272300000000000000e+04,1.061561171875000000e+05,8.633386718750000000e+04,6.608100000000000000e+04,8.562183593750000000e+04,2.509302148437500000e+04,6.103301953125000000e+04,4.769999980926513672e-01
1.152332734375000000e+05,7.460600000000000000e+04,1.012241328125000000e+05,9.697960937500000000e+04,8.072100000000000000e+04,7.873608593750000000e+04,1.139676074218750000e+04,3.156304882812500000e+04,4.850000143051147461e-01
8.091284375000000000e+04,5.201400000000000000e+04,1.019476328125000000e+05,5.817029687500000000e+04,5.120500000000000000e+04,7.445070312500000000e+04,7.763550292968750000e+03,2.098617968750000000e+04,7.580000162124633789e-01
8.393782812500000000e+04,5.371500000000000000e+04,1.024099375000000000e+05,7.520248437500000000e+04,6.403300000000000000e+04,7.696765625000000000e+04,1.589283007812500000e+04,3.766691796875000000e+04,7.969999909400939941e-01
1.013460156250000000e+05,5.599100000000000000e+04,1.186228593750000000e+05,1.421128906250000000e+05,9.510500000000000000e+04,9.792871875000000000e+04,2.925766992187500000e+04,6.252543750000000000e+04,8.299999833106994629e-01
1.025184296875000000e+05,6.607800000000000000e+04,1.016775390625000000e+05,9.267558593750000000e+04,7.737200000000000000e+04,7.849851562500000000e+04,1.543293066406250000e+04,4.313959765625000000e+04,8.790000081062316895e-01
8.896117968750000000e+04,5.574900000000000000e+04,1.045787343750000000e+05,6.986541406250000000e+04,5.752700000000000000e+04,7.959218750000000000e+04,8.889940429687500000e+03,4.942380859375000000e+04,8.980000019073486328e-01
