FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,585/15 YG E-A,530/30 Blue B-A,Time
1.401822656250000000e+05,8.377100000000000000e+04,1.096678359375000000e+05,1.120380000000000000e+05,9.327700000000000000e+04,7.871739843750000000e+04,1.058500000000000000e+04,2.455250976562500000e+04,2.070000022649765015e-01
1.015668359375000000e+05,6.425000000000000000e+04,1.035997656250000000e+05,1.259994375000000000e+05,9.703200000000000000e+04,8.510078125000000000e+04,1.567675000000000000e+04,2.796263867187500000e+04,2.089999914169311523e-01
8.140877343750000000e+04,5.206700000000000000e+04,1.024680781250000000e+05,7.728704687500000000e+04,6.590100000000000000e+04,7.685898437500000000e+04,1.234795019531250000e+04,1.738363867187500000e+04,2.479999959468841553e-01
1.075027421875000000e+05,6.527900000000000000e+04,1.079259765625000000e+05,1.670005156250000000e+05,1.257730000000000000e+05,8.701825000000000000e+04,2.916058007812500000e+04,6.323401953125000000e+04,3.050000071525573730e-01
8.676701562500000000e+04,5.897000000000000000e+04,9.642807031250000000e+04,8.067232812500000000e+04,6.151600000000000000e+04,8.594417968750000000e+04,1.048791015625000000e+04,1.962297851562500000e+04,3.089999854564666748e-01
1.418786875000000000e+05,8.283900000000000000e+04,1.122437890625000000e+05,1.296814921875000000e+05,9.220900000000000000e+04,9.216894531250000000e+04,1.863251953125000000e+04,4.613863671875000000e+04,3.160000145435333252e-01
1.003858750000000000e+05,6.411600000000000000e+04,1.026091718750000000e+05,8.299118750000000000e+04,6.929800000000000000e+04,7.848582812500000000e+04,1.990929101562500000e+04,3.193295898437500000e+04,4.979999959468841553e-01
7.967637500000000000e+04,4.815800000000000000e+04,1.084279062500000000e+05,9.166241406250000000e+04,6.358000000000000000e+04,9.448235937500000000e+04,3.392091015625000000e+04,7.171567968750000000e+04,5.149999856948852539e-01
7.759382812500000000e+04,4.360000000000000000e+04,1.166327734375000000e+05,1.200979140625000000e+05,8.872200000000000000e+04,8.871235937500000000e+04,2.557044140625000000e+04,5.814970703125000000e+04,5.170000195503234863e-01
1.247578125000000000e+05,7.573300000000000000e+04,1.079599218750000000e+05,9.545807812500000000e+04,7.654700000000000000e+04,8.172679687500000000e+04,1.282829003906250000e+04,3.420211718750000000e+04,5.259999632835388184e-01
7.596085937500000000e+04,4.813700000000000000e+04,1.034167421875000000e+05,9.731259375000000000e+04,7.854300000000000000e+04,8.119728906250000000e+04,2.133206054687500000e+04,4.167273828125000000e+04,5.579999685287475586e-01
1.155730390625000000e+05,7.109100000000000000e+04,1.065422421875000000e+05,8.188855468750000000e+04,6.780900000000000000e+04,7.914360937500000000e+04,1.384299023437500000e+04,3.188893945312500000e+04,5.849999785423278809e-01
1.081188437500000000e+05,6.807000000000000000e+04,1.040939687500000000e+05,1.316432187500000000e+05,1.051240000000000000e+05,8.206851562500000000e+04,2.035970117187500000e+04,3.918773828125000000e+04,6.090000271797180176e-01
9.554917968750000000e+04,6.293900000000000000e+04,9.949175781250000000e+04,6.765803125000000000e+04,5.549200000000000000e+04,7.990407812500000000e+04,1.659728125000000000e+04,4.032160937500000000e+04,6.100000143051147461e-01
1.004102734375000000e+05,5.544300000000000000e+04,1.186892500000000000e+05,1.090815546875000000e+05,8.577700000000000000e+04,8.334132812500000000e+04,1.722654101562500000e+04,3.853737890625000000e+04,6.150000095367431641e-01
6.575067968750000000e+04,4.481400000000000000e+04,9.615380468750000000e+04,1.199388750000000000e+05,8.941600000000000000e+04,8.790724218750000000e+04,1.332395996093750000e+04,2.746137890625000000e+04,6.890000104904174805e-01
1.409832031250000000e+05,8.283000000000000000e+04,1.115474531250000000e+05,1.191145625000000000e+05,9.009700000000000000e+04,8.664319531250000000e+04,1.781126953125000000e+04,4.358902734375000000e+04,6.909999847412109375e-01
8.471435937500000000e+04,5.630300000000000000e+04,9.860647656250000000e+04,6.496641796875000000e+04,5.432000000000000000e+04,7.838069531250000000e+04,1.669729101562500000e+04,3.470337890625000000e+04,7.300000190734863281e-01
1.011495937500000000e+05,6.656300000000000000e+04,9.958896093750000000e+04,6.238414843750000000e+04,5.274500000000000000e+04,7.751271093750000000e+04,5.248700195312500000e+03,1.020483007812500000e+04,7.340000271797180176e-01
8.284714843750000000e+04,5.201500000000000000e+04,1.043827890625000000e+05,6.001132812500000000e+04,5.142100000000000000e+04,7.648435937500000000e+04,4.190200195312500000e+03,1.250167968750000000e+04,7.739999890327453613e-01
7.986485937500000000e+04,5.214600000000000000e+04,1.003724843750000000e+05,1.002463203125000000e+05,8.354400000000000000e+04,7.863811718750000000e+04,7.377380371093750000e+03,2.631543945312500000e+04,7.860000133514404297e-01
1.212966718750000000e+05,7.847900000000000000e+04,1.012920546875000000e+05,9.570657812500000000e+04,7.913300000000000000e+04,7.926182812500000000e+04,1.794121093750000000e+04,3.801552734375000000e+04,8.209999799728393555e-01
7.479027343750000000e+04,4.481000000000000000e+04,1.093830703125000000e+05,7.333447656250000000e+04,6.133300000000000000e+04,7.835991406250000000e+04,1.301298046875000000e+04,2.479887890625000000e+04,8.319999575614929199e-01
1.014857031250000000e+05,6.481000000000000000e+04,1.026225390625000000e+05,8.607471875000000000e+04,6.775600000000000000e+04,8.325450781250000000e+04,2.261540039062500000e+04,4.517445703125000000e+04,8.650000095367431641e-01
1.162367265625000000e+05,7.439400000000000000e+04,1.023965703125000000e+05,9.931905468750000000e+04,7.404400000000000000e+04,8.790683593750000000e+04,2.257306054687500000e+04,3.920051953125000000e+04,8.909999728202819824e-01
1.161397343750000000e+05,6.965800000000000000e+04,1.092671875000000000e+05,8.065244531250000000e+04,6.330400000000000000e+04,8.349613281250000000e+04,2.108313085937500000e+04,4.341578906250000000e+04,8.949999809265136719e-01
1.355664062500000000e+05,8.251700000000000000e+04,1.076684843750000000e+05,9.532104687500000000e+04,7.659500000000000000e+04,8.155833593750000000e+04,1.294362988281250000e+04,2.768644921875000000e+04,8.959999680519104004e-01
1.402932968750000000e+05,8.372300000000000000e+04,1.098176250000000000e+05,1.162546875000000000e+05,9.146000000000000000e+04,8.330271875000000000e+04,2.136417968750000000e+04,4.294789843750000000e+04,9.230000376701354980e-01
