FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,585/15 YG E-A,530/30 Blue B-A,Time
1.550113750000000000e+05,9.283100000000000000e+04,1.094335390625000000e+05,1.668251406250000000e+05,1.092450000000000000e+05,1.000782890625000000e+05,9.089230468750000000e+03,8.064321875000000000e+04,1.810000091791152954e-01
1.297067421875000000e+05,8.148300000000000000e+04,1.043218906250000000e+05,1.338712031250000000e+05,1.091450000000000000e+05,8.038282031250000000e+04,3.409830078125000000e+03,2.834745898437500000e+04,3.020000159740447998e-01
1.381839062500000000e+05,8.556200000000000000e+04,1.058416250000000000e+05,9.293615625000000000e+04,7.576800000000000000e+04,8.038570312500000000e+04,3.893820068359375000e+03,3.524084765625000000e+04,3.120000064373016357e-01
1.186944140625000000e+05,7.622300000000000000e+04,1.020526171875000000e+05,1.148893593750000000e+05,9.680000000000000000e+04,7.778295312500000000e+04,3.190100097656250000e+03,2.893959960937500000e+04,3.340000212192535400e-01
1.212253046875000000e+05,6.654700000000000000e+04,1.193836171875000000e+05,1.491816406250000000e+05,8.309700000000000000e+04,1.176548906250000000e+05,6.475100097656250000e+03,5.915719921875000000e+04,3.970000147819519043e-01
9.209535937500000000e+04,5.792500000000000000e+04,1.041961406250000000e+05,1.201603984375000000e+05,1.045630000000000000e+05,7.531183593750000000e+04,1.871720092773437500e+03,1.342751953125000000e+04,4.099999964237213135e-01
1.008757031250000000e+05,6.398700000000000000e+04,1.033177031250000000e+05,7.332737500000000000e+04,6.068900000000000000e+04,7.918375781250000000e+04,2.873280029296875000e+03,2.263266992187500000e+04,4.329999983310699463e-01
9.676246875000000000e+04,5.900700000000000000e+04,1.074690312500000000e+05,1.328197031250000000e+05,1.044890000000000000e+05,8.330514843750000000e+04,5.861169921875000000e+03,4.848873828125000000e+04,4.350000023841857910e-01
1.327207500000000000e+05,8.009500000000000000e+04,1.085958828125000000e+05,1.048059375000000000e+05,8.308500000000000000e+04,8.266909375000000000e+04,3.720810058593750000e+03,3.595439843750000000e+04,4.449999928474426270e-01
6.589281250000000000e+04,3.713400000000000000e+04,1.162910468750000000e+05,1.204770546875000000e+05,9.048800000000000000e+04,8.725560156250000000e+04,3.618610107421875000e+03,3.589830859375000000e+04,4.490000009536743164e-01
