"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue B-A","582_15 YG D-A","Time"
68787.5,44265,101843,51882.9,42763,79512.6,1580.88,11.75,0.214
66346.8,41484,104814,51595,42439,79675.1,1442,-3.29,0.224
129715,74366,114313,80075,64343,81559.7,2017.68,37.13,0.227
65763.8,42949,100349,74023,65623,73924.9,1108.24,11.28,0.255
62845.9,41833,98455,79144.2,65530,79151.5,1290.24,11.75,0.303
56455.1,38817,95315,38844.4,34662,73443.7,2846.48,12.22,0.32
67754,44476,99836.5,47582.1,40487,77020.8,1176.56,-0.94,0.334
82925.7,52213,104086,71548.4,58559,80073,1343.44,5.17,0.335
70475.6,45699,101068,35496.7,30420,76473.1,1551.2,21.15,0.363
57537.3,37242,101250,62015,50935,79792.1,1223.6,-2.82,0.365
70651.1,46825,98882.9,47406.2,40855,76044.9,1140.16,14.1,0.386
49541.7,34128,95134.9,52021.8,45811,74421,1159.2,5.64,0.409
53836.9,35820,98499.6,47080.3,39778,77566.9,2059.12,27.73,0.43
68968.2,44004,102716,44907,38319,76803.2,1994.16,0.47,0.441
56118.4,38042,96676.7,58058.6,51147,74392,1355.76,11.28,0.443
88524.1,56428,102813,65109.5,55586,76764.2,1788.08,44.18,0.451
70358.6,44794,102938,44494.8,37882,76976.2,2007.6,5.64,0.477
100032,60813,107801,84451.9,70283,78747.9,1062.88,41.36,0.499
87909.9,52893,108923,72507.7,59359,80053,1885.52,44.65,0.514
55632.8,36092,101018,41590.6,35082,77694.7,1442.56,11.28,0.547
88610.6,56053,103602,67440.2,55363,79832.5,2753.52,11.75,0.559
51093.2,35365,94682.5,29367,25533,75376.7,1107.12,8.93,0.59
84645.6,54416,101943,64246.6,56487,74538.6,1254.96,6.11,0.629
154776,82053,123620,159182,125305,83254.2,1136.8,47.94,0.635
111244,66761,109202,102226,80396,83330.9,2410.24,24.44,0.649
56123.6,36725,100153,42417.8,35458,78399.5,2783.76,7.05,0.651
45648.2,29572,101163,71419,58963,79380.6,2195.2,5.17,0.658
64403.9,43137,97845.9,62783.8,53741,76563.6,2373.28,12.69,0.679
63096.1,41536,99553.9,51117.9,44867,74666.6,1164.8,21.15,0.709
55424.2,36772,98778.4,64522.1,54403,77725.9,1316.56,62.98,0.716
92657.5,47665,127398,74161.9,54366,89399.2,2694.72,7.52,0.743
101881,63067,105870,88340.6,72517,79836.3,1055.6,34.78,0.802
84131.4,52109,105810,48323,39497,80180.6,1585.36,2.82,0.813
90936.9,56068,106293,66561.6,55154,79090.9,2859.92,-9.4,0.883
90472.2,56124,105644,66477,56147,77593.5,1179.92,12.22,0.89
95521.4,58631,106771,66884.2,50747,86376,1170.4,19.27,0.956
71852.3,43669,107832,64001.8,52715,79568,1544.48,-4.7,0.976
73690.5,48368,99846.6,43577,38135,74888.2,2718.24,20.21,0.995
71319.3,46989,99469.7,47186.7,41052,75329.6,1492.4,11.28,1.003
61955.4,41208,98532.1,59598.6,51069,76481.8,1716.4,26.79,1.031
52564.8,34068,101118,72387.3,61731,76849.1,2636.48,25.38,1.043
111887,58883,124529,67207.3,50858,86603.8,1832.32,40.89,1.051
65037.7,42900,99354.6,48978.7,43065,74535.5,1047.76,13.16,1.098
76509.5,48922,102492,46821,38662,79366.4,2099.44,-1.41,1.103
59391.8,40155,96931.9,47556.9,41041,75940.8,1448.16,-1.88,1.124
90036.7,54511,108247,62132,49369,82478.5,1288,16.45,1.15
56109.9,38321,95958.4,49809.2,43355,75292.2,1218,34.78,1.17
82124.2,53028,101495,36491.8,31378,76216.7,1657.04,1.88,1.177
77548.9,50352,100934,49157.9,41938,76818.5,2946.72,3.76,1.194
100515,60225,109379,66694.3,51978,84091,1829.52,32.9,1.208
69340,45329,100251,62648.9,52591,78069.6,1215.2,36.19,1.233
83965,45437,121107,54223.1,36438,97523.6,1543.36,0.47,1.242
98961.2,58961,109997,62309,50927,80183,1506.4,-0.94,1.267
100842,62126,106377,101579,80229,82976,2219.28,32.9,1.273
85135,52212,106861,67560.1,56803,77946.9,2526.16,11.75,1.314
93802.1,55981,109813,50466.6,41246,80186.7,2106.72,21.62,1.35
75600.8,49016,101081,44938.3,38779,75945.2,2599.52,15.51,1.367
60556.6,39380,100778,76312.9,64167,77941,1327.2,30.55,1.369
86199.1,54381,103881,51289.8,43166,77869.9,1301.44,8.93,1.369
78267.8,50400,101773,51551.9,43607,77476.2,1223.04,31.49,1.369
91302.2,54181,110437,71412.3,59670,78432.7,1551.2,17.39,1.386
80319.8,50924,103367,78936.5,65295,79227.8,2961.84,27.26,1.404
67849.6,44480,99968.3,51089.9,42319,79118.8,2633.68,13.63,1.425
75008.7,47173,104207,53801.4,43532,80996.3,2346.96,26.79,1.428
88897.2,54892,106135,59267,49439,78564,2402.96,12.22,1.436
71556.5,45036,104128,73727.9,59078,81787.4,1176,40.89,1.443
75999.9,50257,99105.2,47732.7,40648,76958.6,1484,16.92,1.485
61645.3,41584,97152.5,51606.2,45186,74847.7,2134.16,8.46,1.494
81871.4,50453,106347,80126.5,65159,80590.1,2521.68,14.57,1.5
62934.9,41945,98331.3,51354.8,44387,75823.7,1668.24,13.63,1.549
70612.1,45179,102429,53221.8,44291,78750.7,1956.08,12.69,1.554
96438.5,60464,104528,102046,85090,78595.5,2817.92,40.42,1.56
69641,46384,98395.8,49096.9,42978,74866.5,1048.88,27.73,1.565
100947,61865,106937,61262.9,50683,79216.4,1183.28,11.28,1.587
74003.1,48673,99641.9,47363.7,41371,75029,1023.12,11.75,1.599
71161.3,43573,107030,78939.3,65247,79288.9,1242.08,17.86,1.61
64019.8,43240,97030.6,38923.9,34177,74638.5,1016.4,6.58,1.622
58707.3,38477,99993.4,42963.8,36959,76183.7,2158.24,15.98,1.629
109302,62296,114987,109625,86323,83226.8,1322.72,31.02,1.638
62523.5,36472,112348,64711.9,48843,86828.4,2357.04,23.97,1.656
116126,61161,124433,90950.7,68450,87078.8,2934.4,3.29,1.66
48624.5,30533,104368,56148.4,44381,82912.5,1583.12,6.11,1.661
79204.4,49300,105289,56380.2,46348,79721.6,1378.72,22.56,1.661
49394.1,32436,99799.5,34496.6,30046,75243.5,1680,11.28,1.667
84310.8,49370,111918,110877,75651,96051.8,1431.36,36.66,1.668
108306,59792,118711,76393,63137,79295.6,1844.08,12.22,1.677
96993.6,57965,109662,75325,58754,84019.8,1359.12,30.55,1.707
86338.2,53001,106758,71728.2,56218,83616.9,1724.24,14.57,1.707
51579.4,36301,93119,43166.5,38915,72695.8,1387.68,11.75,1.753
87224.8,54576,104741,60342.8,50235,78722.5,2016,-1.41,1.754
79050.4,48936,105866,66259.8,50706,85638.8,1331.68,34.78,1.789
100380,57664,114084,91296.8,71419,83776.4,1211.28,36.66,1.798
63881.3,40237,104047,47718.2,35061,89194.8,2581.04,18.33,1.828
66704.9,45130,96866.3,50808.2,43782,76053.4,1222.48,24.44,1.859
76788.4,48705,103324,55269.8,46599,77730.4,1547.84,33.84,1.865
88220.6,55485,104202,66337.6,54895,79196.7,1522.08,15.51,1.898
75643.1,48571,102064,51362.1,43278,77777.8,1816.08,23.97,1.911
64641.2,42880,98794.9,45698.8,40656,73664.8,1290.8,16.45,1.931
101575,58564,113667,92868.2,74790,81377.3,1704.64,6.11,1.933
58312.1,38636,98911.5,49355.6,41944,77116.4,2107.28,32.43,1.97
72441.2,48072,98758.2,47730.5,40764,76736,2174.48,25.85,1.972
92821.3,57688,105449,88590.3,74023,78433.1,2943.36,18.33,1.977
81909.1,50177,106981,79641,64747,80611.5,1996.4,19.74,2.004
87566,52429,109457,78589.3,64240,80174.8,1788.64,35.25,2.011
45974.5,32720,92083.9,38018.4,34535,72146.3,2409.68,6.11,2.018
79998.1,49096,106786,64983,53252,79973,2103.92,16.45,2.029
68331.9,44017,101738,71818.9,60916,77265.8,2107.28,24.44,2.03
71986.2,46181,102156,41904.2,36271,75714.4,1425.2,5.17,2.048
99682.7,58608,111466,85043.8,66139,84268.5,2532.88,36.66,2.093
58431.1,40137,95406.8,53102.6,45911,75801.6,1163.68,25.38,2.095
94005.6,57036,108015,83477.5,67090,81543.9,2395.68,31.96,2.113
69432.3,45320,100404,54611.8,46022,77767.9,2798.88,16.92,2.136
64394.2,42838,98513.9,38752,33922,74867.4,1313.2,1.88,2.177
51241.4,34804,96487.8,34463.5,30160,74887.3,1153.04,15.98,2.218
113919,65609,113792,82936.6,63959,84981.5,1326.08,63.45,2.232
70518.5,46958,98417.8,44033.9,38034,75874.4,1764.56,12.69,2.234
102037,62312,107316,69365.5,58228,78071.4,2766.96,30.08,2.237
100812,60711,108824,68221.4,56218,79529,2014.88,3.29,2.239
53604.8,36793,95481.4,40075.8,35295,74413.1,2271.36,37.13,2.244
125663,68430,120349,86221,66515,84951.9,2217.04,26.32,2.258
87763.6,53997,106518,63892.6,53890,77700.3,1652.56,13.16,2.258
72321.6,46700,101492,43214.1,36435,77729.6,1359.68,17.39,2.284
65348.4,42796,100072,54913.6,47075,76448.6,2593.92,15.04,2.284
83582.2,52199,104938,63964.9,51803,80922,1981.28,7.52,2.293
77654.8,49692,102415,62081.6,51587,78868.3,1521.52,31.02,2.321
99290.8,60859,106921,65929.4,53878,80195,1926.4,23.03,2.325
111237,61496,118545,101541,76749,86705.8,2553.6,41.36,2.339
147145,81809,117876,123684,97682,82981.3,2626.4,37.6,2.34
66745.9,43327,100959,39991.8,34090,76881.9,1352.96,18.33,2.343
82283.5,50519,106743,67974.5,56384,79007.8,1372.56,-0.47,2.355
77134.8,48478,104276,73780.6,61259,78931.8,1442.56,30.55,2.359
91000.6,55197,108046,92490.2,72056,84121.2,1591.52,40.42,2.366
116388,67637,112772,96340.2,74697,84524.8,2950.08,36.19,2.389
62206.3,40476,100720,49063.3,41497,77485.4,2269.12,1.41,2.403
55205.8,37807,95695.7,54743.4,48270,74324.9,2886.24,16.45,2.414
53123.8,35561,97902.9,43815.5,38138,75292.2,1944.32,28.67,2.467
92890.2,57043,106720,61696.9,50350,80305.2,3078.88,5.17,2.509
91666.2,55168,108894,72083.2,57174,82625.8,1356.32,33.84,2.518
74135.8,47889,101455,65173.9,54181,78832.8,2562,33.84,2.546
103849,58460,116419,62589,47706,85981.4,1720.88,-1.41,2.546
99049.6,59193,109664,73371.8,61151,78633.1,3040.8,38.07,2.564
68067.3,43917,101575,42259.3,36911,75032,1782.48,10.34,2.587
48902.1,32878,97477,29335,25340,75868.2,1417.92,35.72,2.593
96848.7,57849,109718,85312.6,69883,80005.9,2461.2,29.61,2.598
71999.8,45906,102788,89610.1,73726,79655.6,2640.96,22.09,2.603
68265.6,42317,105722,54927.6,44212,81419.9,1930.32,17.86,2.646
57048.5,38565,96946.3,60938.1,53061,75265,2996,19.27,2.652
52719.5,34985,98757.4,78231.4,67802,75616.9,2080.96,13.16,2.682
62981.7,41704,98973,46136.2,39203,77126.2,1417.36,18.8,2.691
103156,61933,109157,57328.3,46758,80351.4,1753.36,11.28,2.693
113151,65528,113165,103447,78911,85913.4,1204.56,31.49,2.707
85653.8,52103,107737,84583,66406,83474.8,1160.32,30.08,2.717
91707.8,56941,105551,47501.4,40118,77597.5,1058.4,20.21,2.727
39973.7,27664,94697.7,40770.2,36350,73505.3,1149.68,22.56,2.73
63632.4,40561,102813,44086,37250,77563,1848,22.09,2.738
88535.8,53973,107503,73698.2,59446,81248.3,2419.76,14.57,2.739
113700,63224,117858,92129,70319,85862.5,1169.28,14.57,2.771
86368.1,53921,104972,64875.4,53258,79831.7,1464.4,5.17,2.777
