"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue B-A","582_15 YG D-A","Time"
62083.2,40205,101198,41656.1,36004,75824.3,12377.9,1892.52,0.213
54117.1,32115,110435,89834.9,72877,80785.8,10773,2185.68,0.216
79126.4,45409,114198,92149.9,71250,84759.8,3514.32,1379.28,0.225
66873,38609,113512,95668,70674,88713,3475.98,1366.26,0.23
95361.3,51364,121673,151323,107783,92009.7,4720.68,735,0.232
126303,67581,122481,73116,56108,85401.9,2954.88,1302.42,0.233
49539.8,32577,99660.6,38542,30642,82432.2,7328.88,2126.46,0.236
56767.4,37333,99651.9,36798.8,32678,73800.4,820.8,295.26,0.238
81926.4,50836,105617,90348.5,74065,79944.3,2135.16,1516.2,0.239
71495,43581,107512,56101.7,45758,80350.5,4291.38,2052.54,0.249
126861,67976,122307,79770.4,61869,84498.4,474.66,167.58,0.251
111327,62121,117447,77121.7,61530,82142.9,730.08,239.82,0.252
51000.3,34965,95591.5,47854.8,40982,76526.6,1005.48,748.02,0.257
101798,54048,123435,91188.2,68999,86611.5,2154.6,215.88,0.259
67844.5,42976,103459,49517.5,42747,75915.9,612.36,277.62,0.26
123073,69081,116758,90400.9,74067,79988.5,718.2,352.8,0.261
88440.3,52804,109765,61837,50207,80716.9,542.7,224.7,0.261
109908,62868,114573,97522.9,77115,82879.6,3426.3,2169.72,0.264
44527.4,29970,97368.9,28963.4,25739,73746,568.62,172.62,0.265
59559.7,36520,106881,75239.8,62274,79181,1955.34,510.3,0.274
125836,73009,112956,71262.7,55578,84031,21800.3,2303.7,0.274
134383,73896,119180,74878.6,58098,84464.9,410.4,149.1,0.276
117841,63616,121397,89027.6,66181,88160,775.98,342.72,0.281
80838.4,46317,114382,83592,63534,86226,27918,2237.34,0.282
74272.6,44781,108696,73360.1,59054,81412.4,4185.54,1772.4,0.282
48686.7,33265,95918.6,30332.3,26802,74168.4,18622.4,756.84,0.285
107616,57061,123600,57256.7,38012,98715.6,1949.4,2565.78,0.29
117793,64737,119246,77835.6,61432,83035.5,1300.86,572.04,0.291
87761.9,52508,109537,70270.7,59014,78036.8,16660.6,2469.6,0.294
84329,49285,112135,45076,36172,81668.1,14062.7,1991.64,0.294
56960.6,36876,101230,71013.2,60836,76499.5,2738.34,1149.54,0.303
95063,53003,117541,63492.1,49043,84844.3,5230.44,1144.08,0.31
115256,61853,122119,69126.5,52942,85570.5,29604.4,1757.28,0.314
69957.8,44449,103146,56025.5,48178,76210.9,483.3,137.76,0.315
93571.8,54976,111545,71814.1,60679,77562.4,1463.4,1031.94,0.317
79148.2,48521,106903,71813.5,59283,79388.2,411.48,141.96,0.321
92270.1,55008,109930,70508.3,58767,78629.8,999,617.82,0.327
90158.7,54351,108713,78293.5,63781,80447.9,1521.18,717.36,0.329
64663,42007,100882,48804.7,43022,74344.8,1817.1,511.14,0.334
76999,47801,105567,54968.8,48107,74883.8,23336.1,2037.42,0.343
95984,56584,111169,67305.1,55114,80032.4,656.1,126,0.346
94867.8,56703,109646,58715.3,48999,78531.5,2082.24,459.06,0.347
84485.1,49079,112814,73985.9,58798,82464.4,1040.04,429.24,0.348
77920,48679,104903,53193.8,44972,77517.3,1587.06,779.52,0.35
82781.4,49263,110127,61460.6,48885,82395.1,950.4,312.48,0.354
112937,64228,115237,78716.3,64038,80557.7,1384.56,521.22,0.357
102571,56532,118908,55015.7,41142,87635.8,380.16,405.72,0.358
74283.5,43755,111261,44823.8,36699,80045,8030.88,1726.62,0.362
50609.9,34252,96834.4,34293.8,31102,72261.5,1089.18,574.56,0.367
83526.4,50932,107476,70020.2,59076,77676.9,38063,2449.86,0.368
96830.7,55689,113952,74616.7,57819,84575.6,2013.12,927.78,0.372
84512.6,50164,110410,67841.3,56502,78688.3,1022.22,1226.4,0.373
85401.6,50862,110040,59279,49812,77991.5,19343.9,1298.22,0.384
85114.2,52331,106592,63179.5,53361,77594.7,1755.54,607.32,0.387
109587,60406,118893,73140.3,58473,81975,443.88,1928.64,0.388
79109.1,50181,103316,60378.5,50647,78128.3,3078,1309.56,0.39
80542.7,45368,116347,60608,45610,87086.3,1607.58,245.28,0.391
98979.8,57860,112111,48090.2,36038,87453.3,1097.28,421.68,0.391
65225,42230,101221,62476.4,52790,77561.1,587.52,585.06,0.392
70849.9,43865,105853,51304.3,42523,79069.7,1038.96,766.08,0.398
90661.8,54884,108258,81054.5,67430,78777.9,475.74,178.5,0.404
137363,67602,133165,107668,74450,94777.2,433.08,359.1,0.406
73588.5,40798,118209,59904.9,45676,85951.7,9310.68,2514.54,0.425
77615.4,46256,109966,65595.4,53098,80960.9,393.66,255.78,0.432
72648.3,45496,104648,55550.3,47507,76631.8,491.94,147.84,0.432
63399.7,40556,102450,45954.5,40727,73947.9,1232.82,359.52,0.434
79136,49736,104276,65382.1,53857,79560.4,948.24,529.2,0.437
51453.4,31683,106431,73954.6,59939,80860.4,5067.36,1723.26,0.452
82748.2,51312,105686,69346.3,59146,76838.3,721.44,232.68,0.461
89905.3,52311,112635,89064.4,67711,86203.5,5561.46,2231.88,0.462
126414,69732,118807,95910.5,78718,79849.5,1418.04,552.3,0.474
66106.2,38527,112449,89386.7,67010,87420.5,59782.9,2186.52,0.476
88801.3,52088,111728,42363,35009,79302.5,13799.7,558.18,0.482
94866.6,56269,110490,82574.6,69615,77736.3,2984.58,373.8,0.484
88060.8,52883,109131,60124.7,50065,78704.3,1344.6,1040.76,0.488
118879,62254,125146,70080.1,56279,81607.2,4537.62,252,0.496
82433.9,50356,107284,66183.5,54606,79430.8,7523.82,1695.54,0.506
80964.5,48873,108569,67762.4,55322,80273.3,2474.28,192.78,0.515
58743.7,38021,101255,51472.8,41597,81095.3,1225.8,559.86,0.517
112738,61202,120721,87690.1,62353,92166.5,920.7,329.7,0.525
44766.7,30600,95876.9,38049.5,33867,73629.5,10363.7,2371.32,0.526
75696,46433,106838,65787.1,54726,78782,478.44,232.68,0.526
70103,44561,103101,50576.4,44546,74407.9,530.82,221.34,0.536
79883.5,50289,104103,56344.1,43670,84556.2,19306.6,2420.46,0.537
70934.4,45011,103280,41046.5,34784,77335,10649.9,2252.04,0.537
70223.4,43245,106421,58949.6,48506,79646.3,3713.58,745.5,0.538
77653.8,45100,112841,94858.6,77167,80561,1227.96,554.4,0.538
140239,75537,121671,149673,115874,84652.3,402.84,333.9,0.541
53596.8,34000,103309,47950.9,39779,78999.3,4869.18,1594.32,0.548
85225.6,51157,109180,61215.5,43734,91732.2,1058.94,261.66,0.549
79327.4,47708,108971,68323,58471,76578.4,656.1,489.3,0.556
82773.8,50176,108113,39806.6,33633,77565.7,2458.08,168,0.559
80595.8,49229,107293,56581.7,46622,79536.3,1858.68,674.52,0.565
83661.4,51593,106271,73600.4,61118,78920.7,2691.9,864.78,0.565
