FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,585/15 YG E-A,530/30 Blue B-A,Time
1.520093593750000000e+05,9.020800000000000000e+04,1.104346093750000000e+05,1.064472031250000000e+05,6.984400000000000000e+04,9.988150781250000000e+04,4.070735156250000000e+04,1.417867968750000000e+04,2.099999999999999922e-01
1.336450312500000000e+05,8.352700000000000000e+04,1.048590312500000000e+05,1.416045625000000000e+05,1.101230000000000000e+05,8.427119531250000000e+04,2.406520117187500000e+04,6.073760253906250000e+03,2.110000038146972734e-01
1.216851328125000000e+05,8.190800000000000000e+04,9.736237500000000000e+04,5.621219921875000000e+04,5.203600000000000000e+04,7.079565625000000000e+04,1.545215039062500000e+04,4.823919921875000000e+03,2.120000076293945268e-01
1.320555625000000000e+05,8.041200000000000000e+04,1.076256406250000000e+05,9.387196093750000000e+04,7.361700000000000000e+04,8.356757031250000000e+04,2.582895117187500000e+04,7.789399902343750000e+03,2.139999961853027433e-01
1.463376875000000000e+05,9.791300000000000000e+04,9.794803906250000000e+04,6.776539843750000000e+04,5.782800000000000000e+04,7.679797656250000000e+04,2.936155078125000000e+04,8.510879882812500000e+03,2.170000076293945312e-01
1.812438593750000000e+05,1.156400000000000000e+05,1.027153046875000000e+05,8.594520312500000000e+04,7.377700000000000000e+04,7.634500000000000000e+04,4.551410156250000000e+04,1.157904003906250000e+04,2.170000076293945312e-01
9.879077343750000000e+04,6.240000000000000000e+04,1.037556484375000000e+05,1.414535937500000000e+05,1.157160000000000000e+05,8.011253906250000000e+04,2.911335156250000000e+04,8.954919921875000000e+03,2.200000000000000011e-01
1.252906250000000000e+05,8.790800000000000000e+04,9.340499218750000000e+04,8.786892187500000000e+04,6.876400000000000000e+04,8.374407031250000000e+04,2.542690039062500000e+04,1.082016015625000000e+04,2.200000000000000011e-01
8.970890625000000000e+04,5.129500000000000000e+04,1.146147421875000000e+05,1.023930390625000000e+05,7.257800000000000000e+04,9.245818750000000000e+04,2.977040039062500000e+04,9.331639648437500000e+03,2.300000000000000100e-01
1.707223906250000000e+05,1.172480000000000000e+05,9.542562500000000000e+04,7.213371875000000000e+04,6.396000000000000000e+04,7.391112500000000000e+04,2.338010156250000000e+04,1.102075976562500000e+04,2.310000038146972634e-01
1.354462968750000000e+05,8.104500000000000000e+04,1.095269140625000000e+05,6.870311718750000000e+04,5.748500000000000000e+04,7.832525000000000000e+04,1.807950000000000000e+04,5.882680175781250000e+03,2.329999923706054799e-01
