FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,585/15 YG E-A,530/30 Blue B-A,Time
1.021065781250000000e+05,6.099100000000000000e+04,1.097154765625000000e+05,5.487260156250000000e+04,4.824200000000000000e+04,7.454357812500000000e+04,7.564150390625000000e+03,1.216520019531250000e+04,2.070000076293945224e-01
1.361725781250000000e+05,9.975500000000000000e+04,8.946125000000000000e+04,1.986388750000000000e+05,1.544700000000000000e+05,8.427525781250000000e+04,5.753650390625000000e+03,3.923600097656250000e+03,2.079999923706054854e-01
1.490440156250000000e+05,9.951900000000000000e+04,9.814958593750000000e+04,7.055271875000000000e+04,6.187400000000000000e+04,7.472835937500000000e+04,8.215250000000000000e+03,1.195100000000000000e+04,2.079999923706054854e-01
1.611720625000000000e+05,9.803300000000000000e+04,1.077450703125000000e+05,1.159427187500000000e+05,8.737300000000000000e+04,8.696532812500000000e+04,1.298460058593750000e+04,1.174291992187500000e+04,2.089999961853027388e-01
1.139933046875000000e+05,6.603200000000000000e+04,1.131370468750000000e+05,8.776692187500000000e+04,7.056800000000000000e+04,8.150851562500000000e+04,9.003200195312500000e+03,1.088883984375000000e+04,2.089999961853027388e-01
1.062070781250000000e+05,7.339600000000000000e+04,9.483333593750000000e+04,6.601575781250000000e+04,5.696800000000000000e+04,7.594454687500000000e+04,4.855200195312500000e+03,6.239000000000000000e+03,2.089999961853027388e-01
1.006705156250000000e+05,6.426200000000000000e+04,1.026663203125000000e+05,4.991403906250000000e+04,4.550200000000000000e+04,7.189060937500000000e+04,5.022649902343750000e+03,6.424640136718750000e+03,2.089999961853027388e-01
1.565665156250000000e+05,1.155490000000000000e+05,8.879992968750000000e+04,5.948096093750000000e+04,5.309700000000000000e+04,7.341553125000000000e+04,9.132400390625000000e+03,8.807360351562500000e+03,2.099999999999999922e-01
1.592988125000000000e+05,1.038010000000000000e+05,1.005752187500000000e+05,7.643132031250000000e+04,6.108100000000000000e+04,8.200591406250000000e+04,1.551420019531250000e+04,2.666075976562500000e+04,2.110000038146972734e-01
1.286371015625000000e+05,9.004500000000000000e+04,9.362386718750000000e+04,6.936611718750000000e+04,5.723200000000000000e+04,7.943070312500000000e+04,9.882100585937500000e+03,1.136620019531250000e+04,2.110000038146972734e-01
1.185475156250000000e+05,8.817300000000000000e+04,8.811235156250000000e+04,8.964167968750000000e+04,7.102100000000000000e+04,8.271860937500000000e+04,7.641500000000000000e+03,7.865560058593750000e+03,2.120000076293945268e-01
1.306342578125000000e+05,8.862800000000000000e+04,9.659753906250000000e+04,5.327392187500000000e+04,4.856800000000000000e+04,7.188600000000000000e+04,1.005550000000000000e+04,1.162732031250000000e+04,2.129999923706054621e-01
1.534389375000000000e+05,9.878900000000000000e+04,1.017904218750000000e+05,8.430232031250000000e+04,7.374900000000000000e+04,7.491406250000000000e+04,1.152430078125000000e+04,1.042371972656250000e+04,2.139999961853027433e-01
1.334013593750000000e+05,8.102000000000000000e+04,1.079065859375000000e+05,7.380039843750000000e+04,6.266100000000000000e+04,7.718649218750000000e+04,1.102960058593750000e+04,2.200072070312500000e+04,2.149999999999999967e-01
9.900553906250000000e+04,6.549400000000000000e+04,9.906903906250000000e+04,4.292432031250000000e+04,3.824500000000000000e+04,7.355439843750000000e+04,7.087300292968750000e+03,6.719760253906250000e+03,2.160000038146972778e-01
1.803146093750000000e+05,1.165570000000000000e+05,1.013847187500000000e+05,7.859371875000000000e+04,6.514900000000000000e+04,7.906058593750000000e+04,1.014985058593750000e+04,1.192720019531250000e+04,2.160000038146972778e-01
