,1,1,2,3,4,5,6,7,8,9,10,11,12,13,1 2,1 3,1 4,1 5,1 6,1 7,1 8,1 9,1 10,1 11,1 12,1 13,2 3,2 4,2 5,2 6,2 7,2 8,2 9,2 10,2 11,2 12,2 13,3 4,3 5,3 6,3 7,3 8,3 9,3 10,3 11,3 12,3 13,4 5,4 6,4 7,4 8,4 9,4 10,4 11,4 12,4 13,5 6,5 7,5 8,5 9,5 10,5 11,5 12,5 13,6 7,6 8,6 9,6 10,6 11,6 12,6 13,7 8,7 9,7 10,7 11,7 12,7 13,8 9,8 10,8 11,8 12,8 13,9 10,9 11,9 12,9 13,10 11,10 12,10 13,11 12,11 13,12 13
1,0.00014528105049926434,-4.110012643707286e-05,-4.096363184298554e-05,-4.1073968797395894e-05,-4.103847033242673e-05,-4.115032542913988e-05,-4.123790692654062e-05,-4.073205587849096e-05,-4.071845690561821e-05,-4.088116943123071e-05,-4.122508032603232e-05,-4.12063222386945e-05,-4.108123459605598e-05,-4.121837588794135e-05,6.365549980687811e-06,6.315030769887862e-06,6.284242061870933e-06,6.293674926358335e-06,6.355999448606822e-06,6.221547003031624e-06,6.246962808319757e-06,6.30313740286939e-06,6.362218605823819e-06,6.393485777019645e-06,6.311976683794467e-06,6.3529776760620645e-06,6.296501685266177e-06,6.315495083967937e-06,6.356150819086078e-06,6.3126176315544335e-06,6.221734224028067e-06,6.1844218015604286e-06,6.315438421353189e-06,6.331550799565621e-06,6.349998059733993e-06,6.262800280614923e-06,6.296575313268456e-06,6.302734581282351e-06,6.336813547316311e-06,6.373936851036266e-06,6.234734852006052e-06,6.309621304502009e-06,6.341057691588797e-06,6.33676848107251e-06,6.324216549850957e-06,6.274895101733145e-06,6.3397223366564245e-06,6.312175439882261e-06,6.3754472412463e-06,6.284141275165714e-06,6.258752962252744e-06,6.233989275579517e-06,6.3565636431963784e-06,6.319281812627814e-06,6.368475058829877e-06,6.321908181776922e-06,6.340960392765005e-06,6.224522208195965e-06,6.243290216627474e-06,6.2997371248348564e-06,6.390731205231096e-06,6.378265736386839e-06,6.346907563435551e-06,6.405970487234907e-06,6.274739911342794e-06,6.286929407550874e-06,6.336852944740761e-06,6.365369399128728e-06,6.346813521872755e-06,6.371430270996501e-06,6.387501870596467e-06,6.302831928460619e-06,6.20351481269554e-06,6.2873231661136145e-06,6.28729995772314e-06,6.343817304899369e-06,6.29060206351986e-06,6.234908391608864e-06,6.268322683151343e-06,6.280681772782127e-06,6.274919407253131e-06,6.271078845864887e-06,6.292900179311887e-06,6.3552302743980615e-06,6.249835552084736e-06,6.283947501784949e-06,6.3653335070381e-06,6.327384571552301e-06,6.393521654642632e-06,6.327399785333597e-06,6.387275184606006e-06,6.349607687963599e-06
1,-4.110012643707286e-05,8.201855158958717e-05,6.514450383474957e-06,6.385766628968087e-06,6.294854694860689e-06,6.295056796166978e-06,6.416417807394951e-06,6.13872673718312e-06,6.239213104349505e-06,6.386783654537815e-06,6.385132626318801e-06,6.354355145919342e-06,6.250950668700102e-06,6.429265813424261e-06,-1.2564782992394922e-05,-1.2587162462528168e-05,-1.2608981458664902e-05,-1.2612346780746013e-05,-1.2653504607313862e-05,-1.2602999607143806e-05,-1.2571452398434478e-05,-1.2536734859568487e-05,-1.267171457673505e-05,-1.2653615572539764e-05,-1.2636747209970146e-05,-1.2649417649263035e-05,-2.5030107897414977e-08,-7.821512873050258e-08,-9.380344894810168e-08,-3.484563231000122e-08,-1.5899225108953244e-08,9.54389169606e-09,1.9228542985620963e-08,-7.855491792161354e-08,-5.967126099709412e-08,-1.2768780173903167e-08,-2.49292450820786e-08,6.0215037954307154e-09,-3.3174156783693082e-09,-3.704941066779953e-08,1.2124431342038027e-08,-5.979552919245917e-09,-5.337265001048117e-08,-6.195722638292929e-09,-3.135521619546104e-08,1.5610603516396286e-08,-1.5565862345749807e-08,1.0588190681791517e-10,-4.047947500849922e-08,4.121364963126305e-08,4.039246505698871e-08,3.1155619351894305e-08,2.8118450046561817e-08,-9.45551257377244e-09,1.892292179385622e-08,6.482899116856107e-09,5.0038238502653065e-08,8.15252787729442e-08,4.3734044020804996e-08,-2.206621097809873e-08,4.385853719027464e-10,2.2069282091142308e-10,1.548357688831381e-08,-6.568949668549315e-08,1.614436828767756e-08,-2.196104673010464e-08,-6.295728491016672e-08,-4.021059513652206e-08,9.790141941247256e-09,-5.877781514065047e-09,-3.1093868175070485e-08,-1.595498765848803e-08,4.913837934094758e-08,9.855180414587826e-09,4.116747167795791e-08,2.479426615913945e-08,1.8595337310387928e-08,-1.2473031174756587e-08,3.41758232423327e-08,3.430553380550255e-08,-1.2690366346002607e-08,-1.2857863971523892e-08,-3.1383465406995145e-08,-8.771869112594087e-08,-9.471423060289622e-09,-2.825641715472654e-08,-9.114816131439554e-09,2.5427756555659585e-08,-5.644013704768145e-08,1.8686259535743842e-08,4.9639812532450904e-11,9.782141592193595e-09
2,-4.096363184298554e-05,6.514450383474957e-06,8.203181520527592e-05,6.204738846369533e-06,6.251734501149595e-06,6.46345157735867e-06,6.298640108580677e-06,6.069991316032159e-06,6.082674013199708e-06,6.380190589958903e-06,6.291931408534878e-06,6.386122656509473e-06,6.157737278940433e-06,6.398039525119335e-06,-1.257743872414648e-05,-1.4383737095716229e-10,-5.986454453583333e-08,-1.0015257451939265e-07,-2.8473072459438872e-08,-3.084719628322581e-09,1.5900574261147558e-08,2.537767016174837e-08,-7.185681123678356e-08,-7.878438450852484e-08,-1.2457608498666071e-08,-3.7386148458969384e-08,-1.2612190961091248e-05,-1.2628025192588162e-05,-1.2606468540920986e-05,-1.2659488769811491e-05,-1.2615425276777202e-05,-1.2577621204839555e-05,-1.2543445151037458e-05,-1.267812703316988e-05,-1.2634587489829979e-05,-1.2637179376201865e-05,-1.2637056294816617e-05,6.053720577739385e-09,-1.580358235833773e-08,6.278148180534213e-08,6.226624715263821e-08,3.1054006583031555e-08,-4.110409491313741e-08,1.913783674246892e-08,-6.232158161720943e-09,6.527319377803305e-08,2.2214373540122787e-08,7.82923648689627e-11,-3.4187447505576074e-09,2.839505692050597e-08,4.0413138496117756e-08,6.49854943139e-09,1.5503934879629826e-08,3.1178885787356955e-09,5.648534736921688e-08,6.1399181032249334e-09,-2.4764066254002705e-08,5.612709767520519e-08,-1.8569206997251906e-08,-5.900773689136478e-08,1.084779620732725e-10,-2.4428970892275833e-08,-9.21402121494759e-09,-1.0340390683853612e-07,5.3607338130239726e-08,5.3242536269874795e-08,-3.794963455598734e-08,-3.0520909959476913e-09,-2.818123995707528e-08,3.12443227225532e-08,-6.354442134960289e-09,3.425205217038913e-08,2.459110983437917e-08,9.708828692926282e-08,2.8260063836440827e-08,3.71563821157704e-08,4.383550505048703e-08,-3.1443207143025746e-10,5.969798895954118e-08,5.9294956302666116e-08,6.205118360420205e-08,2.5203901969715466e-08,-6.525563168653825e-09,-3.760107555674292e-08,-9.754937143984e-09,-4.041561952687253e-08,-4.6936279272382155e-08,3.769778426859298e-08,-6.478256667550533e-09,6.364336841271005e-09,-2.521437723589629e-08,9.780884771582756e-09
3,-4.1073968797395894e-05,6.385766628968087e-06,6.204738846369533e-06,8.201123758154732e-05,6.3099401671543566e-06,6.248075634915551e-06,6.430952942156397e-06,6.2173609341690304e-06,6.418020825293698e-06,6.401903800133231e-06,6.3880038456665175e-06,6.306827786593194e-06,6.304382980711013e-06,6.344320456644838e-06,3.4498499433884405e-09,-1.2580487360870048e-05,9.641262899106433e-09,1.8551181585222435e-08,-3.4408065756694174e-08,2.8028899973368453e-09,-1.5614000992448583e-08,-4.352692253327503e-08,-1.5790899854322208e-08,-4.704400591646844e-08,-6.796924524020011e-09,-6.40770449350008e-09,-1.259318157201763e-05,-9.601348844290754e-09,1.2306372870699788e-08,5.921726095633066e-08,4.03524877127454e-08,1.5509768131829912e-08,-3.725666257772895e-08,3.23545178279052e-09,-3.1555819399400124e-09,4.3601300867503144e-08,4.34066969252171e-08,-1.2612377418757531e-05,-1.2633986235252394e-05,-1.2656336290189322e-05,-1.2593738378108625e-05,-1.2561475002738037e-05,-1.2545982437455707e-05,-1.2661831205974553e-05,-1.2637403504284907e-05,-1.261493905418935e-05,-1.2658791768146563e-05,3.193341259446868e-08,-2.1094613207798808e-08,-2.8781981627548575e-09,-3.5320677643155073e-09,-5.748959360897185e-10,9.625339942357353e-09,2.218653764960368e-08,-5.007599831448565e-08,1.606119132993434e-10,6.726899609286758e-09,5.0158885356841315e-08,-1.2857386700164425e-08,-1.608366599576304e-08,-6.425919699494608e-09,1.8621711404186596e-08,9.234518517815705e-09,1.5719006680236134e-08,2.2048671583659337e-08,-9.120008661225683e-08,-9.387054483126016e-08,-3.3714274049703405e-08,-8.372731004342095e-09,-2.481859061114887e-08,1.292446071721184e-08,-4.6912027582379503e-08,3.060224589417599e-08,-2.2002718853271985e-08,3.447102041880063e-08,1.8582061875402963e-08,2.9520450910074544e-10,6.894358585484721e-08,-2.2270063743149624e-08,-4.7379157531012906e-08,-1.8634878505295055e-08,-5.623155143853572e-08,-4.992234113878515e-08,-5.6506090668993304e-08,-2.650663507033899e-09,-3.4506233966369404e-08,3.4858268716495316e-08,1.8912367787741867e-08,-2.4863151217391314e-08,3.750197937158485e-08,6.666470885904263e-09,-9.289313587475402e-09
4,-4.103847033242673e-05,6.294854694860689e-06,6.251734501149595e-06,6.3099401671543566e-06,8.199316815337312e-05,6.395531928391297e-06,6.367517250838668e-06,6.364037826355477e-06,6.101483685643293e-06,6.123267347683575e-06,6.361105723953711e-06,6.305508423638105e-06,6.463522616094069e-06,6.3174692545760075e-06,-5.331531022978085e-08,1.268475195992078e-08,-1.2584092752424261e-05,-1.246227990990276e-08,-2.797002863693186e-08,2.2287753181034014e-08,6.522411106444159e-08,4.983009067342112e-08,2.808545961023969e-08,-2.8168567300251345e-08,5.513385683981682e-10,1.2385266914104156e-08,-1.2475976585969562e-08,-1.2590293336482229e-05,-6.287894368954105e-09,3.1925663716868223e-09,-3.3034090678260143e-09,5.93442500321263e-08,1.832832346733568e-08,9.389438093335802e-09,3.2531347799438234e-09,3.720227446870862e-08,2.5020279835052204e-08,-1.2593112574619783e-05,-3.148720160688184e-09,-1.210489866261705e-08,-1.2292016435311926e-08,3.0549149821497295e-08,9.097520885832323e-09,1.8878871981446473e-08,1.9015737175986247e-08,-4.649928409978244e-08,-2.6407634417699758e-09,-1.2599646123816946e-05,-1.2665555954241406e-05,-1.258435286597205e-05,-1.2596533633951585e-05,-1.255557338856616e-05,-1.2671763659290746e-05,-1.2634093959452868e-05,-1.2618033853465453e-05,-1.265602599949137e-05,-2.534279137824672e-08,-4.372678821002412e-08,3.104754765866971e-08,1.5525035035352958e-08,-5.0049901557614514e-08,-2.1656049844722657e-11,-4.6831443879138126e-08,-5.3207677718636644e-08,1.546884790081985e-08,6.603324552260254e-08,2.521482085542966e-08,-1.5797135741840868e-08,-1.6127119700073913e-08,-6.878825362646365e-08,5.942497461874678e-09,-2.7695558243004283e-08,3.7400359050249246e-08,-4.0377407550717634e-08,-9.593899836043157e-09,-1.286692460313517e-08,-1.8869657283559164e-08,1.1978171215929513e-08,9.680181050505387e-08,4.686181777197835e-08,-1.2589701550122094e-08,3.793893675896299e-08,3.171978038821681e-08,2.5119863641098236e-08,1.570224743698502e-08,7.187202608373573e-08,-1.001743966418196e-08,-6.229937011290925e-08,6.159388424553688e-09,-1.8694884220608476e-08,1.1850429452592762e-08,-1.584311349373914e-08
5,-4.115032542913988e-05,6.295056796166978e-06,6.46345157735867e-06,6.248075634915551e-06,6.395531928391297e-06,8.199363769054437e-05,6.3926136529074615e-06,6.1886799070162535e-06,6.1628354470339474e-06,6.309991457547983e-06,6.410906130674409e-06,6.479792269842458e-06,6.326425127893126e-06,6.428928308758347e-06,-9.057467659227521e-08,2.4884999684822492e-08,-9.999186196974548e-09,-1.2587360272638204e-05,4.713603437489448e-08,7.201169936715369e-08,5.335120952001663e-08,-1.2749220592060484e-08,3.4999495280172136e-09,-2.802823065948223e-08,1.2416036628064725e-08,-4.968743621338768e-08,-1.240548235470349e-08,-2.7881162122492527e-08,-1.2568537800064089e-05,-3.439981251260567e-08,3.4583712186329714e-08,-1.5478215167088486e-08,-5.648086970832653e-08,-3.3358886188443888e-09,-3.430319303059228e-08,-1.2294999735926615e-08,-7.475171338285557e-08,1.8975517636901532e-08,-1.2615226666241153e-05,2.794981866113043e-10,4.995451593870131e-08,5.8261717378761565e-09,-1.593308370818188e-08,6.496517335590249e-09,6.264163986611416e-09,2.773972669362195e-08,2.239223083353475e-08,-1.2599748993473369e-05,-4.1054712419370625e-08,-3.4667935011595476e-08,1.593855116607306e-08,6.3446296480136094e-09,-4.717799976749792e-08,-9.453111891683661e-09,-3.100760367911576e-08,-4.3875843490321944e-08,-1.2650083679852866e-05,-1.2593580122578359e-05,-1.2580921146354275e-05,-1.254652422232597e-05,-1.26749503456456e-05,-1.262462350134355e-05,-1.2633946096079281e-05,-1.2665371616889567e-05,4.074730491324343e-08,5.3576774713942384e-08,-1.1905177555947259e-08,-4.076738336273114e-08,-4.1395471724291496e-08,-3.131771262693324e-08,-3.1339053057178794e-08,9.984258006863715e-09,2.1503664083497918e-10,5.9394412665114974e-08,-9.698199454561312e-09,-2.5140989301318104e-08,4.393515633518232e-08,3.7130599747860726e-08,3.487827237445688e-08,-1.541312570855461e-08,6.232935925873867e-08,3.793256262206796e-08,-5.70904594443764e-09,1.3233231939947415e-08,1.533845340044338e-08,-2.998145475705169e-09,-8.477852329455504e-08,-2.489260896711199e-08,1.8837267810174905e-08,-3.0790972513416704e-08,-7.512686709538223e-08,3.420025281733478e-08
6,-4.123790692654062e-05,6.416417807394951e-06,6.298640108580677e-06,6.430952942156397e-06,6.367517250838668e-06,6.3926136529074615e-06,8.195029344490584e-05,6.285663726271022e-06,6.172518696163479e-06,6.231771094672443e-06,6.507994430106614e-06,6.489084055290495e-06,6.411155502396557e-06,6.4640720053260506e-06,-2.2037546497246995e-08,-3.103393378199477e-08,-2.7825485302252234e-08,4.3754607511292844e-08,-1.2584009608445458e-05,3.608152033002911e-09,-3.1725915718095662e-09,-3.155744749180535e-08,-6.548186335072419e-08,-3.4203090328028465e-08,-1.858455283873939e-08,-3.132121589035947e-08,4.371488962936239e-08,-9.207401910556173e-09,-2.504902271899631e-08,-1.2578051987483644e-05,2.8537716231246234e-08,6.553217888872244e-08,-1.2413567616049774e-08,-3.461348757060556e-08,-5.325851375472525e-08,1.8187697696293806e-08,6.2644059751965305e-09,-1.2242736876915002e-08,-2.1279258124383064e-08,-1.2592891093498232e-05,1.862694262642614e-08,-6.273344300652737e-08,-7.226626499830038e-08,-4.9258213023125503e-08,-3.6494495766743136e-08,-1.544542322768733e-08,3.2152354792147755e-09,-1.8906507385200257e-08,-1.2622042476853608e-05,2.182360797269003e-08,5.974689014547787e-08,3.776713031165191e-08,-4.107857230896301e-08,-4.1178871640585094e-08,-6.26499797827476e-08,-1.6444477810389175e-10,-1.2606443328111278e-05,3.773834676898742e-08,6.261098754785532e-08,9.611082854726527e-09,-6.908940038852095e-08,-5.715413027892202e-08,-4.093082889350083e-08,-4.671311551732368e-08,-1.2590329894140539e-05,-1.2590046716878848e-05,-1.2567999251135626e-05,-1.264677847945873e-05,-1.2609612915828956e-05,-1.262454151198738e-05,-1.2650096451266462e-05,3.050279391637072e-09,3.1047207845883586e-08,-3.43894856761643e-08,-1.565884122354218e-08,-5.649643684130651e-08,-3.7537877785540875e-08,3.0703652899532006e-08,3.342353384712595e-09,1.6223779885237408e-08,1.878992122167526e-08,1.9117637657119177e-08,5.035939758770181e-08,6.964437234484634e-09,3.448799929260223e-08,1.585568504041687e-08,-1.577035137634558e-08,1.8652904501408023e-08,-6.283923147012507e-08,7.969654644155999e-11,-6.881534713638754e-08,-3.44335979801772e-08
7,-4.073205587849096e-05,6.13872673718312e-06,6.069991316032159e-06,6.2173609341690304e-06,6.364037826355477e-06,6.1886799070162535e-06,6.285663726271022e-06,8.200539148538621e-05,6.307647617585165e-06,6.030328916671953e-06,6.266963316194512e-06,6.173147032225512e-06,6.383010027449547e-06,6.2608235588499505e-06,9.179153426352333e-09,1.2239345224248795e-08,2.8484699489721065e-08,7.49970503915404e-08,9.489225186872183e-09,-1.2590090447550879e-05,-1.0033724731289998e-08,7.427706410005512e-08,3.392613208220265e-09,3.5058386248606055e-08,1.2785868106546668e-08,2.4882779961411324e-08,3.736403824305056e-08,-2.773182099441889e-09,5.625658204013022e-08,4.08802063074605e-08,-1.259023489799775e-05,3.4375137985587085e-08,4.325732236585699e-08,8.428125631858749e-08,4.091764287247533e-08,2.4736045950515712e-08,6.245943431587516e-08,-1.8640978211518723e-08,2.2033605867975324e-08,1.2350910293924925e-08,-1.2587186107592612e-05,-3.130649329706903e-08,4.68564338628643e-08,-1.8777121143240553e-08,4.3784674302902866e-08,2.797404991295053e-08,-3.2200669934487505e-09,-3.759210294301844e-08,-3.1946201464958854e-09,-1.2596364276874239e-05,-4.6934573789308846e-08,4.3525891417518214e-08,-4.6756273738094805e-08,2.7193921062883514e-09,-6.195445744914627e-09,-1.884045611035829e-08,3.7396943545648625e-08,-1.2605779673552925e-05,6.557181446448753e-09,1.53869259327291e-08,5.0036979276733376e-08,1.2296152346400664e-08,-3.417692685028728e-08,3.4544636029459587e-08,-1.2646800359892567e-05,-9.134061298764755e-09,2.5202992339830666e-08,-1.555766546733449e-08,2.1902782610731445e-08,-5.646355423772243e-08,-3.1091624827401136e-08,-1.2578054913296318e-05,-1.2561974643668395e-05,-1.26653845377312e-05,-1.2646342054562848e-05,-1.2624313168367855e-05,-1.2656214805539349e-05,2.482601097769061e-08,-1.5591962576738394e-08,2.2190819179299986e-08,-1.2532379082404473e-08,-1.2324908608099961e-08,4.391470249341653e-08,2.4897060353619074e-08,4.0778569023116206e-08,7.169257301323722e-08,4.0634153100724676e-08,-3.77673623610292e-08,3.116654777950387e-08,-6.605220259983435e-09,2.5223844265124404e-08,-5.3121116209972996e-08
8,-4.071845690561821e-05,6.239213104349505e-06,6.082674013199708e-06,6.418020825293698e-06,6.101483685643293e-06,6.1628354470339474e-06,6.172518696163479e-06,6.307647617585165e-06,8.203152379172733e-05,6.331171644785037e-06,6.2410254067317595e-06,6.209260587838752e-06,6.182855486049116e-06,6.271941567460323e-06,2.2007920365130038e-08,-1.2370931069277635e-08,6.551985259208946e-08,4.989925142182803e-08,-3.2824125260940787e-09,-1.618805103641237e-08,-1.2584125833058869e-05,-2.4759839450628443e-08,2.8100038013982035e-08,2.18294665620223e-08,-1.2943501233352488e-08,-1.2496851496525671e-08,2.7492397740149907e-11,4.631677679685518e-08,-5.913135405756262e-09,6.56367181435119e-08,2.146288346779765e-08,-1.2578135392049828e-05,-1.8602848512658597e-08,4.716177363153997e-08,6.598210547002391e-08,6.267917093818968e-08,3.7250964067043553e-08,1.8285983233566702e-08,-2.844331138314459e-08,-7.579750439085527e-08,-3.773524840066081e-08,-1.2579966047046414e-05,4.773087072055137e-08,-1.946812401474056e-08,-4.444970233733797e-08,3.0202196195287867e-09,-6.563030684505749e-08,5.023437007146198e-08,7.260483754725585e-08,-9.093525793298698e-09,-1.2634275338099522e-05,-1.9798210514202475e-08,9.091576043898628e-08,5.350294644801734e-08,6.038921598523945e-09,3.139600634231865e-08,7.544647313136324e-08,1.9010998995014864e-08,-1.261849690170757e-05,1.5059316212364564e-08,2.545711768582211e-08,5.798393704136862e-10,6.535936936670584e-08,2.254813871523176e-08,1.56932938279711e-08,-1.2672266426953026e-05,-1.327103839936357e-08,2.2316977965399105e-08,4.7768710320821004e-08,3.1044185472059594e-08,1.929858135927309e-08,-1.2603140627838182e-05,-1.2677074028781957e-08,-1.579793849522294e-08,1.5841044219641844e-08,5.625590219635113e-10,-1.8536886863199424e-08,-1.2524057456720296e-05,-1.2665666321890375e-05,-1.2640925671142859e-05,-1.2636850929186e-05,-1.2649918490749771e-05,-3.1728418610061344e-08,-6.29949297221549e-08,1.548027087695725e-08,-1.616868184964562e-08,4.094222014441446e-09,1.2563920772073923e-08,-3.058087639485276e-08,6.265243042138048e-09,5.079669911283187e-08,3.4406555623753155e-08
9,-4.088116943123071e-05,6.386783654537815e-06,6.380190589958903e-06,6.401903800133231e-06,6.123267347683575e-06,6.309991457547983e-06,6.231771094672443e-06,6.030328916671953e-06,6.331171644785037e-06,8.20626508224928e-05,6.250596789948603e-06,6.356335789442106e-06,6.278248611735721e-06,6.257024736224387e-06,2.8646851393207415e-08,-4.340385212664979e-08,4.656386973075436e-08,-1.9087419852384242e-08,-3.4902014158402224e-08,6.447588063112059e-08,-2.758818937663489e-08,-1.2580355963759557e-05,-2.85711523571677e-08,-9.718112621054602e-08,-3.17273913664144e-08,-1.8626412509100716e-08,-5.637087860853728e-08,2.7297007662140912e-09,-4.9801089789816106e-08,-1.6014069658246074e-08,2.7351077610332713e-08,-2.2019626337859057e-08,-1.2574201827564705e-05,-9.777986222665183e-09,-2.835052477371315e-08,-3.092967767883898e-08,-1.8882960523736917e-08,1.1931646574787818e-08,-3.4843728437380666e-08,-6.889646665730067e-08,5.5644995938995236e-08,6.30510269138324e-08,-1.2595962127653937e-05,-3.7370217965868126e-08,-5.035890331113042e-08,-2.725193850601526e-09,-3.444893755968396e-08,3.1839954506205495e-08,4.098294743882036e-08,7.201858066133855e-08,-2.8442063237866692e-08,-1.2625110558831006e-05,3.463249001448271e-08,3.453637929330576e-08,1.2349456682520567e-08,7.514771311571416e-08,1.930610753989688e-08,2.5308761084000683e-08,1.2168321977671323e-08,-1.2615624893828677e-05,-6.00307171383012e-09,3.160449204722598e-08,-3.1719869782800497e-09,-9.362315105857313e-09,5.964621069016007e-08,-4.304340059492382e-09,-1.268159019477027e-05,7.848627527863866e-08,4.173916259900302e-08,2.5406213455024148e-08,2.546495792321134e-08,2.7842180867962485e-09,-1.2618712105777018e-05,5.3028597618083785e-08,2.2279282582225892e-08,3.140165905928103e-08,7.509984864068112e-08,-1.2555340371713891e-05,-2.214146337307809e-08,-5.996183899797272e-08,-6.384536944803256e-09,-6.864878044981778e-09,-1.267492939226798e-05,-1.2644288936024996e-05,-1.261527148688522e-05,-1.2659183545661375e-05,2.2702208406790075e-08,3.18454135635765e-08,4.823681752229008e-11,-1.1914897279472625e-08,-3.059430315193896e-08,2.854057541085622e-08
