,1,1,2,3,4,5,6,7,8,9,10,11,12,13,1 2,1 3,1 4,1 5,1 6,1 7,1 8,1 9,1 10,1 11,1 12,1 13,2 3,2 4,2 5,2 6,2 7,2 8,2 9,2 10,2 11,2 12,2 13,3 4,3 5,3 6,3 7,3 8,3 9,3 10,3 11,3 12,3 13,4 5,4 6,4 7,4 8,4 9,4 10,4 11,4 12,4 13,5 6,5 7,5 8,5 9,5 10,5 11,5 12,5 13,6 7,6 8,6 9,6 10,6 11,6 12,6 13,7 8,7 9,7 10,7 11,7 12,7 13,8 9,8 10,8 11,8 12,8 13,9 10,9 11,9 12,9 13,10 11,10 12,10 13,11 12,11 13,12 13
1,0.00019933676421583874,-5.6392531473810055e-05,-5.62052504029146e-05,-5.635664118230397e-05,-5.630793456077786e-05,-5.646140834805586e-05,-5.658157689197158e-05,-5.5887510386072234e-05,-5.586885155038928e-05,-5.6092105637839226e-05,-5.656397781051927e-05,-5.6538240273380395e-05,-5.6366610416346324e-05,-5.65547788063109e-05,8.734023681986856e-06,8.66470744303489e-06,8.6224629699299e-06,8.635405584797726e-06,8.720919618139427e-06,8.536440531914745e-06,8.57131296963918e-06,8.648388829637298e-06,8.729452779701279e-06,8.772353741051294e-06,8.660517002248553e-06,8.71677351402469e-06,8.63928411521839e-06,8.66534451762916e-06,8.721127310067788e-06,8.6613964318236e-06,8.536697413507327e-06,8.485501902914628e-06,8.665266772167952e-06,8.687374193098971e-06,8.712685251478396e-06,8.593043198528822e-06,8.639385138494857e-06,8.647836127468357e-06,8.694595087385609e-06,8.745531112525206e-06,8.55453527401976e-06,8.657285240879495e-06,8.70041837943392e-06,8.694533253036368e-06,8.677311038950182e-06,8.60963822243036e-06,8.698586169862305e-06,8.660789710872787e-06,8.74760348394692e-06,8.622324682826211e-06,8.587489966752925e-06,8.553512285874848e-06,8.721693736467205e-06,8.67054020031062e-06,8.738037113951411e-06,8.674143780584993e-06,8.700284877971546e-06,8.540522742005462e-06,8.56627389164718e-06,8.643723386907438e-06,8.768574256904927e-06,8.751470675843884e-06,8.708444853093092e-06,8.7894837227518e-06,8.609425289290464e-06,8.626150214689818e-06,8.694649143679125e-06,8.733775910212485e-06,8.708315820843082e-06,8.742091892113061e-06,8.76414336165448e-06,8.647969695276787e-06,8.511698981237857e-06,8.626690481693045e-06,8.626658637998055e-06,8.704204780935876e-06,8.631189380874395e-06,8.554773383689045e-06,8.600620359132522e-06,8.617577979738842e-06,8.609671571471338e-06,8.604402026150224e-06,8.634342572320916e-06,8.719864252024124e-06,8.575254594817168e-06,8.622058810858876e-06,8.73372666350631e-06,8.681657808145073e-06,8.772402967906754e-06,8.68167868262199e-06,8.763832331057742e-06,8.712149631414498e-06
1,-5.6392531473810055e-05,0.00011253575482386076,8.938326475641113e-06,8.76176247680993e-06,8.637024317832589e-06,8.637301616353636e-06,8.803818248750018e-06,8.422804763526494e-06,8.560679780329552e-06,8.763157914036587e-06,8.760892576460376e-06,8.718663508509251e-06,8.57678462049544e-06,8.821446700221886e-06,-1.7239847703268707e-05,-1.7270554055858365e-05,-1.7300491395059782e-05,-1.730510887553564e-05,-1.736158057602237e-05,-1.7292283835146514e-05,-1.724899864081079e-05,-1.72013635099021e-05,-1.7386566053263994e-05,-1.7361732828838518e-05,-1.7338588139282023e-05,-1.735597295554786e-05,-3.4343231268618046e-08,-1.0731716641835968e-07,-1.2870553951352999e-07,-4.781088495616088e-08,-2.1814958495044777e-08,1.3094952729080432e-08,2.6383038435960752e-08,-1.0778338329687764e-07,-8.187355503668908e-08,-1.7519747510788412e-08,-3.420483973600069e-08,8.261965880406603e-09,-4.551749210323738e-09,-5.0834638194334453e-08,1.6635651403767883e-08,-8.204406054910026e-09,-7.323137679795096e-08,-8.501007519231738e-09,-4.302176585461099e-08,2.1418947493297388e-08,-2.1357559169402093e-08,1.4527811178095137e-10,-5.554095002493808e-08,5.6548294018997836e-08,5.542156568589952e-08,4.2747903648854924e-08,3.858067399557188e-08,-1.297368978253306e-08,2.59637026779055e-08,8.895035713541724e-09,6.865630800370463e-08,1.1185894661792245e-07,6.000646878048602e-08,-3.0276536958964875e-08,6.017728297465498e-10,3.028075076203516e-10,2.124465719924877e-08,-9.013103682313734e-08,2.215131377227164e-08,-3.0132243530232814e-08,-8.638223233298299e-08,-5.517202618071679e-08,1.3432826986557893e-08,-8.064767867212887e-09,-4.266317628948989e-08,-2.1891468997622307e-08,6.742163209154734e-08,1.3522064769329246e-08,5.648493431889707e-08,3.401963828237983e-08,2.5514231596043956e-08,-1.711395715955296e-08,4.689185544933509e-08,4.706982830854857e-08,-1.7412157713841325e-08,-1.7641977326037883e-08,-4.3060525943414763e-08,-1.2035678424821274e-07,-1.2995520192545487e-08,-3.8769975468924816e-08,-1.2506228085628347e-08,3.48888357817796e-08,-7.744020470887407e-08,2.5638983875405004e-08,6.810963695881114e-11,1.3421849892935061e-08
2,-5.62052504029146e-05,8.938326475641113e-06,0.00011255395352371949,8.513378449489404e-06,8.57786009884332e-06,8.86835219506456e-06,8.642218196315487e-06,8.328494484297649e-06,8.345896119309376e-06,8.754111722844342e-06,8.633013344377614e-06,8.762250973952729e-06,8.448888687526698e-06,8.778601833339496e-06,-1.7257212339657756e-05,-1.973559249563602e-10,-8.213875490312768e-08,-1.3741702764382533e-07,-3.906724319409019e-08,-4.232472350040047e-09,2.181680963551991e-08,3.482011340085524e-08,-9.859306626421515e-08,-1.0809822908559791e-07,-1.709279606292771e-08,-5.1296668317673406e-08,-1.7304895078996618e-05,-1.7326620861262043e-05,-1.7297043478830573e-05,-1.7369791306773005e-05,-1.7309332808632212e-05,-1.725746271718989e-05,-1.7210570545394844e-05,-1.7395364436205204e-05,-1.733562483730373e-05,-1.7339181104558207e-05,-1.733901222744047e-05,8.306169781168518e-09,-2.1683729292317506e-08,8.614101696501586e-08,8.543407543252473e-08,4.260848312237535e-08,-5.639797652789562e-08,2.625858250077879e-08,-8.550999856963957e-09,8.955983724671934e-08,3.047982737839885e-08,1.0742314033490459e-10,-4.690780483167617e-09,3.8960199880209984e-08,5.5449931232865456e-08,8.916509147602294e-09,2.1272589927577224e-08,4.27798269860281e-09,7.750223674383707e-08,8.424439409276615e-09,-3.397820169206818e-08,7.701069063689336e-08,-2.547837879865172e-08,-8.096314898056022e-08,1.4884009906387697e-10,-3.351842510812402e-08,-1.2642345082802415e-08,-1.4187810540765743e-07,7.355338693094355e-08,7.30528507483157e-08,-5.206981453924991e-08,-4.187703359342037e-09,-3.866682657737207e-08,4.286961148908197e-08,-8.718782864157388e-09,4.6996447395815326e-08,3.374089219492707e-08,1.3321258962011815e-07,3.877497899643616e-08,5.0981411240294115e-08,6.014568110915049e-08,-4.3142496195612505e-10,8.191022785485752e-08,8.135723608188576e-08,8.513899171927572e-08,3.4581690089594485e-08,-8.953574070777359e-09,-5.159156481012886e-08,-1.3384523299688782e-08,-5.5453335397695466e-08,-6.440018159515565e-08,5.172425659357498e-08,-8.888665916383533e-09,8.732359161493249e-09,-3.45960629596805e-08,1.3420125438486916e-08
3,-5.635664118230397e-05,8.76176247680993e-06,8.513378449489404e-06,0.0001125257194428451,8.657722744938903e-06,8.572839853234643e-06,8.823761570475948e-06,8.530696923791136e-06,8.806017712477864e-06,8.783903915577083e-06,8.764832110020747e-06,8.653452319663629e-06,8.650097858142219e-06,8.704895143791229e-06,4.733459197754964e-09,-1.726139530348998e-05,1.3228553501351675e-08,2.5453646548332328e-08,-4.721051002381038e-08,3.8457804414409625e-09,-2.1423609091492328e-08,-5.972228218504283e-08,-2.16663279223252e-08,-6.45479908282125e-08,-9.325902700877633e-09,-8.791862912583109e-09,-1.727881273656701e-05,-1.3173788351276365e-08,1.6885289160896454e-08,8.125063209685183e-08,5.536671369786655e-08,2.128059359780417e-08,-5.111900373933093e-08,4.439288447746286e-09,-4.329700886412344e-09,5.982433497459692e-08,5.95573234130365e-08,-1.730515091324157e-05,-1.7334799869824808e-05,-1.736546586250495e-05,-1.7279576717307054e-05,-1.7235308887284125e-05,-1.7214051897317645e-05,-1.7373005309174024e-05,-1.733948862550943e-05,-1.730866567388189e-05,-1.7368834966933346e-05,4.3815095740809853e-08,-2.8943430163650982e-08,-3.94910903083283e-09,-4.846268365421065e-09,-7.888013974784716e-10,1.3206705981222913e-08,3.0441634397785914e-08,-6.8708117366882e-08,2.2037188595196774e-10,9.229823137373324e-09,6.882184475776897e-08,-1.764132247306069e-08,-2.206802556359513e-08,-8.81685557480572e-09,2.5550418879236665e-08,1.2670468957284606e-08,2.156768496343775e-08,3.0252471562123105e-08,-1.2513352635472283e-07,-1.2879760022065628e-07,-4.625857449308525e-08,-1.1488030271805021e-08,-3.4053013299549775e-08,1.7733353178202498e-08,-6.436690641304978e-08,4.1988632745420355e-08,-3.018942088517096e-08,4.729688865745515e-08,2.5496016679202654e-08,4.050432690556962e-10,9.459589719728593e-08,-3.055623861600859e-08,-6.500784459534469e-08,-2.5568485153675368e-08,-7.715400922607564e-08,-6.849728791529542e-08,-7.753069814497907e-08,-3.636914000149111e-09,-4.734520435041578e-08,4.78282230768118e-08,2.5949221770580565e-08,-3.411415387520875e-08,5.145559722985835e-08,9.146910285742879e-09,-1.2745652003135452e-08
4,-5.630793456077786e-05,8.637024317832589e-06,8.57786009884332e-06,8.657722744938903e-06,0.00011250092679899308,8.775161217952923e-06,8.73672292779257e-06,8.731948890053796e-06,8.371704435176993e-06,8.401593293283117e-06,8.72792582026521e-06,8.65164205231362e-06,8.868449665667918e-06,8.668053231392382e-06,-7.315270221302493e-08,1.7404454344745603e-08,-1.7266342177729108e-05,-1.7099205598080735e-08,-3.837702841733359e-08,3.058050988398576e-08,8.949249199231326e-08,6.837071318858552e-08,3.85354085820584e-08,-3.8649438718483255e-08,7.564788789329428e-10,1.6993537850412987e-08,-1.711799849005313e-08,-1.7274849855489667e-05,-8.627474215879595e-09,4.380446368534308e-09,-4.5325310644352225e-09,8.142487086627752e-08,2.5147868086887332e-08,1.2883030518422434e-08,4.463550878545513e-09,5.104437907474684e-08,3.432974641189947e-08,-1.7278718066835626e-05,-4.320285998041683e-09,-1.6608851066773744e-08,-1.6865591028441767e-08,4.1915780853972925e-08,1.2482497679743919e-08,2.5903262950632754e-08,2.609105251382474e-08,-6.380059064103868e-08,-3.623330349917686e-09,-1.728768259835114e-05,-1.7378115949993878e-05,-1.7266699073502964e-05,-1.7283412023102106e-05,-1.722721141917917e-05,-1.7386633398301757e-05,-1.733494767570504e-05,-1.7312911976283173e-05,-1.7365040119825614e-05,-3.477225702991691e-08,-5.999651325058138e-08,4.2599620981867836e-08,2.1301540962497782e-08,-6.867231061126354e-08,-2.9713764368504415e-11,-6.425633938040881e-08,-7.300502213759748e-08,2.1224447896678804e-08,9.060268664021165e-08,3.4596671639766585e-08,-2.1674884039146435e-08,-2.2127647384753183e-08,-9.43827694447125e-08,8.153563120173963e-09,-3.800043394743852e-08,5.131616634080572e-08,-5.540090563032503e-08,-1.3163567739602714e-08,-1.7654409208798484e-08,-2.5890619677103478e-08,1.6434971272587116e-08,1.328195219541721e-07,6.429801469521829e-08,-1.7274037879132592e-08,5.205513633974802e-08,4.352197593901744e-08,3.4466383045495495e-08,2.154468999397062e-08,9.861394220329366e-08,-1.3744696927253715e-08,-8.547952267907883e-08,8.45115418617683e-09,-2.565081760573246e-08,1.6259699758020926e-08,-2.1737969047534135e-08
5,-5.646140834805586e-05,8.637301616353636e-06,8.86835219506456e-06,8.572839853234643e-06,8.775161217952923e-06,0.00011250157104006978,8.771157119758154e-06,8.491344350779212e-06,8.455883765877918e-06,8.657793119299947e-06,8.79625580478984e-06,8.890772880718819e-06,8.680341377724107e-06,8.820983617887475e-06,-1.2427541575280415e-07,3.414413165129062e-08,-1.3719651767707158e-08,-1.727082546652843e-05,6.467426094434518e-08,9.880558468019107e-08,7.320195879761497e-08,-1.7492910261604595e-08,4.802199677357346e-09,-3.845688606432979e-08,1.7035756262213206e-08,-6.81749803083076e-08,-1.7021274988205012e-08,-3.825509673130433e-08,-1.7244999587898205e-05,-4.71991859387681e-08,4.7451510421379723e-08,-2.1237300505750128e-08,-7.749609304904637e-08,-4.57709550405716e-09,-4.7066616585514023e-08,-1.686968434611239e-08,-1.0256509444363972e-07,2.6035868215859878e-08,-1.7309060299716155e-05,3.8349298777664183e-10,6.8541434212989e-08,7.993955288751741e-09,-2.1861415094772845e-08,8.9137209560253e-09,8.594914307938812e-09,3.806103645544831e-08,3.0723861250945134e-08,-1.7287823743423928e-05,-5.633021995205485e-08,-4.7567070609056626e-08,2.1868916867101502e-08,8.705319378106458e-09,-6.473184068748353e-08,-1.2970395862246529e-08,-4.254481477275228e-08,-6.020102854808058e-08,-1.735688680069277e-05,-1.7279359578559682e-05,-1.7261990490505027e-05,-1.7214795267788663e-05,-1.7391005776835394e-05,-1.732195347949937e-05,-1.733474479579513e-05,-1.737786302498326e-05,5.5908433233439636e-08,7.351145157538853e-08,-1.6334818362492298e-08,-5.593598240890057e-08,-5.6797767901260445e-08,-4.29703080769367e-08,-4.299958878696395e-08,1.3699169143840753e-08,2.950467939527e-10,8.14936978530741e-08,-1.3306674830258426e-08,-3.449536907454526e-08,6.028241032863814e-08,5.0946035850487425e-08,4.785566963255211e-08,-2.1147992767376023e-08,8.552067009142677e-08,5.204639053415977e-08,-7.833249700583071e-09,1.8157011020788023e-08,2.10455366230663e-08,-4.1136859605682105e-09,-1.1632264807046729e-07,-3.41545721712647e-08,2.5846178830916824e-08,-4.2247580168167884e-08,-1.0307983416283662e-07,4.692537470332828e-08
6,-5.658157689197158e-05,8.803818248750018e-06,8.642218196315487e-06,8.823761570475948e-06,8.73672292779257e-06,8.771157119758154e-06,0.00011244209940462062,8.624413602722964e-06,8.469169927713498e-06,8.55046877123242e-06,8.929468411564956e-06,8.903521924304574e-06,8.796597961953553e-06,8.869203469907507e-06,-3.0237207088749344e-08,-4.25809416970231e-08,-3.8178703855906016e-08,6.003468346946813e-08,-1.7266228097801674e-05,4.950661828131828e-09,-4.353039408303033e-09,-4.329924273200082e-08,-8.984614793395355e-08,-4.6929267986025256e-08,-2.5499434472297884e-08,-4.297511482353704e-08,5.998018748366464e-08,-1.263326288857123e-08,-3.4369183857181974e-08,-1.725805378407754e-05,3.9155939416030384e-08,8.991518471817204e-08,-1.7032368588017715e-08,-4.749236453645139e-08,-7.307477308518931e-08,2.4954918723783805e-08,8.595246334871219e-09,-1.6797975687837672e-08,-2.9196777176728883e-08,-1.7278414177718956e-05,2.555759651809969e-08,-8.607510404189448e-08,-9.915486828613251e-08,-6.758605311113198e-08,-5.007325231220048e-08,-2.1192307445264095e-08,4.411550125884314e-09,-2.59411808479989e-08,-1.7318412115581514e-05,2.994366699470582e-08,8.197732403937325e-08,5.1819404692979795e-08,-5.636295755389315e-08,-5.650057594355821e-08,-8.596058608582171e-08,-2.2563087096886993e-10,-1.7297008884918382e-05,5.177991146080884e-08,8.590708574351098e-08,1.3187144161524447e-08,-9.479596594140828e-08,-7.841985828309039e-08,-5.616024223574795e-08,-6.409398377602687e-08,-1.727490001540584e-05,-1.727451147444437e-05,-1.724426065738798e-05,-1.7352351811790996e-05,-1.7301357802808008e-05,-1.7321840983802907e-05,-1.7356904324053536e-05,4.185217699029991e-09,4.259915473261514e-08,-4.718501672568949e-08,-2.1485133333932558e-08,-7.751745235162356e-08,-5.1504852612125237e-08,4.212777094855848e-08,4.585965659560252e-09,2.2260272585856697e-08,2.5781215673535017e-08,2.623086780364589e-08,6.909696294522751e-08,9.555743010775527e-09,4.732018497691326e-08,2.1755218175533386e-08,-2.1638133831662e-08,2.5593218205402197e-08,-8.622025394239743e-08,1.0934978534532507e-10,-9.441994382210663e-08,-4.724554219624342e-08
7,-5.5887510386072234e-05,8.422804763526494e-06,8.328494484297649e-06,8.530696923791136e-06,8.731948890053796e-06,8.491344350779212e-06,8.624413602722964e-06,0.00011251769814971676,8.654577190777802e-06,8.274074624843647e-06,8.598755203218344e-06,8.47003205306994e-06,8.75798020771806e-06,8.590330984382306e-06,1.2594503797720464e-08,1.6793322079775906e-08,3.908319637302115e-08,1.0290171567046569e-07,1.3019946078075177e-08,-1.7274571476286517e-05,-1.3767041290618366e-08,1.0191383915710606e-07,4.6549259992167226e-09,4.8102799707258286e-08,1.754319346735734e-08,3.414108602021406e-08,5.126633140255457e-08,-3.805018922869308e-09,7.71883531347346e-08,5.609078415802315e-08,-1.7274769673398736e-05,4.716533059178693e-08,5.9352370040131455e-08,1.1564035957103721e-07,5.614215000172931e-08,3.39397556826936e-08,8.569914306436902e-08,-2.5576854419296143e-08,3.023180024260328e-08,1.6946397927674367e-08,-1.7270586498703592e-05,-4.2954914294305617e-08,6.429062755823148e-08,-2.5763652982405548e-08,6.00759374177931e-08,3.838254591701318e-08,-4.418179334651415e-09,-5.157925369467196e-08,-4.383264305377825e-09,-1.728317965217913e-05,-6.439784154133521e-08,5.972086741499685e-08,-6.415320017106438e-08,3.731214919211774e-09,-8.500627600241107e-09,-2.5850553423747205e-08,5.131148000605723e-08,-1.729609829987123e-05,8.996956777359248e-09,2.1112044661836517e-08,6.865458024898793e-08,1.6871265816245686e-08,-4.689336968424648e-08,4.73978949316671e-08,-1.735238183342744e-05,-1.2532633933935572e-08,3.458044200749949e-08,-2.134631242239438e-08,3.005230068162438e-08,-7.747233489291222e-08,-4.266009824411589e-08,-1.725805779851734e-05,-1.7235994433031387e-05,-1.737788075337078e-05,-1.7351753003300352e-05,-1.7321527678811727e-05,-1.7365299176230692e-05,3.406319461260226e-08,-2.1393370691776633e-08,3.044750898550828e-08,-1.7195387048949098e-08,-1.6910721616836215e-08,6.025434608612776e-08,3.416067981558271e-08,5.5951329994419206e-08,9.836771880197023e-08,5.575318025244086e-08,-5.181972308255537e-08,4.276289829124063e-08,-9.062869720677483e-09,3.460905245119769e-08,-7.288625309660172e-08
8,-5.586885155038928e-05,8.560679780329552e-06,8.345896119309376e-06,8.806017712477864e-06,8.371704435176993e-06,8.455883765877918e-06,8.469169927713498e-06,8.654577190777802e-06,0.00011255355368193953,8.68685396360697e-06,8.563166398449518e-06,8.519582626221312e-06,8.483352797682439e-06,8.605585746467929e-06,3.019655775910773e-08,-1.6973867969790575e-08,8.98982720920784e-08,6.846560704949031e-08,-4.503722195871954e-09,-2.2211249859978376e-08,-1.72663875669016e-05,-3.3972402193064654e-08,3.855541127215078e-08,2.995170542942494e-08,-1.7759478229359774e-08,-1.7146640471297413e-08,3.772168212731963e-11,6.355017659814556e-08,-8.113276123093098e-09,9.005862060820484e-08,2.9448725257077265e-08,-1.7258168221550882e-05,-2.5524537542696047e-08,6.470957718218486e-08,9.053251855863585e-08,8.600063859404319e-08,5.111118494481524e-08,2.508977403286827e-08,-3.90264087106686e-08,-1.0400000006184858e-07,-5.1775660261396026e-08,-1.726068002086787e-05,6.549042211590704e-08,-2.671176201655217e-08,-6.098840697966333e-08,4.143973382000762e-09,-9.004982381410174e-08,6.892541558623235e-08,9.961941583813026e-08,-1.2477016105817664e-08,-1.7335196541144805e-05,-2.7164666056603865e-08,1.2474340899828266e-07,7.341015352181174e-08,8.285864444578747e-09,4.307773307028394e-08,1.0351835820170727e-07,2.6084551365465343e-08,-1.7313547314050504e-05,2.0662538953014205e-08,3.4929121508377836e-08,7.955841692086238e-10,8.967807677583476e-08,3.093777884409597e-08,2.1532404954436867e-08,-1.7387323234165465e-05,-1.8208884388034307e-08,3.062060853367354e-08,6.554234095495074e-08,4.259500780349909e-08,2.6479136466135895e-08,-1.729247732637478e-05,-1.739391963327549e-08,-2.167598547846764e-08,2.173512984447625e-08,7.718742033683268e-10,-2.5434033091356072e-08,-1.7183969139103327e-05,-1.737826738288856e-05,-1.7344321309070566e-05,-1.7338730450015624e-05,-1.7356660148550717e-05,-4.353382824312146e-08,-8.643388390753761e-08,2.1240121097644237e-08,-2.218467384746809e-08,5.617587190726869e-09,1.7238664670738046e-08,-4.195931215038496e-08,8.596394855032524e-09,6.969697423855525e-08,4.720843800538153e-08
9,-5.6092105637839226e-05,8.763157914036587e-06,8.754111722844342e-06,8.783903915577083e-06,8.401593293283117e-06,8.657793119299947e-06,8.55046877123242e-06,8.274074624843647e-06,8.68685396360697e-06,0.00011259626235985115,8.576299071657473e-06,8.72138110360879e-06,8.614239495826866e-06,8.585118707850663e-06,3.93056812438376e-08,-5.955342013081693e-08,6.388920708928529e-08,-2.6189406653710175e-08,-4.788824518436779e-08,8.846586234616557e-08,-3.785311561289972e-08,-1.7261215016558255e-05,-3.920181634991952e-08,-1.3333997224751187e-07,-4.353241878590774e-08,-2.555686915639669e-08,-7.734517680877151e-08,3.745359192714317e-09,-6.833092174794438e-08,-2.197253404096207e-08,3.7527780050624055e-08,-3.021261925314141e-08,-1.7252771068834792e-05,-1.3416148406656784e-08,-3.889909835310263e-08,-4.2437894312788136e-08,-2.5908872744805745e-08,1.6371135890136222e-08,-4.7808272696638e-08,-9.453124603776377e-08,7.63492100116592e-08,8.651085356484777e-08,-1.728262787254902e-05,-5.1274810457090385e-08,-6.909628475979293e-08,-3.739175358196909e-09,-4.726658927797087e-08,4.3686864062692444e-08,5.623175288454852e-08,9.881502634454934e-08,-3.9024696159443844e-08,-1.73226217597961e-05,4.75184373495378e-08,4.738656605524288e-08,1.6944403461136743e-08,1.031084365044735e-07,2.648946296423936e-08,3.472556485143247e-08,1.6695872728272706e-08,-1.7309606698564773e-05,-8.236675648188441e-09,4.3363791476790955e-08,-4.352209859525505e-09,-1.2845815695558414e-08,8.183918409079018e-08,-5.905885293334708e-09,-1.740011616001919e-05,1.0768920031643515e-07,5.726933818947125e-08,3.485927699240489e-08,3.49398789164946e-08,3.820161145489431e-09,-1.7313842590569377e-05,7.275931047969729e-08,3.056888757156732e-08,4.3085489032293e-08,1.0304276276697514e-07,-1.7226891702153587e-05,-3.037978902702969e-08,-8.227225038097791e-08,-8.760075255650789e-09,-9.419140152968194e-09,-1.739097702719131e-05,-1.7348935966911364e-05,-1.7309121797083686e-05,-1.73693725157866e-05,3.114917429913587e-08,4.369435430886196e-08,6.618462000322518e-11,-1.6348154570001542e-08,-4.197773469277626e-08,3.915986243014549e-08
