Params:	13
Performance_R2:	0.7237316805558436
Alpha:	0.05
Alpha_Bonf:	0.0038461538461538464
Term	Coefficient	StdErr	p_value	CI_lower	CI_upper
Intercept	8.03996927308137	0.011677027980115745	0.0	8.006195013017786	8.073743533144954
1	-0.0013449311418255614	0.006199821870230786	0.8282745659689371	-0.019277096462456813	0.01658723417880569
2	0.16584264785673355	0.006206707885339741	8.634831013295768e-144	0.14789056564753378	0.18379473006593333
3	0.17572462563164068	0.0062092147870118995	1.9032104836095606e-159	0.15776529254069482	0.19368395872258654
5	0.3836526528458313	0.006233803596172935	0.0	0.365622199874324	0.40168310581733857
6	0.0012047449003549059	0.00620016756106552	0.8459452068235243	-0.016728420285325375	0.019137910086035187
7	0.11585976830956538	0.0062213231224633545	5.147713673714146e-74	0.0978654134587016	0.13385412316042916
8	-0.06802255774887447	0.00620135267639831	1.4469712400104814e-27	-0.08595915072401653	-0.05008596477373242
9	-0.06889564514757388	0.006202101961708122	3.2236715168771947e-28	-0.08683440533144048	-0.050956884963707275
10	-0.03337514089417053	0.006200690669102949	7.809866951588071e-08	-0.05130981910070916	-0.015440462687631891
11	0.41845407032671933	0.006240113214163118	0.0	0.4004053676191263	0.43650277303431234
12	0.13947696946520532	0.006217054117491293	1.59742752028122e-104	0.12149496214698297	0.15745897678342768
13	0.0046406382365873486	0.006200079834067194	0.454218748019678	-0.013292273210345273	0.02257354968351997
