"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue C-A","582_15 YG D-A","Time"
150967,91558,108060,89248.7,62886,93009.6,2753.26,1147.45,0.217
134800,93467,94517.2,72875.8,54518,87603.9,8147.84,1593.71,0.223
130845,90244,95020.8,72559.2,53796,88393.9,41109.2,1585.23,0.226
111670,73760,99219.2,68838.5,55544,81222.1,2308.98,1134.2,0.228
105903,76682,90509.6,50744.2,42743,77803.9,1146.66,437.25,0.229
116467,81487,93668.6,65723.9,53010,81254.1,3481.74,2211.69,0.231
103821,76144,89357.4,53088.6,43860,79325.4,1012.1,920.61,0.231
87311.4,63506,90102.4,35941.4,29982,78562.4,624.08,385.84,0.233
106360,75875,91867.3,62184.1,50527,80655.9,1446.52,621.69,0.234
134653,94430,93451.1,71547.6,58263,80479,2168.62,2153.92,0.235
130584,89954,95137.2,76982.2,58578,86126.3,4692.2,614.8,0.242
75102.7,55778,88241.5,34265.2,28858,77815.7,2220.24,978.38,0.246
132296,91744,94504,80767.9,59860,88426.4,4283.88,2349.49,0.249
176268,110566,104479,79474.5,56922,91501.4,38099.6,2573.68,0.255
154597,99919,101399,101108,66626,99454.4,969.18,544.84,0.256
125125,87991,93193.9,70364.4,55651,82862.9,1253.96,533.18,0.26
102757,69434,96988,69112.2,52222,86732.4,31298.5,1949.34,0.262
70878.7,53335,87093.1,42124.8,36267,76121.3,3769.42,795,0.264
157487,104490,98775.4,85427.6,63431,88262.6,2217.92,348.21,0.264
124233,86107,94553.8,57230.3,46342,80934.1,2550.26,1649.36,0.268
123689,81758,99147.5,88023.1,63811,90402.6,24770.1,2310.8,0.27
107090,72890,96285.8,72095.2,55271,85484.8,7516.8,494.49,0.271
173375,100690,112845,135646,82890,107247,3061.24,1319.17,0.273
140515,91839,100271,85483.3,62370,89822.6,1443.04,537.42,0.276
96599.6,68970,91789.9,51526,41978,80442.4,2428.46,1627.63,0.28
87475.7,62136,92262.3,49724.6,39064,83420.8,958.16,439.9,0.282
120925,87243,90837.7,55198,45199,80034,1353.72,627.52,0.284
118644,82483,94267.5,110155,84095,85845.1,52685.5,1956.23,0.29
77398.2,58063,87359.7,43894.4,36802,78166,1526.56,576.11,0.291
111910,79914,91775.5,61916.2,49434,82083.9,900.74,425.59,0.303
138288,93834,96584.1,86832.4,65754,86544.5,2007.96,474.35,0.304
125013,83278,98379.2,102773,76195,88395.6,3804.22,908.95,0.305
106376,73187,95255,65925.1,53167,81262.2,4606.94,2713.6,0.306
79856.7,58843,88939.9,42906.1,36422,77203.1,953.52,673.1,0.31
132247,89798,96515.8,78592.9,60450,85205.4,3727.66,2300.2,0.312
89676.8,63199,92993,51205.3,40923,82002.6,1644.88,747.83,0.313
111947,75973,96568.2,100751,77701,84977,1718.54,1885.74,0.313
152187,94679,105342,125004,89759,91269.9,16650.6,1166.53,0.314
126010,84567,97652.5,84384.2,65375,84592,767.34,365.17,0.315
135051,88842,99622.6,96052.6,68494,91904.5,4254.3,2333.06,0.319
118938,72443,107598,110660,79974,90682.1,28066.8,2447.54,0.324
86466.6,65361,86698.1,47318.1,40161,77215.2,20265.2,1092.33,0.342
130001,90722,93910.4,61311.8,46526,86363.1,1867.6,409.16,0.342
162371,105823,100556,96652.4,69403,91267.1,2483.56,1672.15,0.342
149297,101356,96534.5,84477,66440,83327.6,1402.44,334.43,0.344
120678,85079,92958,54142.4,42655,83185.5,17802.5,2185.19,0.345
95577.2,69538,90076.7,42853.9,35882,78269.7,12895.1,737.23,0.345
173134,111061,102165,102741,69489,96896.6,1752.18,436.72,0.346
106693,76529,91367.1,52435.5,43993,78112.7,2448.18,910.01,0.348
96201.6,69710,90441.4,40267.7,32382,81495.3,21178.7,2595.41,0.353
123421,84053,96230.9,83268.9,62661,87089.4,7574.8,1868.78,0.354
101662,68995,96565.1,64065.6,48247,87023.1,1142.02,461.63,0.354
145082,94403,100718,100493,75727,86969.2,25104.7,1913.3,0.359
