"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","530_30 Blue C-A","582_15 YG D-A","Time"
113199,76782,96618.8,68239.3,52567,85074.9,23231.3,25.97,0.104
157438,90555,113940,75210.3,48214,102231,35288.4,11.13,0.107
70413.4,49887,92501.3,63241.5,52863,78402.5,31364.1,-1.06,0.108
127323,80007,104294,80990.6,57579,92182.9,31429.6,5.83,0.113
92527.4,68464,88570.3,62973.5,48452,85177.7,36509.3,11.66,0.114
115806,80729,94011.3,51954.1,40665,83729.6,33026.9,21.73,0.116
115923,83192,91320.5,60745.7,48047,82857,26333.7,11.66,0.119
131462,86131,100028,111886,79163,92626.2,24993.4,16.96,0.119
105237,76053,90684.3,50733.2,41025,81044.5,25814.6,0.53,0.12
106882,73145,95763.8,66324.7,51229,84847.6,28007,-7.95,0.122
85675.3,63041,89066.1,55173.1,40897,88412.9,26267,9.54,0.128
136316,92986,96074.6,78995.4,59219,87422,24674.9,6.36,0.129
79965.6,59183,88549.5,56725.7,48002,77446.3,29314.4,-0.53,0.131
101950,73533,90862.7,43284.2,35277,80411.5,36954.7,9.01,0.132
96046.5,65954,95437.8,52441.3,38890,88372.1,26163.2,-2.65,0.135
109514,77723,92342,70115.6,54198,84783.5,36897.9,15.9,0.136
135958,79018,112761,95686.7,63335,99011.9,22714.5,20.14,0.141
92151.8,65232,92581.3,63692.1,50240,83083.7,36243.6,15.37,0.144
75836.6,52191,95227.7,46369.3,35186,86365.5,22070.2,4.24,0.145
83439.8,62627,87315.6,43004.7,36331,77574.4,29221,0.53,0.146
112902,78636,94093.8,60998.6,46268,86401.1,30374,4.77,0.148
116111,82047,92745.2,59724.9,47778,81923.3,34159.1,12.19,0.156
123240,85587,94367.7,66267.3,51223,84784.1,26775.7,22.79,0.157
93190,66465,91887.5,65575.4,53621,80146.7,26431.2,9.54,0.158
142867,97339,96188.8,80498.8,59195,89121.9,36337.6,12.72,0.158
119080,83028,93992.6,57102.2,44996,83168.4,27893.9,24.38,0.167
86937.2,62042,91833.2,45697.6,36823,81330.7,30756.2,-2.12,0.171
113779,79629,93641.8,62381.3,47741,85633.4,30986.5,-7.95,0.179
105189,71079,96986.4,64950.7,45471,93611.5,29870,18.55,0.18
